E, cm-1	Sigma_00, cm2	
9.593540e+04	1.827969e-15
9.600200e+04	1.809977e-15
9.607015e+04	1.792305e-15
9.613989e+04	1.774934e-15
9.621125e+04	1.757855e-15
9.628427e+04	1.741090e-15
9.635899e+04	1.724606e-15
9.643546e+04	1.708399e-15
9.651371e+04	1.692474e-15
9.659377e+04	1.676820e-15
9.667571e+04	1.661416e-15
9.675955e+04	1.646292e-15
9.684535e+04	1.631408e-15
9.693314e+04	1.616760e-15
9.702298e+04	1.602359e-15
9.711491e+04	1.588194e-15
9.720898e+04	1.574239e-15
9.730524e+04	1.560507e-15
9.740375e+04	1.546982e-15
9.750455e+04	1.533673e-15
9.760770e+04	1.520550e-15
9.771325e+04	1.507610e-15
9.782126e+04	1.494856e-15
9.793179e+04	1.482271e-15
9.804489e+04	1.469850e-15
9.816062e+04	1.457580e-15
9.827905e+04	1.445451e-15
9.840024e+04	1.433469e-15
9.852425e+04	1.421613e-15
9.865115e+04	1.409889e-15
9.878101e+04	1.398300e-15
9.891389e+04	1.386850e-15
9.904986e+04	1.375552e-15
9.918901e+04	1.364428e-15
9.933139e+04	1.353502e-15
9.947709e+04	1.342800e-15
