E, cm-1	Sigma_00, cm2	
9.4444725718e+04	2.5854224397e-14
9.4460571920e+04	2.5858351654e-14
9.4476601613e+04	2.5709836323e-14
9.4492816920e+04	2.5713663998e-14
9.4509219992e+04	2.5716451385e-14
9.4525813003e+04	2.5717755249e-14
9.4542598151e+04	2.5718428602e-14
9.4559577662e+04	2.5718757036e-14
9.4576753787e+04	2.5717809299e-14
9.4594128802e+04	2.5715535528e-14
9.4611705010e+04	2.5712857013e-14
9.4629484741e+04	2.5567108777e-14
9.4647470352e+04	2.5563677565e-14
9.4665664226e+04	2.5699330249e-14
9.4684068776e+04	2.5693623177e-14
9.4702686440e+04	2.5549603555e-14
9.4721519686e+04	2.5543030212e-14
9.4740571011e+04	2.5536133280e-14
9.4759842940e+04	2.5662299132e-14
9.4779338027e+04	2.5519828683e-14
9.4799058857e+04	2.5510445000e-14
9.4819008044e+04	2.5500765177e-14
9.4839188231e+04	2.5489922981e-14
9.4859602093e+04	2.5478183067e-14
9.4880252337e+04	2.5466245572e-14
9.4901141700e+04	2.5453358493e-14
9.4922272950e+04	2.5439297652e-14
9.4943648888e+04	2.5424901029e-14
9.4965272348e+04	2.5409711482e-14
9.4987146196e+04	2.5393243256e-14
9.5009273331e+04	2.5502520516e-14
9.5031656686e+04	2.5358990850e-14
9.5054299229e+04	2.5340342706e-14
9.5077203959e+04	2.5447163388e-14
9.5100373914e+04	2.5427456148e-14
9.5123812164e+04	2.5281147184e-14
9.5147521817e+04	2.5260130173e-14
9.5171506014e+04	2.5362972535e-14
9.5195767935e+04	2.5340015494e-14
9.5220310796e+04	2.5316679658e-14
9.5245137850e+04	2.5293076432e-14
9.5270252388e+04	2.5268536726e-14
9.5295657738e+04	2.5243793077e-14
9.5321357268e+04	2.5218862570e-14
9.5347354385e+04	2.5193154531e-14
9.5373652535e+04	2.5283007658e-14
9.5400255202e+04	2.5141048071e-14
9.5427165914e+04	2.5228023364e-14
9.5454388238e+04	2.5200082208e-14
9.5481925781e+04	2.5171513230e-14
9.5509782193e+04	2.5142202507e-14
9.5537961168e+04	2.5112607263e-14
9.5566466440e+04	2.5193234261e-14
9.5595301787e+04	2.5050183922e-14
9.5624471032e+04	2.5130307021e-14
9.5653978041e+04	2.5097327102e-14
9.5683826725e+04	2.5063778761e-14
9.5714021040e+04	2.5029443404e-14
9.5744564989e+04	2.5104746238e-14
9.5775462621e+04	2.5069207374e-14
9.5806718030e+04	2.5032592920e-14
9.5838335360e+04	2.4995546520e-14
9.5870318801e+04	2.5066536069e-14
9.5902672593e+04	2.5028010435e-14
9.5935401024e+04	2.4989474177e-14
9.5968508432e+04	2.5056113544e-14
9.6001999206e+04	2.4912094046e-14
9.6035877785e+04	2.4976147199e-14
9.6070148660e+04	2.5038551733e-14
9.6104816373e+04	2.4896570758e-14
9.6139885518e+04	2.4956220482e-14
9.6175360746e+04	2.4915288662e-14
9.6211246757e+04	2.4874467773e-14
9.6247548308e+04	2.4930329472e-14
9.6284270212e+04	2.4888437893e-14
9.6321417335e+04	2.4845721800e-14
9.6358994602e+04	2.4898690614e-14
9.6397006993e+04	2.4854997132e-14
9.6435459547e+04	2.4810221373e-14
9.6474357360e+04	2.4860709790e-14
9.6513705589e+04	2.4814636432e-14
9.6553509449e+04	2.4767875927e-14
9.6593774215e+04	2.4815682693e-14
9.6634505226e+04	2.4861704857e-14
9.6675707880e+04	2.4719127370e-14
9.6717387638e+04	2.4764300644e-14
9.6759550024e+04	2.4807845326e-14
9.6802200629e+04	2.4757799341e-14
9.6845345103e+04	2.4799176373e-14
9.6888989168e+04	2.4748352569e-14
9.6933138607e+04	2.4697712207e-14
9.6977799272e+04	2.4736114418e-14
9.7022977083e+04	2.4684732630e-14
9.7068678029e+04	2.4721134728e-14
9.7114908167e+04	2.4756227999e-14
9.7161673624e+04	2.4703426407e-14
9.7208980600e+04	2.4649862874e-14
9.7256835365e+04	2.4682797545e-14
9.7305244262e+04	2.4627709261e-14
9.7354213708e+04	2.4659067896e-14
9.7403750193e+04	2.4602347151e-14
9.7453860283e+04	2.4632100162e-14
9.7504550621e+04	2.4660465421e-14
9.7555827926e+04	2.4602061402e-14
9.7607698994e+04	2.4628789391e-14
9.7660170700e+04	2.4569485094e-14
9.7713250000e+04	2.4594468730e-14
9.7766943929e+04	2.4618255820e-14
9.7821259605e+04	2.4558203023e-14
9.7876204227e+04	2.4580233465e-14
9.7931785077e+04	2.4520345959e-14
9.7988009524e+04	2.4540702888e-14
9.8044885018e+04	2.4560091596e-14
9.8102419100e+04	2.4499366288e-14
9.8160619396e+04	2.4517239625e-14
9.8219493618e+04	2.4455448683e-14
9.8279049573e+04	2.4471824032e-14
9.8339295152e+04	2.4486969958e-14
9.8400238343e+04	2.4501351306e-14
9.8461887222e+04	2.4514562622e-14
9.8524249962e+04	2.4449909051e-14
9.8587334829e+04	2.4461702808e-14
9.8651150183e+04	2.4396406170e-14
9.8715704485e+04	2.4482553316e-14
9.8781006290e+04	2.4416416478e-14
9.8847064255e+04	2.4425149832e-14
9.8913887134e+04	2.4432826803e-14
9.8981483787e+04	2.4439769109e-14
9.9049863171e+04	2.4445754272e-14
9.9119034352e+04	2.4379546975e-14
9.9189006497e+04	2.4384521074e-14
9.9259788881e+04	2.4388519777e-14
9.9331390887e+04	2.4391856572e-14
9.9403822004e+04	2.4323024048e-14
9.9477091835e+04	2.4395832755e-14
9.9551210090e+04	2.4325918012e-14
