E, cm-1	Sigma_00, cm2	
9.711491e+04	1.477889e-14
9.720898e+04	1.474414e-14
9.730524e+04	1.470867e-14
9.740375e+04	1.467218e-14
9.750455e+04	1.463695e-14
9.760770e+04	1.460124e-14
9.771325e+04	1.456466e-14
9.782126e+04	1.452950e-14
9.793179e+04	1.449397e-14
9.804489e+04	1.445701e-14
9.816062e+04	1.442139e-14
9.827905e+04	1.438415e-14
9.840024e+04	1.434823e-14
9.852425e+04	1.431137e-14
9.865115e+04	1.427579e-14
9.878101e+04	1.423858e-14
9.891389e+04	1.420118e-14
9.904986e+04	1.416357e-14
9.918901e+04	1.412767e-14
9.933139e+04	1.409024e-14
9.947709e+04	1.405225e-14
