R	Re<0|V|1>	Re<0|V|2>	Re<0|V|3>	Re<1|V|2>	Re<1|V|3>	Re<2|V|3>
4.90000000000000	0.01376800000000	0.089423	-0.07692300000000	-0.03992300000000	0.04200800000000	0.04979000000000
5.00000000000000	0.01214900000000	0.078909	-0.06787800000000	-0.03522900000000	0.03706900000000	0.04393600000000
5.10000000000000	0.01073700000000	0.069735	-0.05998700000000	-0.03113300000000	0.03275900000000	0.03882800000000
5.20000000000000	0.00950300000000	0.061723	-0.05309600000000	-0.02755600000000	0.02899600000000	0.03436700000000
5.30000000000000	0.00842400000000	0.054716	-0.04706700000000	-0.02442800000000	0.02570400000000	0.03046600000000
5.40000000000000	0.00747900000000	0.048574	-0.04178400000000	-0.02168600000000	0.02281900000000	0.02704600000000
5.50000000000000	0.00664800000000	0.043181	-0.03714500000000	-0.01927800000000	0.02028500000000	0.02404300000000
5.60000000000000	0.00591800000000	0.038435	-0.03306200000000	-0.01715900000000	0.01805500000000	0.02140000000000
5.70000000000000	0.00527300000000	0.034249	-0.02946100000000	-0.01529000000000	0.01608900000000	0.01907000000000
5.80000000000000	0.00470300000000	0.030549	-0.02627900000000	-0.01363900000000	0.01435100000000	0.01701000000000
5.90000000000000	0.00419900000000	0.027273	-0.02346100000000	-0.01217600000000	0.01281200000000	0.01518600000000
6.00000000000000	0.00375200000000	0.024367	-0.02096100000000	-0.01087800000000	0.01144700000000	0.01356700000000
6.20000000000000	0.00300000000000	0.019484	-0.01676100000000	-0.00869900000000	0.00915300000000	0.01084900000000
6.40000000000000	0.00240300000000	0.015605	-0.01342400000000	-0.00696700000000	0.00733100000000	0.00868900000000
6.60000000000000	0.00192600000000	0.012508	-0.01076000000000	-0.00558400000000	0.00587600000000	0.00696500000000
6.80000000000000	0.00154400000000	0.010027	-0.00862500000000	-0.00447600000000	0.00471000000000	0.00558300000000
7.00000000000000	0.00123700000000	0.008034	-0.00691100000000	-0.00358700000000	0.00377400000000	0.00447300000000
7.20000000000000	0.00099000000000	0.00643	-0.00553100000000	-0.00287100000000	0.00302100000000	0.00358000000000
7.40000000000000	0.00079100000000	0.005139	-0.00442100000000	-0.00229500000000	0.00241400000000	0.00286200000000
7.60000000000000	0.00063100000000	0.004101	-0.00352800000000	-0.00183100000000	0.00192700000000	0.00228400000000
7.80000000000000	0.00050300000000	0.003267	-0.00281000000000	-0.00145800000000	0.00153500000000	0.00181900000000
8.00000000000000	0.00040000000000	0.002597	-0.00223400000000	-0.00116000000000	0.00122000000000	0.00144600000000
8.20000000000000	0.00031700000000	0.002061	-0.00177300000000	-0.00092000000000	0.00096800000000	0.00114800000000
8.40000000000000	0.00025100000000	0.001632	-0.00140400000000	-0.00072900000000	0.00076700000000	0.00090900000000
8.60000000000000	0.00019900000000	0.00129	-0.00111000000000	-0.00057600000000	0.00060600000000	0.00071900000000
8.80000000000000	0.00015700000000	0.001018	-0.00087600000000	-0.00045500000000	0.00047800000000	0.00056700000000
9.00000000000000	0.00012300000000	0.000802	-0.00069000000000	-0.00035800000000	0.00037700000000	0.00044600000000
9.20000000000000	0.00009700000000	0.00063	-0.00054200000000	-0.00028100000000	0.00029600000000	0.00035100000000
9.40000000000000	0.00007600000000	0.000494	-0.00042500000000	-0.00022100000000	0.00023200000000	0.00027500000000
9.60000000000000	0.00005900000000	0.000386	-0.00033200000000	-0.00017300000000	0.00018200000000	0.00021500000000
9.80000000000000	0.00004600000000	0.000302	-0.00025900000000	-0.00013500000000	0.00014200000000	0.00016800000000
10.00000000000000	0.00003600000000	0.000235	-0.00020200000000	-0.00010500000000	0.00011000000000	0.00013100000000
10.50000000000000	0.00002000000000	0.000129	-0.00011100000000	-0.00005800000000	0.00006100000000	0.00007200000000
11.00000000000000	0.00001000000000	6.5e-05	-0.00005600000000	-0.00002900000000	0.00003100000000	0.00003600000000
