R	Re<0|V|1>	Re<0|V|2>	Re<0|V|3>	Re<1|V|2>	Re<1|V|3>	Re<2|V|3>
4.70000000000000	-19.25000000000000	-46.84000000000000	-98.93000000000001	80.80000000000000	59.78000000000000	42.36000000000000
4.80000000000000	-21.18000000000000	-44.71000000000000	-96.94000000000000	73.02000000000000	56.98000000000000	46.22000000000000
4.90000000000000	-22.34000000000000	-42.36000000000000	-94.15000000000001	65.87000000000000	54.07000000000000	48.54000000000000
5.00000000000000	-22.87000000000000	-39.82000000000000	-90.70999999999999	59.25000000000000	51.04000000000000	49.69000000000000
5.10000000000000	-22.85000000000000	-37.20000000000000	-86.73999999999999	53.24000000000000	48.01000000000000	49.71000000000000
5.20000000000000	-22.43000000000000	-34.55000000000000	-82.36000000000000	47.76000000000000	44.96000000000000	48.90000000000000
5.30000000000000	-21.69000000000000	-31.92000000000000	-77.72000000000000	42.79000000000000	41.92000000000000	47.43000000000000
5.40000000000000	-20.73000000000000	-29.35000000000000	-72.92000000000000	38.24000000000000	38.90000000000000	45.49000000000000
5.50000000000000	-19.60000000000000	-26.89000000000000	-68.06000000000000	34.18000000000000	35.97000000000000	43.18000000000000
5.60000000000000	-18.38000000000000	-24.53000000000000	-63.22000000000000	30.51000000000000	33.15000000000000	40.65000000000000
5.70000000000000	-17.10000000000000	-22.31000000000000	-58.46000000000000	27.21000000000000	30.45000000000000	37.98000000000000
5.80000000000000	-15.81000000000000	-20.23000000000000	-53.85000000000000	24.26000000000000	27.87000000000000	35.27000000000000
5.90000000000000	-14.56000000000000	-18.31000000000000	-49.42000000000000	21.60000000000000	25.44000000000000	32.57000000000000
6.00000000000000	-13.32000000000000	-16.52000000000000	-45.21000000000000	19.26000000000000	23.17000000000000	29.93000000000000
6.20000000000000	-11.03000000000000	-13.37000000000000	-37.50000000000000	15.24000000000000	19.06000000000000	24.99000000000000
6.40000000000000	-9.07000000000000	-10.79000000000000	-30.82000000000000	12.06000000000000	15.53000000000000	20.49000000000000
6.60000000000000	-7.32000000000000	-8.62000000000000	-25.09000000000000	9.53000000000000	12.56000000000000	16.71000000000000
6.80000000000000	-5.86000000000000	-6.86000000000000	-20.25000000000000	7.53000000000000	10.11000000000000	13.50000000000000
7.00000000000000	-4.65000000000000	-5.44000000000000	-16.26000000000000	5.94000000000000	8.09000000000000	10.82000000000000
7.20000000000000	-3.68000000000000	-4.30000000000000	-12.98000000000000	4.67000000000000	6.44000000000000	8.61000000000000
7.40000000000000	-2.88000000000000	-3.39000000000000	-10.31000000000000	3.68000000000000	5.12000000000000	6.82000000000000
7.60000000000000	-1.99000000000000	-2.55000000000000	-7.97000000000000	3.03000000000000	4.26000000000000	5.44000000000000
7.80000000000000	-1.55000000000000	-1.98000000000000	-6.27000000000000	2.39000000000000	3.36000000000000	4.25000000000000
8.00000000000000	-1.20000000000000	-1.54000000000000	-4.91000000000000	1.89000000000000	2.64000000000000	3.30000000000000
8.20000000000000	-0.92000000000000	-1.21000000000000	-3.83000000000000	1.35000000000000	1.95000000000000	2.67000000000000
8.40000000000000	-0.72000000000000	-0.93000000000000	-2.98000000000000	1.06000000000000	1.52000000000000	2.06000000000000
8.60000000000000	-0.54000000000000	-0.72000000000000	-2.31000000000000	0.83000000000000	1.18000000000000	1.56000000000000
8.80000000000000	-0.41000000000000	-0.55000000000000	-1.77000000000000	0.66000000000000	0.93000000000000	1.17000000000000
9.00000000000000	-0.31000000000000	-0.42000000000000	-1.36000000000000	0.53000000000000	0.73000000000000	0.87000000000000
9.20000000000000	-0.22000000000000	-0.31000000000000	-1.03000000000000	0.43000000000000	0.57000000000000	0.63000000000000
9.40000000000000	-0.17000000000000	-0.23000000000000	-0.77000000000000	0.32000000000000	0.43000000000000	0.46000000000000
9.60000000000000	-0.12000000000000	-0.19000000000000	-0.58000000000000	0.27000000000000	0.34000000000000	0.32000000000000
9.80000000000000	-0.09000000000000	-0.13000000000000	-0.42000000000000	0.22000000000000	0.26000000000000	0.20000000000000
10.00000000000000	-0.06000000000000	-0.09000000000000	-0.30000000000000	0.18000000000000	0.21000000000000	0.13000000000000
10.50000000000000	-0.02000000000000	-0.03000000000000	-0.11000000000000	0.07000000000000	0.06000000000000	0.04000000000000
11.00000000000000	0.00000000000000	0.00000000000000	0.00000000000000	0.00000000000000	0.00000000000000	0.00000000000000
