R	H01	H02	H03	H04	H05	H06	H07	H08	H09	H010	H011	H012	H013	H014	H015	H016	H017	H018	H019	H020	H021	H022	H023	H024	H025
4.35	-529.53243	-529.4837888	-529.4774636	-529.4743934	-529.5325805	-529.4764982	-529.4707949	-529.5325805	-529.4764983	-529.4707949	-529.4775434	-529.4734811	-529.9533584	-529.5265298	-529.4759876	-529.4736272	-529.4639806	-529.5263199	-529.4750904	-529.4705806	-529.5263199	-529.4750904	-529.4705806	-529.4757678	-529.4736805
4.3	-529.5323749	-529.4837675	-529.4774766	-529.4742357	-529.5325345	-529.4764831	-529.4706564	-529.5325345	-529.4764831	-529.4706564	-529.4775565	-529.4734946	-529.9533619	-529.5264752	-529.4760009	-529.4735459	-529.4639076	-529.5262691	-529.475094	-529.4704225	-529.5262691	-529.475094	-529.4704225	-529.4757812	-529.473694
4.25	-529.5323159	-529.4837466	-529.4774904	-529.4740712	-529.5324851	-529.4764693	-529.4705123	-529.5324851	-529.4764693	-529.4705123	-529.4775703	-529.4735089	-529.9533654	-529.5264172	-529.476015	-529.4734635	-529.4638329	-529.526215	-529.4750988	-529.4702591	-529.526215	-529.4750989	-529.4702591	-529.4757953	-529.4737083
4.2	-529.5322534	-529.4837263	-529.4775054	-529.4739012	-529.5324321	-529.476457	-529.4703627	-529.5324321	-529.476457	-529.4703627	-529.4775849	-529.4735239	-529.9533692	-529.5263543	-529.4760299	-529.4733803	-529.4637557	-529.5261574	-529.4751051	-529.4700904	-529.5261574	-529.4751051	-529.4700904	-529.4758102	-529.4737234
4.15	-529.532186	-529.4837066	-529.4775207	-529.4737234	-529.5323753	-529.4764462	-529.4702077	-529.5323753	-529.4764462	-529.4702077	-529.4776004	-529.4735398	-529.953374	-529.5262887	-529.4760454	-529.4732964	-529.4636779	-529.526096	-529.4751129	-529.4699165	-529.526096	-529.4751129	-529.4699165	-529.4758259	-529.4737394
4.1	-529.5321143	-529.4836877	-529.4775371	-529.4735396	-529.5323145	-529.4764371	-529.470048	-529.5323145	-529.4764372	-529.470048	-529.4776167	-529.4735565	-529.9533773	-529.5262199	-529.476062	-529.4732122	-529.4635976	-529.5260307	-529.4751221	-529.4697378	-529.5260307	-529.4751221	-529.4697378	-529.4758425	-529.4737562
4.05	-529.5320377	-529.4836696	-529.4775542	-529.4733487	-529.5322496	-529.4764299	-529.4698829	-529.5322496	-529.4764299	-529.4698829	-529.4776339	-529.4735742	-529.9533815	-529.5261464	-529.4760795	-529.4731277	-529.4635166	-529.5259613	-529.4751329	-529.4695544	-529.5259613	-529.4751329	-529.4695544	-529.47586	-529.4737739
4	-529.5319561	-529.4836526	-529.4775722	-529.4731516	-529.5321804	-529.4764245	-529.4697125	-529.5321804	-529.4764245	-529.4697125	-529.4776521	-529.4735928	-529.9533857	-529.5260686	-529.4760976	-529.4730434	-529.4634344	-529.5258878	-529.4751454	-529.4693667	-529.5258878	-529.4751454	-529.4693667	-529.4758785	-529.4737926
3.95	-529.5318695	-529.4836367	-529.4775913	-529.4729486	-529.5321064	-529.4764212	-529.4695386	-529.5321064	-529.4764212	-529.4695386	-529.4776714	-529.4736125	-529.9533908	-529.5259852	-529.4761171	-529.4729593	-529.4633525	-529.52581	-529.4751598	-529.4691756	-529.52581	-529.4751598	-529.4691756	-529.4758981	-529.4738124
3.9	-529.5317775	-529.4836221	-529.4776115	-529.47274	-529.5320277	-529.4764201	-529.4693603	-529.5320277	-529.4764202	-529.4693603	-529.4776917	-529.4736333	-529.9533951	-529.5258982	-529.4761376	-529.4728757	-529.4632699	-529.5257275	-529.4751759	-529.4689805	-529.5257275	-529.4751759	-529.4689805	-529.4759187	-529.4738332
3.85	-529.5316794	-529.4836089	-529.4776323	-529.4725245	-529.5319439	-529.4764214	-529.4691785	-529.5319439	-529.4764214	-529.4691785	-529.4777133	-529.4736553	-529.9533993	-529.5258066	-529.4761594	-529.4727936	-529.4631877	-529.5256404	-529.475194	-529.4687827	-529.5256405	-529.475194	-529.4687834	-529.4759406	-529.4738553
3.8	-529.5315765	-529.4835973	-529.4776548	-529.4723065	-529.5318551	-529.4764251	-529.4689937	-529.5318551	-529.4764251	-529.4689937	-529.4777361	-529.4736785	-529.9534036	-529.5257102	-529.4761826	-529.4727121	-529.4631066	-529.5255486	-529.4752142	-529.4685833	-529.5255486	-529.4752142	-529.4685833	-529.4759636	-529.4738786
3.75	-529.5314681	-529.4835874	-529.4776787	-529.4720847	-529.5317609	-529.4764314	-529.4688067	-529.5317609	-529.4764315	-529.4688067	-529.4777602	-529.4737031	-529.9534076	-529.5256093	-529.4762069	-529.472632	-529.4630267	-529.5254519	-529.4752366	-529.4683816	-529.5254519	-529.4752366	-529.4683816	-529.475988	-529.4739032
3.7	-529.5313538	-529.4835794	-529.477704	-529.4718601	-529.5316611	-529.4764406	-529.468618	-529.5316611	-529.4764406	-529.468618	-529.4777857	-529.473729	-529.9534114	-529.5255039	-529.4762322	-529.4725536	-529.4629488	-529.5253503	-529.4752614	-529.4681791	-529.5253503	-529.4752614	-529.4681791	-529.4760138	-529.4739293
3.65	-529.5312341	-529.4835743	-529.4777313	-529.4716338	-529.5315557	-529.4764527	-529.4684286	-529.5315557	-529.4764527	-529.4684286	-529.4778127	-529.4737563	-529.9534149	-529.5253934	-529.4762592	-529.4724773	-529.4628741	-529.5252435	-529.4752887	-529.4679766	-529.5252435	-529.4752887	-529.4679766	-529.476041	-529.4739567
3.6	-529.5311082	-529.4835703	-529.4777594	-529.4714064	-529.5314443	-529.4764679	-529.4682392	-529.5314443	-529.4764679	-529.4682392	-529.4778411	-529.4737851	-529.9534177	-529.5252781	-529.4762877	-529.4724033	-529.4628031	-529.5251315	-529.4753186	-529.4677751	-529.5251316	-529.4753186	-529.4677751	-529.4760697	-529.4739856
3.55	-529.5309765	-529.4835686	-529.477789	-529.4711796	-529.5313268	-529.4764863	-529.4680507	-529.5313268	-529.4764864	-529.4680507	-529.477871	-529.4738153	-529.9534198	-529.5251582	-529.4763176	-529.4723319	-529.4627367	-529.5250142	-529.4753514	-529.4675753	-529.5250142	-529.4753514	-529.4675753	-529.4760997	-529.474016
3.5	-529.5308389	-529.483569	-529.47782	-529.4709547	-529.5312028	-529.4765082	-529.4678641	-529.5312028	-529.4765082	-529.4678641	-529.4779022	-529.4738469	-529.9534209	-529.5250336	-529.4763488	-529.4722633	-529.4626759	-529.5248912	-529.4753871	-529.4673784	-529.5248912	-529.4753871	-529.4673784	-529.4761312	-529.4740477
3.45	-529.5306963	-529.4835716	-529.4778529	-529.470735	-529.5310721	-529.4765337	-529.4676804	-529.5310721	-529.4765337	-529.4676804	-529.4779347	-529.4738796	-529.9534206	-529.5249042	-529.4763824	-529.4721978	-529.462622	-529.5247625	-529.475426	-529.4671853	-529.5247625	-529.475426	-529.4671853	-529.4761637	-529.4740806
3.4	-529.5305481	-529.4835758	-529.477886	-529.4705184	-529.5309341	-529.4765628	-529.4675004	-529.530934	-529.4765628	-529.4675004	-529.4779682	-529.4739134	-529.9534182	-529.5247706	-529.4764155	-529.4721349	-529.4625753	-529.5246277	-529.4754682	-529.466997	-529.5246277	-529.4754682	-529.466997	-529.4761973	-529.4741144
3.35	-529.5303933	-529.4835816	-529.4779198	-529.4703084	-529.5307887	-529.4765958	-529.4673252	-529.5307886	-529.4765958	-529.4673252	-529.4780023	-529.4739477	-529.9534133	-529.5246323	-529.4764495	-529.472075	-529.4625375	-529.5244864	-529.4755137	-529.4668144	-529.5244863	-529.4755137	-529.4668143	-529.4762315	-529.4741489
3.3	-529.5302318	-529.4835886	-529.4779538	-529.470107	-529.5306351	-529.4766327	-529.4671556	-529.5306351	-529.4766327	-529.4671556	-529.4780365	-529.4739821	-529.9534048	-529.5244897	-529.4764838	-529.4720178	-529.4625095	-529.5243382	-529.4755627	-529.4666385	-529.5243382	-529.4755627	-529.4666385	-529.4762658	-529.4741834
3.25	-529.530066	-529.4835961	-529.4779872	-529.4699161	-529.5304728	-529.4766736	-529.4669924	-529.5304727	-529.4766736	-529.4669924	-529.4780702	-529.474016	-529.953392	-529.5243425	-529.476517	-529.4719625	-529.4624923	-529.5241824	-529.4756154	-529.4664699	-529.5241824	-529.4756154	-529.4664699	-529.4762995	-529.4742174
3.2	-529.5298948	-529.4836033	-529.4780192	-529.4697377	-529.5303008	-529.4767185	-529.4668362	-529.5303007	-529.4767185	-529.4668362	-529.4781025	-529.4740484	-529.9533734	-529.5241913	-529.4765495	-529.4719088	-529.4624873	-529.5240183	-529.4756717	-529.4663093	-529.5240183	-529.4756716	-529.4663093	-529.4763317	-529.4742499
3.15	-529.5297184	-529.4836093	-529.4780487	-529.4695739	-529.5301181	-529.4767674	-529.4666876	-529.530118	-529.4767674	-529.4666876	-529.4781322	-529.4740783	-529.9533475	-529.5240361	-529.4765791	-529.4718566	-529.4624954	-529.5238449	-529.4757316	-529.4661572	-529.5238449	-529.4757316	-529.4661571	-529.4763614	-529.4742799
3.1	-529.5295373	-529.4836128	-529.4780746	-529.4694275	-529.5299233	-529.4768201	-529.4665467	-529.5299232	-529.4768201	-529.4665467	-529.4781581	-529.4741043	-529.9533124	-529.5238766	-529.476605	-529.4718045	-529.4625176	-529.523661	-529.4757951	-529.4660137	-529.523661	-529.4757951	-529.4660137	-529.4763871	-529.4743064
3.05	-529.5293508	-529.4836118	-529.4780946	-529.4692991	-529.5297149	-529.4768765	-529.4664134	-529.5297149	-529.4768765	-529.4664134	-529.4781783	-529.4741245	-529.9532655	-529.5237132	-529.4766249	-529.471751	-529.4625549	-529.523465	-529.475862	-529.4658787	-529.523465	-529.475862	-529.4658787	-529.4764071	-529.4743267
3	-529.5291594	-529.4836045	-529.4781067	-529.4691912	-529.5294912	-529.4769363	-529.4662872	-529.5294911	-529.4769363	-529.4662872	-529.4781906	-529.4741368	-529.9532043	-529.5235457	-529.4766368	-529.4716943	-529.4626077	-529.5232549	-529.4759321	-529.4657514	-529.5232549	-529.4759321	-529.4657514	-529.4764191	-529.4743384
2.99	-529.5291204	-529.4836021	-529.478108	-529.4691723	-529.5294443	-529.4769487	-529.4662628	-529.5294443	-529.4769487	-529.4662628	-529.4781919	-529.474138	-529.95319	-529.5235118	-529.476638	-529.4716824	-529.4626203	-529.5232111	-529.4759464	-529.4657268	-529.5232111	-529.4759464	-529.4657268	-529.4764203	-529.4743396
2.98	-529.5290813	-529.4835992	-529.4781088	-529.4691543	-529.5293967	-529.4769611	-529.4662385	-529.5293967	-529.4769611	-529.4662385	-529.4781928	-529.4741388	-529.9531749	-529.5234776	-529.4766388	-529.4716704	-529.4626334	-529.5231665	-529.4759609	-529.4657025	-529.5231665	-529.4759609	-529.4657025	-529.476421	-529.4743404
2.97	-529.5290421	-529.4835961	-529.4781091	-529.4691372	-529.5293484	-529.4769737	-529.4662145	-529.5293484	-529.4769737	-529.4662145	-529.4781932	-529.4741392	-529.9531591	-529.5234433	-529.4766391	-529.471658	-529.4626472	-529.5231212	-529.4759755	-529.4656784	-529.5231212	-529.4759755	-529.4656784	-529.4764213	-529.4743407
2.96	-529.5290026	-529.4835924	-529.478109	-529.4691211	-529.5292993	-529.4769863	-529.4661906	-529.5292992	-529.4769863	-529.4661907	-529.478193	-529.474139	-529.9531425	-529.5234087	-529.4766388	-529.4716454	-529.4626617	-529.5230752	-529.4759902	-529.4656545	-529.5230752	-529.4759902	-529.4656545	-529.4764211	-529.4743406
2.95	-529.5289628	-529.4835883	-529.4781083	-529.4691059	-529.5292494	-529.476999	-529.466167	-529.5292494	-529.476999	-529.466167	-529.4781924	-529.4741383	-529.953125	-529.523374	-529.4766381	-529.4716325	-529.4626768	-529.5230285	-529.476005	-529.4656308	-529.5230285	-529.476005	-529.4656309	-529.4764203	-529.4743399
2.94	-529.5289229	-529.4835836	-529.478107	-529.4690916	-529.5291986	-529.4770119	-529.4661436	-529.5291986	-529.4770119	-529.4661436	-529.4781911	-529.4741371	-529.9531066	-529.5233391	-529.4766367	-529.4716193	-529.4626926	-529.522981	-529.4760198	-529.4656074	-529.522981	-529.4760198	-529.4656074	-529.476419	-529.4743386
2.93	-529.5288827	-529.4835785	-529.4781052	-529.4690784	-529.5291469	-529.4770248	-529.4661203	-529.5291469	-529.4770248	-529.4661203	-529.4781893	-529.4741352	-529.9530874	-529.523304	-529.4766348	-529.4716058	-529.462709	-529.5229327	-529.4760348	-529.4655841	-529.5229327	-529.4760348	-529.4655841	-529.4764171	-529.4743373
2.92	-529.5288423	-529.4835728	-529.4781027	-529.4690661	-529.5290944	-529.4770378	-529.4660964	-529.5290944	-529.4770378	-529.4660964	-529.4781869	-529.4741328	-529.9530671	-529.5232687	-529.4766323	-529.4715919	-529.4627261	-529.5228836	-529.4760498	-529.4655609	-529.5228835	-529.4760498	-529.465561	-529.4764146	-529.4743348
2.91	-529.5288018	-529.4835665	-529.4780996	-529.4690548	-529.5290409	-529.477051	-529.4660735	-529.5290409	-529.4770509	-529.4660733	-529.4781838	-529.4741296	-529.9530459	-529.5232332	-529.4766287	-529.471578	-529.4627438	-529.5228336	-529.4760649	-529.465538	-529.5228335	-529.4760649	-529.465538	-529.4764109	-529.4743297
2.9	-529.5287609	-529.4835596	-529.4780958	-529.4690445	-529.5289865	-529.4770642	-529.4660505	-529.5289865	-529.4770642	-529.4660505	-529.4781801	-529.4741258	-529.9530237	-529.5231975	-529.4766248	-529.4715633	-529.4627622	-529.5227827	-529.4760801	-529.4655151	-529.5227827	-529.4760801	-529.4655151	-529.476407	-529.4743259
2.89	-529.5287199	-529.4835521	-529.4780913	-529.4690353	-529.5289311	-529.4770774	-529.4660276	-529.528931	-529.4770774	-529.4660276	-529.4781756	-529.4741213	-529.9530003	-529.5231617	-529.4766202	-529.4715482	-529.4627812	-529.5227308	-529.4760953	-529.4654923	-529.5227308	-529.4760953	-529.4654923	-529.4764024	-529.4743213
2.88	-529.5286786	-529.4835438	-529.478086	-529.4690285	-529.5288746	-529.4770907	-529.4660048	-529.5288746	-529.4770907	-529.4660048	-529.4781703	-529.474116	-529.9529758	-529.5231256	-529.4766148	-529.4715326	-529.4628008	-529.5226781	-529.4761106	-529.4654695	-529.5226781	-529.4761106	-529.4654696	-529.476397	-529.474316
2.87	-529.5286371	-529.4835349	-529.4780799	-529.4690213	-529.5288171	-529.477104	-529.465982	-529.5288171	-529.477104	-529.465982	-529.4781642	-529.4741098	-529.9529501	-529.5230892	-529.4766086	-529.4715165	-529.4628211	-529.5226243	-529.4761259	-529.4654468	-529.5226243	-529.4761259	-529.4654469	-529.4763908	-529.4743098
2.86	-529.5285954	-529.4835251	-529.4780729	-529.4690151	-529.5287585	-529.4771173	-529.4659592	-529.5287586	-529.4771173	-529.465959	-529.4781573	-529.4741029	-529.9529232	-529.5230527	-529.4766015	-529.4714999	-529.462842	-529.5225695	-529.4761412	-529.4654241	-529.5225695	-529.4761412	-529.4654242	-529.4763837	-529.4743028
2.85	-529.5285534	-529.4835146	-529.4780651	-529.46901	-529.5286989	-529.4771306	-529.4659362	-529.5286988	-529.4771306	-529.4659362	-529.4781495	-529.474095	-529.9528951	-529.5230159	-529.4765936	-529.4714827	-529.4628635	-529.5225136	-529.4761566	-529.4654014	-529.5225136	-529.4761566	-529.4654014	-529.4763758	-529.4742949
2.84	-529.5285112	-529.4835032	-529.4780563	-529.469006	-529.528638	-529.4771441	-529.4659132	-529.5286379	-529.4771441	-529.4659132	-529.4781408	-529.4740862	-529.9528656	-529.5229789	-529.4765847	-529.471465	-529.4628856	-529.5224567	-529.476172	-529.4653786	-529.5224567	-529.476172	-529.4653786	-529.4763664	-529.474285
2.83	-529.5284687	-529.483491	-529.4780466	-529.469003	-529.5285758	-529.4771575	-529.4658902	-529.5285758	-529.4771575	-529.4658902	-529.4781311	-529.4740764	-529.9528347	-529.5229417	-529.4765748	-529.4714465	-529.4629083	-529.5223985	-529.4761874	-529.4653557	-529.5223985	-529.4761874	-529.4653557	-529.4763566	-529.4742752
2.82	-529.528426	-529.4834777	-529.4780358	-529.4690011	-529.5285125	-529.4771709	-529.465867	-529.5285124	-529.4771709	-529.465867	-529.4781203	-529.4740656	-529.9528024	-529.5229042	-529.4765639	-529.4714275	-529.4629315	-529.5223392	-529.4762028	-529.4653326	-529.5223392	-529.4762028	-529.4653327	-529.4763456	-529.4742644
2.81	-529.5283829	-529.4834635	-529.478024	-529.4690002	-529.5284478	-529.4771842	-529.4658436	-529.5284477	-529.4771842	-529.4658436	-529.4781085	-529.4740537	-529.9527686	-529.5228664	-529.4765519	-529.4714077	-529.4629554	-529.5222786	-529.4762181	-529.4653094	-529.5222786	-529.4762182	-529.4653094	-529.4763336	-529.4742524
2.8	-529.5283396	-529.4834483	-529.478011	-529.4690005	-529.5283817	-529.4771976	-529.46582	-529.5283817	-529.4771976	-529.46582	-529.4780958	-529.4740407	-529.9527332	-529.5228284	-529.4765388	-529.4713873	-529.4629797	-529.5222168	-529.4762335	-529.465286	-529.5222168	-529.4762335	-529.465286	-529.4763205	-529.4742393
2.79	-529.5282961	-529.4834319	-529.4779968	-529.4690018	-529.5283143	-529.4772109	-529.4657962	-529.5283142	-529.4772109	-529.4657962	-529.4780817	-529.4740264	-529.9526963	-529.52279	-529.4765245	-529.471366	-529.4630046	-529.5221536	-529.4762488	-529.4652623	-529.5221536	-529.4762488	-529.4652623	-529.4763061	-529.474225
2.78	-529.5282522	-529.4834144	-529.4779814	-529.4690042	-529.5282453	-529.4772241	-529.465772	-529.5282453	-529.4772241	-529.465772	-529.4780662	-529.4740109	-529.9526576	-529.5227514	-529.4765083	-529.4713437	-529.46303	-529.522089	-529.476264	-529.4652383	-529.522089	-529.476264	-529.4652383	-529.4762905	-529.4742095
2.77	-529.528208	-529.4833957	-529.4779646	-529.4690076	-529.5281749	-529.4772372	-529.4657474	-529.5281749	-529.4772372	-529.4657474	-529.4780495	-529.4739941	-529.9526172	-529.5227124	-529.4764914	-529.4713208	-529.4630559	-529.5220229	-529.4762792	-529.4652139	-529.522023	-529.4762792	-529.465214	-529.4762736	-529.4741926
2.76	-529.5281635	-529.4833758	-529.4779465	-529.4690121	-529.5281029	-529.4772503	-529.4657225	-529.5281029	-529.4772503	-529.4657225	-529.4780314	-529.473976	-529.9525749	-529.5226732	-529.4764731	-529.4712969	-529.4630822	-529.5219554	-529.4762942	-529.4651892	-529.5219554	-529.4762943	-529.4651892	-529.4762553	-529.4741744
2.75	-529.5281187	-529.4833545	-529.477927	-529.4690177	-529.5280293	-529.4772632	-529.465697	-529.5280292	-529.4772632	-529.465697	-529.4780119	-529.4739563	-529.9525308	-529.5226336	-529.4764534	-529.4712722	-529.463109	-529.5218863	-529.4763092	-529.4651639	-529.5218863	-529.4763092	-529.465164	-529.4762355	-529.4741547
2.74	-529.5280735	-529.4833317	-529.4779059	-529.4690244	-529.5279539	-529.477276	-529.4656711	-529.5279539	-529.477276	-529.4656711	-529.4779909	-529.4739352	-529.9524846	-529.5225937	-529.4764321	-529.4712464	-529.4631362	-529.5218155	-529.4763241	-529.4651381	-529.5218155	-529.4763241	-529.4651382	-529.4762143	-529.4741335
2.73	-529.528028	-529.4833076	-529.4778833	-529.4690322	-529.5278768	-529.4772887	-529.4656445	-529.5278768	-529.4772887	-529.4656445	-529.4779682	-529.4739125	-529.9524365	-529.5225535	-529.4764093	-529.4712197	-529.4631638	-529.5217431	-529.4763388	-529.4651118	-529.5217431	-529.4763388	-529.4651118	-529.4761914	-529.4741107
2.72	-529.5279831	-529.4832819	-529.477859	-529.4690395	-529.5277979	-529.4773012	-529.4656173	-529.5277979	-529.4773012	-529.4656173	-529.477944	-529.4738881	-529.9523862	-529.5225128	-529.4763848	-529.4711918	-529.4631917	-529.5216688	-529.4763534	-529.4650848	-529.5216688	-529.4763534	-529.4650848	-529.4761669	-529.4740862
2.71	-529.5279369	-529.4832546	-529.477833	-529.4690493	-529.5277171	-529.4773135	-529.4655894	-529.527717	-529.4773135	-529.4655894	-529.477918	-529.473862	-529.9523336	-529.5224718	-529.4763585	-529.4711629	-529.4632199	-529.5215928	-529.4763677	-529.465057	-529.5215928	-529.4763678	-529.465057	-529.4761406	-529.47406
2.7	-529.5278902	-529.4832256	-529.4778052	-529.4690602	-529.5276342	-529.4773257	-529.4655607	-529.5276342	-529.4773257	-529.4655607	-529.4778901	-529.4738341	-529.9522788	-529.5224303	-529.4763305	-529.4711327	-529.4632484	-529.5215148	-529.4763819	-529.4650285	-529.5215148	-529.4763819	-529.4650285	-529.4761126	-529.474032
2.69	-529.5278431	-529.4831948	-529.4777754	-529.4690722	-529.5275494	-529.4773375	-529.4655311	-529.5275494	-529.4773375	-529.4655311	-529.4778604	-529.4738043	-529.9522216	-529.5223885	-529.4763005	-529.4711014	-529.4632771	-529.5214348	-529.4763959	-529.464999	-529.5214348	-529.4763959	-529.4649991	-529.4760826	-529.4740021
2.68	-529.5277957	-529.4831622	-529.4777437	-529.4690851	-529.5274624	-529.4773492	-529.4655006	-529.5274623	-529.4773492	-529.4655006	-529.4778287	-529.4737724	-529.9521618	-529.5223461	-529.4762685	-529.4710688	-529.4633059	-529.5213528	-529.4764096	-529.4649687	-529.5213528	-529.4764096	-529.4649687	-529.4760506	-529.4739702
2.67	-529.5277477	-529.4831276	-529.4777099	-529.4690991	-529.5273731	-529.4773605	-529.4654691	-529.5273731	-529.4773605	-529.4654691	-529.4777949	-529.4737385	-529.9520995	-529.5223034	-529.4762345	-529.4710348	-529.4633349	-529.5212686	-529.476423	-529.4649373	-529.5212686	-529.476423	-529.4649373	-529.4760165	-529.4739362
2.66	-529.5276993	-529.483091	-529.477674	-529.469114	-529.5272816	-529.4773715	-529.4654364	-529.5272816	-529.4773716	-529.4654364	-529.477759	-529.4737025	-529.9520345	-529.5222601	-529.4761982	-529.4709995	-529.4633639	-529.5211821	-529.4764362	-529.4649047	-529.5211821	-529.4764362	-529.4649048	-529.4759802	-529.4739
2.65	-529.5276504	-529.4830522	-529.4776357	-529.46913	-529.5271876	-529.4773822	-529.4654026	-529.5271876	-529.4773823	-529.4654026	-529.4777207	-529.4736641	-529.9519666	-529.5222163	-529.4761597	-529.4709628	-529.4633929	-529.5210933	-529.476449	-529.464871	-529.5210933	-529.476449	-529.464871	-529.4759417	-529.4738615
2.64	-529.527601	-529.4830113	-529.4775951	-529.4691469	-529.5270912	-529.4773926	-529.4653674	-529.5270912	-529.4773926	-529.4653674	-529.4776801	-529.4736233	-529.9518959	-529.522172	-529.4761188	-529.4709247	-529.4634218	-529.521002	-529.4764615	-529.4648359	-529.5210021	-529.4764615	-529.4648359	-529.4759008	-529.4738206
2.63	-529.527551	-529.482968	-529.477552	-529.4691647	-529.5269922	-529.4774025	-529.4653309	-529.5269921	-529.4774025	-529.4653309	-529.477637	-529.4735801	-529.9518221	-529.5221271	-529.4760754	-529.470885	-529.4634505	-529.5209083	-529.4764736	-529.4647994	-529.5209083	-529.4764736	-529.4647995	-529.4758573	-529.4737773
2.62	-529.5275005	-529.4829222	-529.4775063	-529.4691834	-529.5268904	-529.4774121	-529.4652928	-529.5268904	-529.4774121	-529.4652928	-529.4775913	-529.4735343	-529.9517451	-529.5220816	-529.4760294	-529.4708437	-529.463479	-529.5208118	-529.4764852	-529.4647615	-529.5208118	-529.4764852	-529.4647615	-529.4758113	-529.4737313
2.61	-529.5274494	-529.482874	-529.4774579	-529.4692031	-529.5267858	-529.4774211	-529.4652532	-529.5267858	-529.4774211	-529.4652532	-529.4775428	-529.4734857	-529.9516649	-529.5220355	-529.4759807	-529.4708008	-529.4635072	-529.5207126	-529.4764965	-529.4647218	-529.5207126	-529.4764965	-529.4647218	-529.4757625	-529.4736826
2.6	-529.5273977	-529.482823	-529.4774066	-529.4692236	-529.5266783	-529.4774297	-529.4652118	-529.5266783	-529.4774297	-529.4652119	-529.4774916	-529.4734343	-529.9515812	-529.5219887	-529.4759291	-529.4707563	-529.4635349	-529.5206105	-529.4765072	-529.4646805	-529.5206106	-529.4765072	-529.4646805	-529.4757109	-529.473631
2.59	-529.5273453	-529.4827693	-529.4773524	-529.4692449	-529.5265678	-529.4774377	-529.4651687	-529.5265678	-529.4774377	-529.4651687	-529.4774373	-529.4733799	-529.9514941	-529.5219412	-529.4758745	-529.4707101	-529.4635621	-529.5205055	-529.4765174	-529.4646373	-529.5205055	-529.4765174	-529.4646373	-529.4756563	-529.4735765
2.58	-529.5272922	-529.4827127	-529.477295	-529.469267	-529.526454	-529.4774451	-529.4651235	-529.526454	-529.4774451	-529.4651235	-529.47738	-529.4733224	-529.9514032	-529.5218931	-529.4758168	-529.4706621	-529.4635887	-529.5203973	-529.4765271	-529.464592	-529.5203973	-529.4765271	-529.4645921	-529.4755986	-529.4735189
2.57	-529.5272385	-529.4826531	-529.4772344	-529.4692899	-529.526337	-529.477452	-529.4650762	-529.526337	-529.477452	-529.4650762	-529.4773194	-529.4732616	-529.9513085	-529.5218441	-529.4757559	-529.4706124	-529.4636144	-529.5202858	-529.4765361	-529.4645447	-529.5202858	-529.4765362	-529.4645447	-529.4755376	-529.473458
2.56	-529.5271839	-529.4825903	-529.4771705	-529.4693136	-529.5262165	-529.4774581	-529.4650268	-529.5262165	-529.4774581	-529.4650268	-529.4772554	-529.4731975	-529.9512099	-529.5217944	-529.4756916	-529.4705609	-529.4636393	-529.520171	-529.4765446	-529.4644951	-529.520171	-529.4765446	-529.4644951	-529.4754732	-529.4733937
2.55	-529.5271286	-529.4825242	-529.477103	-529.4693379	-529.5260924	-529.4774636	-529.4649749	-529.5260924	-529.4774636	-529.4649749	-529.4771879	-529.4731298	-529.9511071	-529.5217438	-529.4756237	-529.4705075	-529.4636631	-529.5200526	-529.4765523	-529.4644431	-529.5200527	-529.4765523	-529.4644432	-529.4754053	-529.4733258
2.54	-529.5270725	-529.4824546	-529.4770318	-529.4693628	-529.5259647	-529.4774683	-529.4649205	-529.5259647	-529.4774683	-529.4649206	-529.4771167	-529.4730584	-529.951	-529.5216924	-529.4755521	-529.4704522	-529.4636856	-529.5199306	-529.4765593	-529.4643886	-529.5199306	-529.4765593	-529.4643886	-529.4753336	-529.4732543
2.53	-529.5270155	-529.4823815	-529.4769567	-529.4693884	-529.525833	-529.4774723	-529.4648635	-529.525833	-529.4774723	-529.4648635	-529.4770416	-529.4729832	-529.9508884	-529.52164	-529.4754768	-529.4703952	-529.4637068	-529.5198047	-529.4765655	-529.4643314	-529.5198047	-529.4765655	-529.4643314	-529.4752581	-529.4731789
2.52	-529.5269576	-529.4823046	-529.4768776	-529.4694145	-529.5256973	-529.4774753	-529.4648036	-529.5256973	-529.4774753	-529.4648036	-529.4769625	-529.4729039	-529.9507722	-529.5215867	-529.4753973	-529.4703361	-529.4637264	-529.5196749	-529.4765709	-529.4642713	-529.5196749	-529.4765709	-529.4642713	-529.4751786	-529.4730994
2.51	-529.5268987	-529.4822237	-529.4767943	-529.4694411	-529.5255574	-529.4774775	-529.4647408	-529.5255574	-529.4774775	-529.4647408	-529.4768792	-529.4728204	-529.9506512	-529.5215323	-529.4753136	-529.4702751	-529.4637442	-529.5195408	-529.4765754	-529.4642081	-529.5195408	-529.4765754	-529.4642081	-529.4750949	-529.4730157
2.5	-529.5268388	-529.4821389	-529.4767067	-529.4694681	-529.5254131	-529.4774787	-529.4646747	-529.5254131	-529.4774787	-529.4646747	-529.4767915	-529.4727325	-529.9505251	-529.5214767	-529.4752251	-529.4702119	-529.4637597	-529.5194025	-529.476579	-529.4641418	-529.5194025	-529.476579	-529.4641418	-529.4750067	-529.4729277
