R	H01	H02	H03	H04	H05	H06	H07	H08	H09	H010	H011	H012	H013	H014	H015	H016	H017	H018	H019	H020	H021	H022	H023	H024	H025
4.35	-529.5538103	-529.5054218	-529.4992186	-529.4962255	-529.5540066	-529.4982716	-529.4926244	-529.5540066	-529.4982716	-529.4926244	-529.4992995	-529.4952163	-529.9794015	-529.5480863	-529.4978404	-529.4955112	-529.4858305	-529.5478782	-529.4969191	-529.4924755	-529.5478782	-529.4969192	-529.4924755	-529.4975907	-529.4954682
4.3	-529.5537548	-529.5054	-529.4992309	-529.4960692	-529.5539613	-529.4982552	-529.4924878	-529.5539613	-529.4982552	-529.4924878	-529.4993119	-529.495229	-529.9794046	-529.5480319	-529.497853	-529.4954286	-529.4857587	-529.5478282	-529.4969215	-529.4923188	-529.5478282	-529.4969215	-529.4923188	-529.4976033	-529.4954811
4.25	-529.5536955	-529.5053788	-529.499244	-529.4959063	-529.5539127	-529.4982402	-529.4923459	-529.5539127	-529.4982402	-529.4923459	-529.499325	-529.4952426	-529.9794079	-529.5479739	-529.4978664	-529.495345	-529.485685	-529.5477749	-529.4969253	-529.4921568	-529.5477749	-529.4969253	-529.4921568	-529.4976168	-529.4954948
4.2	-529.5536326	-529.5053582	-529.4992584	-529.4957383	-529.5538605	-529.4982266	-529.4921985	-529.5538605	-529.4982267	-529.4921985	-529.4993391	-529.495257	-529.9794114	-529.5479122	-529.4978807	-529.4952607	-529.4856096	-529.5477181	-529.4969304	-529.4919895	-529.5477181	-529.4969304	-529.4919896	-529.4976311	-529.4955093
4.15	-529.5535648	-529.5053384	-529.4992733	-529.4955624	-529.5538046	-529.4982149	-529.4920454	-529.5538046	-529.4982149	-529.4920454	-529.499354	-529.4952723	-529.9794152	-529.5478467	-529.4978959	-529.4951755	-529.4855328	-529.5476578	-529.4969371	-529.4918173	-529.5476578	-529.4969371	-529.4918173	-529.4976463	-529.4955248
4.1	-529.5534928	-529.5053195	-529.4992893	-529.495381	-529.5537448	-529.4982045	-529.4918884	-529.5537448	-529.4982047	-529.4918879	-529.4993699	-529.4952887	-529.979419	-529.5477772	-529.497912	-529.4950901	-529.4854545	-529.5475936	-529.4969453	-529.4916402	-529.5475936	-529.4969453	-529.4916402	-529.4976625	-529.4955413
4.05	-529.5534159	-529.5053016	-529.4993062	-529.4951928	-529.5536811	-529.4981962	-529.4917261	-529.5536811	-529.4981962	-529.4917261	-529.4993868	-529.495306	-529.9794231	-529.5477036	-529.4979292	-529.4950046	-529.485375	-529.5475255	-529.4969552	-529.4914585	-529.5475255	-529.4969552	-529.4914585	-529.4976797	-529.4955588
4	-529.5533341	-529.5052848	-529.4993241	-529.4949987	-529.5536129	-529.4981898	-529.4915591	-529.5536129	-529.4981899	-529.4915591	-529.4994048	-529.4953244	-529.9794274	-529.5476259	-529.4979474	-529.4949193	-529.4852946	-529.5474533	-529.4969668	-529.4912727	-529.5474533	-529.4969668	-529.4912727	-529.497698	-529.4955774
3.95	-529.5532473	-529.5052692	-529.4993431	-529.494799	-529.5535401	-529.4981857	-529.4913874	-529.5535401	-529.4981857	-529.4913874	-529.499424	-529.495344	-529.9794318	-529.5475439	-529.4979664	-529.4948346	-529.4852135	-529.5473768	-529.4969802	-529.491083	-529.5473768	-529.4969802	-529.4910831	-529.4977174	-529.4955972
3.9	-529.5531553	-529.505255	-529.4993633	-529.4945942	-529.5534627	-529.4981836	-529.4912128	-529.5534627	-529.4981836	-529.4912128	-529.4994443	-529.4953647	-529.9794363	-529.5474571	-529.4979869	-529.4947503	-529.4851325	-529.5472959	-529.4969957	-529.4908904	-529.5472959	-529.4969957	-529.4908904	-529.497738	-529.4956181
3.85	-529.5530571	-529.5052422	-529.4993841	-529.4943827	-529.5533803	-529.4981842	-529.4910338	-529.5533803	-529.4981842	-529.4910338	-529.4994659	-529.4953867	-529.9794408	-529.5473647	-529.4980079	-529.4946672	-529.485052	-529.5472103	-529.4970131	-529.4906945	-529.5472103	-529.4970131	-529.4906945	-529.4977598	-529.4956403
3.8	-529.5529543	-529.5052312	-529.4994067	-529.4941692	-529.5532926	-529.4981871	-529.4908525	-529.5532926	-529.4981871	-529.4908525	-529.4994887	-529.4954099	-529.9794454	-529.5472697	-529.4980317	-529.4945857	-529.4849722	-529.5471199	-529.4970326	-529.4904963	-529.547119	-529.4970326	-529.4904963	-529.4977829	-529.4956637
3.75	-529.5528459	-529.5052218	-529.4994306	-529.4939524	-529.5531996	-529.4981926	-529.4906689	-529.5531996	-529.4981926	-529.4906689	-529.4995128	-529.4954344	-529.9794499	-529.5471689	-529.498056	-529.4945049	-529.4848938	-529.5470237	-529.4970544	-529.4902965	-529.5470237	-529.4970544	-529.4902965	-529.4978073	-529.4956884
3.7	-529.5527318	-529.5052143	-529.4994558	-529.4937332	-529.5531009	-529.498201	-529.4904837	-529.5531009	-529.498201	-529.4904837	-529.4995382	-529.4954603	-529.9794541	-529.5470631	-529.4980815	-529.4944255	-529.4848166	-529.5469232	-529.4970786	-529.4900971	-529.5469232	-529.4970786	-529.4900971	-529.4978325	-529.4957136
3.65	-529.5526123	-529.5052097	-529.4994831	-529.4935127	-529.5529963	-529.4982124	-529.4902977	-529.5529962	-529.4982124	-529.4902977	-529.499565	-529.4954874	-529.9794579	-529.5469526	-529.4981081	-529.4943483	-529.4847432	-529.5468174	-529.4971054	-529.4898962	-529.5468174	-529.4971054	-529.4898962	-529.4978595	-529.4957409
3.6	-529.5524865	-529.505206	-529.4995109	-529.4932915	-529.5528855	-529.4982267	-529.4901121	-529.5528855	-529.4982269	-529.4901115	-529.499593	-529.4955158	-529.9794611	-529.5468373	-529.4981362	-529.4942735	-529.4846734	-529.5467061	-529.4971348	-529.489696	-529.5467062	-529.4971348	-529.489696	-529.4978877	-529.4957696
3.55	-529.552355	-529.5052043	-529.4995399	-529.4930713	-529.5527683	-529.4982445	-529.4899268	-529.5527683	-529.4982447	-529.4899262	-529.4996223	-529.4955454	-529.9794635	-529.5467173	-529.4981655	-529.4942011	-529.484608	-529.5465892	-529.4971671	-529.4894974	-529.5465892	-529.4971671	-529.4894974	-529.4979172	-529.4957995
3.5	-529.5522176	-529.5052045	-529.4995701	-529.4928533	-529.5526444	-529.4982658	-529.4897432	-529.5526444	-529.498266	-529.4897426	-529.4996527	-529.4955761	-529.9794647	-529.5465924	-529.4981959	-529.4941314	-529.4845481	-529.5464664	-529.4972024	-529.4893013	-529.5464664	-529.4972024	-529.4893013	-529.4979478	-529.4958304
3.45	-529.5520753	-529.5052069	-529.4996021	-529.4926412	-529.5525126	-529.4982907	-529.4895622	-529.5525126	-529.498291	-529.4895622	-529.4996841	-529.4956079	-529.9794644	-529.5464629	-529.4982293	-529.494065	-529.4844958	-529.5463375	-529.4972409	-529.4891086	-529.5463375	-529.497241	-529.4891086	-529.4979799	-529.4958633
3.4	-529.5519264	-529.5052106	-529.4996341	-529.4924322	-529.5523741	-529.4983197	-529.4893848	-529.552374	-529.4983197	-529.4893848	-529.4997164	-529.4956404	-529.979462	-529.5463291	-529.498261	-529.4940007	-529.4844497	-529.5462022	-529.4972828	-529.4889205	-529.5462022	-529.4972829	-529.4889205	-529.4980122	-529.4958961
3.35	-529.5517719	-529.5052158	-529.4996666	-529.4922301	-529.552228	-529.4983524	-529.4892121	-529.552228	-529.4983524	-529.4892121	-529.4997491	-529.4956734	-529.9794568	-529.5461903	-529.4982938	-529.4939393	-529.4844124	-529.5460602	-529.4973283	-529.488738	-529.5460601	-529.4973282	-529.4887379	-529.4980451	-529.4959293
3.3	-529.5516119	-529.5052222	-529.4996991	-529.492037	-529.5520747	-529.4983893	-529.4890443	-529.5520746	-529.4983893	-529.4890443	-529.499782	-529.4957064	-529.979448	-529.5460474	-529.4983266	-529.4938807	-529.4843848	-529.5459122	-529.4973774	-529.4885618	-529.5459121	-529.4973774	-529.4885617	-529.498078	-529.4959625
3.25	-529.5514466	-529.5052291	-529.4997313	-529.4918546	-529.5519116	-529.4984304	-529.4888836	-529.5519115	-529.4984304	-529.4888836	-529.4998143	-529.495739	-529.9794349	-529.5459001	-529.4983584	-529.493824	-529.484368	-529.5457545	-529.4974304	-529.4883929	-529.5457544	-529.4974303	-529.4883928	-529.4981104	-529.4959953
3.2	-529.5512762	-529.505236	-529.4997622	-529.491685	-529.551739	-529.4984759	-529.4887299	-529.5517389	-529.4984759	-529.4887299	-529.4998455	-529.4957703	-529.9794162	-529.545749	-529.4983895	-529.4937696	-529.4843634	-529.5455895	-529.4974873	-529.488232	-529.5455895	-529.4974873	-529.4882319	-529.4981416	-529.4960268
3.15	-529.5511014	-529.5052421	-529.4997913	-529.491531	-529.5515559	-529.4985257	-529.488584	-529.5515559	-529.4985257	-529.488584	-529.4998745	-529.4957994	-529.9793904	-529.545594	-529.4984186	-529.4937168	-529.4843721	-529.5454156	-529.4975483	-529.4880796	-529.5454156	-529.4975483	-529.4880796	-529.4981705	-529.496056
3.1	-529.5509215	-529.505246	-529.4998167	-529.4913931	-529.5513613	-529.4985798	-529.488446	-529.5513612	-529.4985798	-529.488446	-529.4999002	-529.4958251	-529.9793558	-529.5454353	-529.4984441	-529.4936643	-529.484395	-529.5452315	-529.4976134	-529.4879363	-529.5452315	-529.4976134	-529.4879362	-529.4981959	-529.4960818
3.05	-529.550737	-529.5052462	-529.4998372	-529.4912741	-529.5511536	-529.4986384	-529.4883161	-529.5511536	-529.4986384	-529.4883161	-529.4999208	-529.4958457	-529.97931	-529.545273	-529.498465	-529.4936106	-529.484433	-529.5450359	-529.4976825	-529.4878016	-529.5450359	-529.4976825	-529.4878016	-529.4982163	-529.4961025
3	-529.5505482	-529.505241	-529.4998506	-529.491176	-529.5509314	-529.4987011	-529.4881937	-529.5509313	-529.4987015	-529.4881937	-529.4999343	-529.4958592	-529.9792505	-529.5451074	-529.4984776	-529.4935557	-529.4844871	-529.5448271	-529.4977556	-529.4876752	-529.5448271	-529.4977556	-529.4876752	-529.4982295	-529.4961161
2.99	-529.5505099	-529.5052391	-529.4998522	-529.491159	-529.5508849	-529.4987141	-529.48817	-529.5508849	-529.4987141	-529.48817	-529.499936	-529.4958608	-529.9792367	-529.5450738	-529.4984792	-529.4935442	-529.4844999	-529.5447835	-529.4977706	-529.4876508	-529.5447835	-529.4977707	-529.4876508	-529.4982311	-529.4961177
2.98	-529.5504714	-529.5052368	-529.4998535	-529.4911429	-529.5508378	-529.4987273	-529.4881467	-529.5508378	-529.4987273	-529.4881467	-529.4999372	-529.495862	-529.9792221	-529.5450401	-529.4984803	-529.4935325	-529.4845134	-529.5447394	-529.4977858	-529.4876267	-529.5447394	-529.4977858	-529.4876268	-529.4982322	-529.4961189
2.97	-529.5504327	-529.5052341	-529.4998542	-529.4911278	-529.5507899	-529.4987406	-529.4881235	-529.5507899	-529.4987406	-529.4881235	-529.4999381	-529.4958628	-529.9792068	-529.5450062	-529.498481	-529.4935207	-529.4845275	-529.5446945	-529.4978012	-529.4876029	-529.5446945	-529.4978012	-529.4876029	-529.4982329	-529.4961197
2.96	-529.5503939	-529.505231	-529.4998546	-529.4911136	-529.5507413	-529.4987541	-529.4881006	-529.5507413	-529.4987541	-529.4881006	-529.4999384	-529.4958631	-529.9791908	-529.5449721	-529.4984813	-529.4935086	-529.4845423	-529.544649	-529.4978167	-529.4875794	-529.544649	-529.4978167	-529.4875794	-529.4982332	-529.49612
2.95	-529.550355	-529.5052276	-529.4998544	-529.4911004	-529.5506911	-529.4987677	-529.4880779	-529.5506911	-529.4987677	-529.4880779	-529.4999382	-529.4958629	-529.9791739	-529.5449379	-529.4984811	-529.4934962	-529.4845578	-529.5446028	-529.4978323	-529.4875561	-529.5446028	-529.4978323	-529.4875561	-529.4982329	-529.4961198
2.94	-529.5503158	-529.5052237	-529.4998538	-529.4910882	-529.550641	-529.4987813	-529.4880554	-529.550641	-529.4987813	-529.4880554	-529.4999376	-529.4958622	-529.9791562	-529.5449034	-529.4984804	-529.4934837	-529.484574	-529.5445558	-529.497848	-529.487533	-529.5445558	-529.497848	-529.487533	-529.4982321	-529.4961191
2.93	-529.5502765	-529.5052193	-529.4998525	-529.491077	-529.55059	-529.4987952	-529.488033	-529.55059	-529.4987952	-529.488033	-529.4999364	-529.4958609	-529.9791376	-529.5448691	-529.4984791	-529.4934707	-529.4845908	-529.5445081	-529.4978639	-529.4875101	-529.5445081	-529.4978639	-529.4875101	-529.4982308	-529.4961178
2.92	-529.550237	-529.5052144	-529.4998508	-529.4910667	-529.5505382	-529.4988092	-529.4880109	-529.5505381	-529.4988092	-529.4880109	-529.4999346	-529.4958591	-529.9791181	-529.5448344	-529.4984772	-529.4934575	-529.4846082	-529.5444596	-529.4978799	-529.4874873	-529.5444596	-529.4978799	-529.4874874	-529.4982289	-529.496116
2.91	-529.5501973	-529.505209	-529.4998484	-529.4910574	-529.5504855	-529.4988233	-529.4879889	-529.5504854	-529.4988233	-529.4879889	-529.4999323	-529.4958567	-529.9790977	-529.5447995	-529.4984747	-529.4934439	-529.4846264	-529.5444102	-529.497896	-529.4874648	-529.5444103	-529.497896	-529.4874648	-529.4982264	-529.4961136
2.9	-529.5501574	-529.505203	-529.4998453	-529.4910492	-529.5504326	-529.4988375	-529.4879669	-529.5504326	-529.4988375	-529.4879669	-529.4999292	-529.4958536	-529.9790762	-529.5447645	-529.4984716	-529.49343	-529.4846452	-529.5443601	-529.4979122	-529.4874424	-529.5443601	-529.4979122	-529.4874424	-529.4982233	-529.4961105
2.89	-529.5501173	-529.5051964	-529.4998416	-529.491042	-529.550378	-529.4988518	-529.4879451	-529.550378	-529.4988518	-529.4879451	-529.4999256	-529.4958499	-529.9790537	-529.5447294	-529.4984678	-529.4934157	-529.4846647	-529.544309	-529.4979285	-529.4874201	-529.544309	-529.4979285	-529.4874201	-529.4982186	-529.4961046
2.88	-529.5500771	-529.5051892	-529.4998372	-529.4910358	-529.5503225	-529.4988662	-529.4879234	-529.5503225	-529.4988662	-529.4879234	-529.4999212	-529.4958454	-529.9790301	-529.544694	-529.4984632	-529.4934009	-529.4846848	-529.5442571	-529.4979449	-529.4873979	-529.5442571	-529.4979449	-529.4873979	-529.4982141	-529.4961001
2.87	-529.5500366	-529.5051813	-529.499832	-529.4910306	-529.5502659	-529.4988807	-529.4879017	-529.5502659	-529.4988809	-529.4879017	-529.499916	-529.4958402	-529.9790054	-529.5446585	-529.4984579	-529.4933858	-529.4847056	-529.5442041	-529.4979614	-529.4873757	-529.5442042	-529.4979614	-529.4873757	-529.4982088	-529.4960949
2.86	-529.549996	-529.5051726	-529.499826	-529.4910265	-529.5502084	-529.4988955	-529.48788	-529.5502083	-529.4988955	-529.48788	-529.49991	-529.4958341	-529.9789795	-529.5446229	-529.4984519	-529.4933702	-529.484727	-529.5441503	-529.4979779	-529.4873536	-529.5441503	-529.497978	-529.4873536	-529.4982026	-529.4960888
2.85	-529.5499552	-529.5051633	-529.4998192	-529.4910235	-529.5501489	-529.4989099	-529.4878584	-529.5501489	-529.4989099	-529.4878584	-529.4999033	-529.4958273	-529.9789524	-529.544587	-529.4984449	-529.493354	-529.4847491	-529.5440953	-529.4979945	-529.4873314	-529.5440953	-529.4979945	-529.4873315	-529.4981957	-529.496082
2.84	-529.5499141	-529.5051531	-529.4998115	-529.4910216	-529.5500891	-529.4989246	-529.4878366	-529.5500891	-529.4989246	-529.4878366	-529.4998956	-529.4958195	-529.978924	-529.544551	-529.4984371	-529.4933374	-529.4847718	-529.5440394	-529.4980112	-529.4873093	-529.5440394	-529.4980113	-529.4873093	-529.4981878	-529.4960742
2.83	-529.5498729	-529.5051421	-529.4998029	-529.4910207	-529.5500281	-529.4989394	-529.4878148	-529.5500281	-529.4989394	-529.4878148	-529.499887	-529.4958108	-529.9788943	-529.5445147	-529.4984283	-529.4933201	-529.4847951	-529.5439823	-529.498028	-529.4872871	-529.5439823	-529.498028	-529.4872871	-529.4981791	-529.4960655
2.82	-529.5498314	-529.5051302	-529.4997933	-529.4910208	-529.549966	-529.4989542	-529.4877929	-529.5499659	-529.4989542	-529.4877929	-529.4998774	-529.4958012	-529.9788632	-529.5444783	-529.4984186	-529.4933023	-529.484819	-529.5439241	-529.4980448	-529.4872648	-529.5439241	-529.4980448	-529.4872648	-529.4981693	-529.4960558
2.81	-529.5497898	-529.5051174	-529.4997827	-529.4910221	-529.5499025	-529.498969	-529.4877708	-529.5499025	-529.498969	-529.4877708	-529.4998668	-529.4957905	-529.9788306	-529.5444416	-529.4984078	-529.4932839	-529.4848436	-529.5438647	-529.4980617	-529.4872423	-529.5438647	-529.4980617	-529.4872424	-529.4981579	-529.496044
2.8	-529.5497479	-529.5051036	-529.499771	-529.4910245	-529.5498378	-529.4989839	-529.4877485	-529.5498378	-529.4989839	-529.4877485	-529.4998551	-529.4957787	-529.9787965	-529.5444047	-529.498396	-529.4932647	-529.4848686	-529.5438041	-529.4980785	-529.4872196	-529.5438041	-529.4980786	-529.4872197	-529.498146	-529.4960322
2.79	-529.5497057	-529.5050887	-529.4997582	-529.4910279	-529.5497717	-529.4989987	-529.487726	-529.5497717	-529.4989987	-529.487726	-529.4998427	-529.4957658	-529.9787609	-529.5443675	-529.498383	-529.4932449	-529.4848943	-529.5437421	-529.4980954	-529.4871968	-529.5437421	-529.4980954	-529.4871968	-529.498133	-529.4960192
2.78	-529.5496634	-529.5050727	-529.4997442	-529.4910324	-529.5497042	-529.4990136	-529.4877032	-529.5497042	-529.4990136	-529.4877032	-529.4998287	-529.4957517	-529.9787236	-529.5443302	-529.4983688	-529.4932243	-529.4849205	-529.5436789	-529.4981123	-529.4871736	-529.5436789	-529.4981123	-529.4871736	-529.4981188	-529.4960051
2.77	-529.5496208	-529.5050556	-529.4997289	-529.4910381	-529.5496353	-529.4990284	-529.48768	-529.5496353	-529.4990284	-529.48768	-529.4998134	-529.4957363	-529.9786846	-529.5442925	-529.4983533	-529.4932029	-529.4849472	-529.5436142	-529.4981292	-529.4871501	-529.5436142	-529.4981292	-529.4871502	-529.4981033	-529.4959897
2.76	-529.5495779	-529.5050373	-529.4997124	-529.4910448	-529.5495648	-529.4990432	-529.4876565	-529.5495648	-529.4990432	-529.4876565	-529.4997969	-529.4957196	-529.9786439	-529.5442547	-529.4983366	-529.4931807	-529.4849744	-529.5435481	-529.498146	-529.4871263	-529.5435481	-529.498146	-529.4871263	-529.4980865	-529.4959729
2.75	-529.5495347	-529.5050177	-529.4996944	-529.4910526	-529.5494928	-529.499058	-529.4876326	-529.5494928	-529.499058	-529.4876325	-529.4997789	-529.4957016	-529.9786013	-529.5442165	-529.4983184	-529.4931576	-529.485002	-529.5434805	-529.4981628	-529.487102	-529.5434813	-529.4981628	-529.487102	-529.4980683	-529.4959548
2.74	-529.5494913	-529.5049968	-529.499675	-529.4910615	-529.5494191	-529.4990727	-529.4876081	-529.5494191	-529.4990727	-529.4876081	-529.4997595	-529.4956821	-529.9785568	-529.5441781	-529.4982988	-529.4931336	-529.4850301	-529.5434113	-529.4981795	-529.4870772	-529.5434121	-529.4981795	-529.4870772	-529.4980487	-529.4959352
2.73	-529.5494476	-529.5049745	-529.4996541	-529.4910714	-529.5493437	-529.4990873	-529.4875831	-529.5493437	-529.4990879	-529.4875831	-529.4997386	-529.495661	-529.9785102	-529.5441393	-529.4982777	-529.4931087	-529.4850586	-529.5433413	-529.4981962	-529.4870518	-529.5433413	-529.4981962	-529.4870519	-529.4980275	-529.4959141
2.72	-529.5494036	-529.5049507	-529.4996316	-529.4910825	-529.5492666	-529.4991024	-529.4875574	-529.5492666	-529.4991024	-529.4875574	-529.4997161	-529.4956384	-529.9784616	-529.5441002	-529.4982549	-529.4930827	-529.4850875	-529.5432687	-529.4982127	-529.4870259	-529.5432687	-529.4982127	-529.4870259	-529.4980047	-529.4958914
2.71	-529.5493591	-529.5049253	-529.4996074	-529.4910948	-529.5491876	-529.4991168	-529.4875311	-529.5491876	-529.4991168	-529.4875311	-529.4996919	-529.495614	-529.9784109	-529.5440608	-529.4982305	-529.4930557	-529.4851167	-529.5431944	-529.4982292	-529.4869992	-529.5431944	-529.4982292	-529.4869992	-529.4979803	-529.495867
2.7	-529.5493144	-529.5048984	-529.4995815	-529.4911079	-529.5491067	-529.499131	-529.487504	-529.5491067	-529.499131	-529.487504	-529.4996659	-529.495588	-529.9783578	-529.5440211	-529.4982043	-529.4930276	-529.4851462	-529.5431174	-529.4982455	-529.4869718	-529.5431174	-529.4982455	-529.4869719	-529.4979541	-529.4958409
2.69	-529.5492694	-529.5048697	-529.4995537	-529.4911221	-529.5490238	-529.4991451	-529.4874761	-529.5490238	-529.4991451	-529.4874761	-529.4996381	-529.4955601	-529.9783025	-529.5439809	-529.4981754	-529.492998	-529.4851758	-529.5430392	-529.4982616	-529.4869436	-529.5430393	-529.4982616	-529.4869436	-529.497926	-529.4958129
2.68	-529.549224	-529.5048392	-529.499524	-529.4911374	-529.5489388	-529.499159	-529.4874472	-529.5489388	-529.499159	-529.4874472	-529.4996084	-529.4955302	-529.9782446	-529.5439404	-529.4981455	-529.4929676	-529.4852058	-529.5429591	-529.4982776	-529.4869144	-529.5429591	-529.4982776	-529.4869144	-529.497896	-529.4957829
2.67	-529.5491783	-529.5048068	-529.4994923	-529.4911537	-529.5488517	-529.4991727	-529.4874174	-529.5488517	-529.4991727	-529.4874174	-529.4995767	-529.4954983	-529.9781843	-529.5438995	-529.4981135	-529.4929359	-529.4852359	-529.5428769	-529.4982934	-529.4868842	-529.5428769	-529.4982934	-529.4868843	-529.497864	-529.495751
2.66	-529.5491321	-529.5047725	-529.4994584	-529.4911711	-529.5487623	-529.4991861	-529.4873865	-529.5487623	-529.4991861	-529.4873865	-529.4995429	-529.4954643	-529.9781212	-529.5438582	-529.4980794	-529.4929029	-529.4852661	-529.5427924	-529.4983089	-529.486853	-529.5427925	-529.498309	-529.486853	-529.4978298	-529.4957169
2.65	-529.5490855	-529.5047361	-529.4994224	-529.4911894	-529.5486706	-529.4991993	-529.4873544	-529.5486706	-529.4991993	-529.4873544	-529.4995068	-529.4954281	-529.9780555	-529.5438164	-529.498043	-529.4928686	-529.4852963	-529.5427057	-529.4983242	-529.4868206	-529.5427058	-529.4983243	-529.4868206	-529.4977934	-529.4956806
2.64	-529.5490385	-529.5046975	-529.4993841	-529.4912087	-529.5485764	-529.4992122	-529.4873211	-529.5485764	-529.4992122	-529.4873211	-529.4994685	-529.4953896	-529.9779868	-529.5437741	-529.4980044	-529.492833	-529.4853264	-529.5426167	-529.4983393	-529.4867869	-529.5426167	-529.4983393	-529.4867869	-529.4977547	-529.4956419
2.63	-529.548991	-529.5046567	-529.4993433	-529.491229	-529.5484798	-529.4992247	-529.4872864	-529.5484797	-529.4992247	-529.4872864	-529.4994277	-529.4953487	-529.9779152	-529.5437314	-529.4979633	-529.4927958	-529.4853564	-529.5425251	-529.498354	-529.4867518	-529.5425251	-529.498354	-529.4867518	-529.4977136	-529.4956009
2.62	-529.548943	-529.5046135	-529.4993	-529.4912502	-529.5483804	-529.4992369	-529.4872502	-529.5483804	-529.499237	-529.4872502	-529.4993843	-529.4953052	-529.9778405	-529.5436881	-529.4979197	-529.4927572	-529.4853863	-529.5424309	-529.4983684	-529.4867153	-529.542431	-529.4983684	-529.4867153	-529.4976699	-529.4955573
2.61	-529.5488945	-529.5045678	-529.499254	-529.4912724	-529.5482783	-529.4992488	-529.4872125	-529.5482783	-529.4992488	-529.4872125	-529.4993383	-529.495259	-529.9777625	-529.5436443	-529.4978734	-529.4927171	-529.4854158	-529.5423341	-529.4983824	-529.4866771	-529.5423341	-529.4983824	-529.4866771	-529.4976236	-529.495511
2.6	-529.5488454	-529.5045196	-529.4992052	-529.4912954	-529.5481734	-529.4992602	-529.487173	-529.5481734	-529.4992602	-529.487173	-529.4992896	-529.49521	-529.9776812	-529.5435999	-529.4978243	-529.4926754	-529.4854449	-529.5422344	-529.498396	-529.4866373	-529.5422344	-529.498396	-529.4866373	-529.4975744	-529.4954619
2.59	-529.5487958	-529.5044686	-529.4991536	-529.4913193	-529.5480654	-529.4992712	-529.4871318	-529.5480654	-529.4992712	-529.4871318	-529.4992379	-529.4951582	-529.9775964	-529.5435548	-529.4977723	-529.4926321	-529.4854736	-529.5421318	-529.4984092	-529.4865956	-529.5421319	-529.4984092	-529.4865956	-529.4975224	-529.4954099
2.58	-529.5487456	-529.5044148	-529.4990989	-529.491344	-529.5479544	-529.4992816	-529.4870887	-529.5479544	-529.4992816	-529.4870887	-529.4991832	-529.4951033	-529.9775079	-529.5435092	-529.4977172	-529.4925872	-529.4855016	-529.5420262	-529.4984218	-529.486552	-529.5420262	-529.4984218	-529.486552	-529.4974673	-529.4953549
2.57	-529.5486948	-529.504358	-529.499041	-529.4913696	-529.5478401	-529.4992916	-529.4870435	-529.5478401	-529.4992916	-529.4870435	-529.4991253	-529.4950452	-529.9774157	-529.5434628	-529.497659	-529.4925406	-529.4855289	-529.5419174	-529.498434	-529.4865064	-529.5419174	-529.498434	-529.4865064	-529.497409	-529.4952967
2.56	-529.5486432	-529.5042982	-529.49898	-529.4913958	-529.5477224	-529.4993009	-529.486996	-529.5477224	-529.4993009	-529.4869961	-529.4990641	-529.4949838	-529.9773195	-529.5434158	-529.4975974	-529.4924922	-529.4855553	-529.5418052	-529.4984456	-529.4864585	-529.5418052	-529.4984456	-529.4864585	-529.4973474	-529.4952351
2.55	-529.548591	-529.5042351	-529.4989153	-529.4914228	-529.5476013	-529.4993097	-529.4869463	-529.5476013	-529.4993097	-529.4869463	-529.4989994	-529.4949189	-529.9772193	-529.5433679	-529.4975324	-529.4924421	-529.4855807	-529.5416896	-529.4984567	-529.4864082	-529.5416896	-529.4984567	-529.4864082	-529.4972822	-529.4951701
2.54	-529.548538	-529.5041686	-529.498847	-529.4914505	-529.5474764	-529.4993172	-529.4868941	-529.5474764	-529.4993178	-529.4868941	-529.4989311	-529.4948504	-529.9771148	-529.5433193	-529.4974638	-529.4923904	-529.485605	-529.5415704	-529.498467	-529.4863555	-529.5415704	-529.498467	-529.4863555	-529.4972135	-529.4951014
2.53	-529.5484842	-529.5040986	-529.498775	-529.4914788	-529.5473478	-529.4993246	-529.4868392	-529.5473478	-529.4993251	-529.4868392	-529.498859	-529.4947781	-529.9770059	-529.5432698	-529.4973913	-529.4923367	-529.4856279	-529.5414474	-529.4984767	-529.4863001	-529.5414474	-529.4984767	-529.4863001	-529.4971409	-529.4950289
2.52	-529.5484296	-529.5040249	-529.4986989	-529.4915078	-529.5472152	-529.4993312	-529.4867816	-529.5472151	-529.4993312	-529.4867816	-529.4987829	-529.4947018	-529.9768924	-529.5432195	-529.4973148	-529.4922812	-529.4856492	-529.5413204	-529.4984857	-529.4862418	-529.5413204	-529.4984857	-529.4862418	-529.4970644	-529.4949525
2.51	-529.5483742	-529.5039474	-529.4986187	-529.4915372	-529.5470784	-529.499337	-529.4867209	-529.5470784	-529.499337	-529.4867209	-529.4987027	-529.4946214	-529.9767741	-529.5431682	-529.4972342	-529.4922239	-529.4856687	-529.5411894	-529.4984938	-529.4861806	-529.5411894	-529.4984938	-529.4861806	-529.4969837	-529.4948719
2.5	-529.5483178	-529.5038659	-529.4985343	-529.4915671	-529.5469373	-529.499342	-529.4866572	-529.5469373	-529.499342	-529.4866572	-529.4986182	-529.4945366	-529.9766508	-529.5431156	-529.4971488	-529.4921641	-529.485686	-529.5410541	-529.4985011	-529.4861162	-529.5410541	-529.4985011	-529.4861162	-529.4968987	-529.4947869
