E	J	a
830	135	1.553889049884222
830	140	1.5272692623670772
830	145	1.5076884066194278
830	150	1.5072683038473278
830	155	1.5408345907883305
830	160	1.61810775568507
830	165	1.7372492959844663
830	170	1.8859586355616078
830	175	2.024242201265522
830	180	2.0838057694054806
830	185	1.964121269282902
830	190	1.5831944971831948
830	195	0.948646699232575
840	0	0.622070979672141
840	5	0.5640873897450797
840	10	0.25095361768866786
840	15	0.028803603446764137
840	20	0.6343392643741244
840	25	0.008845076291271164
840	30	0.6219466452343287
840	35	0.4185192327892525
840	40	0.0911276247696723
840	45	0.020065957048067195
840	50	0.06104018470136581
840	55	0.33542013730467185
840	60	0.7261668980319403
840	65	0.1810812936751943
840	70	0.449166434963315
840	75	0.24641136930623583
840	80	0.7651770362135207
840	85	0.11554589213430401
840	90	0.10768941078529146
840	95	0.5565684802255545
840	100	0.8483251982589498
840	105	0.9335895456242561
840	110	0.936117176163851
840	115	0.9330592869176829
840	120	0.9511452248400486
840	125	0.9876836566684095
840	130	1.0318727956624105
840	135	1.073883530123434
840	140	1.1096720447056079
840	145	1.1371620779615377
840	150	1.1615428563704358
840	155	1.1863583191433942
840	160	1.2131135794502756
840	165	1.2362646337868302
840	170	1.2413926585925976
840	175	1.2037324927561814
840	180	1.088719746100863
840	185	0.8663913562844602
840	190	0.5430581007467521
840	195	0.19658398245333078
850	0	0.8226232842505121
850	5	0.7989682340937514
850	10	0.4640983007922091
850	15	0.001445517830609832
850	20	0.7604224813050552
850	25	0.07427890892698416
850	30	0.848882179458842
850	35	0.3714060509922169
850	40	0.023477003943989938
850	45	0.002440243104896337
850	50	0.003496893600361059
850	55	0.2147110658167308
850	60	0.856839884637185
850	65	0.4970024881292187
850	70	0.2890264913960626
850	75	0.6374058621671577
850	80	0.7460719783020291
850	85	0.00106097241640928
850	90	0.4905813720275036
850	95	1.0558682001451327
850	100	1.1510160300871237
850	105	1.0221624980414463
850	110	0.8871269374298374
850	115	0.8185845071754859
850	120	0.8178610948658784
850	125	0.8705406680459264
850	130	0.9556676319306974
850	135	1.0556088685536247
850	140	1.1533492021212346
850	145	1.238291582281816
850	150	1.3032190223529625
850	155	1.3445921172329676
850	160	1.35868198485612
850	165	1.3360031389342926
850	170	1.2603115197315184
850	175	1.1117479055192878
850	180	0.8729925630937002
850	185	0.5555130083625817
850	190	0.2211435293468131
850	195	0.010629787851744853
860	0	2.4001665085707824
860	5	2.4683645613327823
860	10	1.7439772212922482
860	15	0.029496939674720737
860	20	2.0170222042079966
860	25	0.504714495056024
860	30	2.5065604371599197
860	35	0.6792004117781408
860	40	0.0017633517935088448
860	45	0.16959455558251965
860	50	0.06308506432852486
860	55	0.20226599490109703
860	60	2.0513443067484824
860	65	2.2025236598508977
860	70	0.24981590480160162
860	75	2.6613834712135493
860	80	1.2891313245349396
860	85	0.2728002240828619
860	90	2.5501311825398445
860	95	3.3890577038594274
860	100	2.7147905856912016
860	105	1.843613769989198
860	110	1.2791196346296336
860	115	1.0224455069440295
860	120	0.9793341816817721
860	125	1.0857779404515366
860	130	1.2994625341913943
860	135	1.5829732238059195
860	140	1.8958442274914844
860	145	2.1877617298861485
860	150	2.424573435535071
860	155	2.5682751548595513
860	160	2.5919394464078316
860	165	2.4703281419618444
860	170	2.176656197613198
860	175	1.6997101958231606
860	180	1.0747504571907722
860	185	0.4273187371838365
860	190	0.020257284550853814
860	195	0.2365254843970103
870	0	1605.843970200789
870	5	1740.914577060837
870	10	1424.8316432154422
870	15	97.87766520929154
870	20	1228.0658073973136
870	25	579.4496132393381
870	30	1671.6152402623013
870	35	252.26787793180983
870	40	68.91378690161525
870	45	335.50277027742135
870	50	222.0373736725729
870	55	8.759504106418227
870	60	1025.1537752033405
870	65	1902.6168660502601
870	70	3.3953719076552242
870	75	2137.7345946423343
870	80	352.4327337742243
870	85	723.6764625128142
870	90	2269.3554428097423
870	95	2031.1951002208393
870	100	1115.4143038377886
870	105	475.3956570747807
870	110	187.19093474325416
870	115	87.96214036626745
870	120	68.70059554188474
870	125	91.08060002469216
870	130	151.68802272240995
870	135	253.18458775842163
870	140	386.0564812114812
870	145	530.9419494977045
870	150	660.7536445345369
870	155	746.5064598481207
870	160	764.7908619379639
870	165	700.6597692185685
870	170	550.2753007135146
870	175	333.39819314383374
870	180	110.82397247396321
870	185	0.00018911540762223908
870	190	174.93431241790688
870	195	812.0471143290517
880	0	2.6829947805646226
880	5	3.040307781124047
880	10	2.7919604471513217
880	15	0.36519336242768247
880	20	1.8552546883592924
880	25	1.4133654968286042
880	30	2.731924805501863
880	35	0.19186287772419444
880	40	0.37270916288683437
880	45	1.0598181584558102
880	50	0.8446845813784233
880	55	0.04851527042687508
880	60	1.1367868573930844
880	65	3.6615589307660206
880	70	0.13628282858019866
880	75	3.7668408308561325
880	80	0.08444071532848024
880	85	2.4165865106154016
880	90	4.147054708369212
880	95	2.4576987080506876
880	100	0.7285471215725251
880	105	0.06455020316477077
880	110	0.019415450826526688
880	115	0.11990565112885941
880	120	0.16808871053710814
880	125	0.13676547182407917
880	130	0.06736686257508147
880	135	0.011799985619743634
880	140	0.003244892063740512
880	145	0.04533871013221653
880	150	0.1155340036139801
880	155	0.1785020194668346
880	160	0.19948241694091298
880	165	0.16053877559807347
880	170	0.07475737059279046
880	175	0.002913238455496184
880	180	0.07057400879125043
880	185	0.4702495449046115
880	190	1.4185030132221457
880	195	3.0271883909994575
890	0	0.794743809730626
890	5	0.9319393606191559
890	10	0.9425602936862144
890	15	0.17937951018739243
890	20	0.49724958564269095
890	25	0.5523351944086515
890	30	0.7850620386787109
890	35	0.01719827587647529
890	40	0.2154945854959585
890	45	0.48176729705419136
890	50	0.42127860100340175
890	55	0.08663525056300177
890	60	0.19087883263078204
890	65	1.1482314853147575
890	70	0.1832588465135541
890	75	1.0575559583110725
890	80	0.011412940278276386
890	85	1.0688627126897026
890	90	1.151628386193833
890	95	0.4022544939569339
890	100	0.0209950011747925
890	105	0.04940946540465586
890	110	0.2021304300229223
890	115	0.3230182890747544
890	120	0.37121039155260566
890	125	0.3555395496887302
890	130	0.29675720757588825
890	135	0.2202619068004587
890	140	0.14603446764445646
890	145	0.08764313454137071
890	150	0.04963321631591565
890	155	0.029662875889893442
890	160	0.023560588621382245
890	165	0.029963995805666405
890	170	0.05637774418376423
890	175	0.12275617569291714
890	180	0.2633277093121552
890	185	0.520470657370559
890	190	0.9252582848906633
890	195	1.4557375728385904
900	0	0.5038014838530263
900	5	0.6086674429599652
900	10	0.6592679376984741
900	15	0.15909669677375568
900	20	0.28858079027548833
900	25	0.4292972030964719
900	30	0.4798408325590281
900	35	0.0008140318206636993
900	40	0.21155691267651777
900	45	0.41262387243334014
900	50	0.38132052902371255
900	55	0.12835541069696704
900	60	0.053062549770599855
900	65	0.7186030782090262
900	70	0.2515254838622484
900	75	0.5801794090506395
900	80	0.08155918683215883
900	85	0.8469293831947776
900	90	0.593817610943097
900	95	0.08713761241959103
900	100	0.02159942373790071
900	105	0.20067127985726826
900	110	0.38793952181942143
900	115	0.5070616323457283
900	120	0.5570047064601137
900	125	0.5520213528802362
900	130	0.5088469240181936
900	135	0.44219356553842903
900	140	0.36581040839505075
900	145	0.29441267003589805
900	150	0.2370289207613587
900	155	0.19919466661993593
900	160	0.18339603937089313
900	165	0.19225726409533372
900	170	0.23241095589350047
900	175	0.3145926159980075
900	180	0.45424067374855903
900	185	0.6653635627650786
900	190	0.9442739369479954
900	195	1.2484840210863393
910	0	0.4914953089875467
910	5	0.6063205889805534
910	10	0.6869518914797487
910	15	0.19269588062346
910	20	0.2601757844850499
910	25	0.4822826207031421
910	30	0.44630164444010906
910	35	0.001189558902912407
910	40	0.275974398978823
910	45	0.4940582860489472
910	50	0.4726595726864638
910	55	0.20950670554262377
910	60	0.013178019225578956
910	65	0.6514543870467553
910	70	0.3921742859224318
910	75	0.44461175129559843
910	80	0.20990179633475414
910	85	0.9023773587062892
910	90	0.4011540881862556
910	95	0.004941338082507482
910	100	0.14959950740018116
910	105	0.4475605600705245
910	110	0.6726642170151927
910	115	0.7992921341259761
910	120	0.855486961298293
910	125	0.8639189895903829
910	130	0.834575526385812
910	135	0.7774008089835104
910	140	0.7018500446129561
910	145	0.6227537406827627
910	150	0.5513627996051456
910	155	0.4987441437338729
910	160	0.47292628451697044
910	165	0.4808841056624145
910	170	0.5289764156550737
910	175	0.6251722289283144
910	180	0.7774133925457714
910	185	0.9849949013847964
910	190	1.2255053753207483
910	195	1.443636186793865
920	0	0.6996044252942756
920	5	0.8702072306012235
920	10	1.0151896740562552
920	15	0.3099309386794437
920	20	0.3476418014160995
920	25	0.7433878724291646
920	30	0.6040770440841461
920	35	0.009693182320168464
920	40	0.4726113823858354
920	45	0.7995580975195844
920	50	0.7856291466257393
920	55	0.4131050320783867
920	60	0.0002405640393725612
920	65	0.8192936420436358
920	70	0.7484184949319381
920	75	0.4514548507826617
920	80	0.5160072080921057
920	85	1.2687671433970062
920	90	0.32632121371399697
920	95	0.02909673188320667
920	100	0.4985580642501206
920	105	1.0007935076042553
920	110	1.2986150026238799
920	115	1.4475571874059994
920	120	1.5176714462376903
920	125	1.5473103865713729
920	130	1.5422826469875206
920	135	1.5033525593850114
920	140	1.432701657795599
920	145	1.3447010750529622
920	150	1.2536945812749447
920	155	1.1800357054444297
920	160	1.1399814329454017
920	165	1.1467316520084119
920	170	1.2109382653463596
920	175	1.3415837672732187
920	180	1.538245288555762
920	185	1.784980744788167
920	190	2.0369261377323444
920	195	2.201458637818292
930	0	1.6043877117777996
930	5	2.0040033874533636
930	10	2.344735652240175
930	15	0.7353401558935612
930	20	0.7727278061656606
930	25	1.756250009183996
930	30	1.3347226274070094
930	35	0.04236345442018441
930	40	1.2046981427197445
930	45	1.9637329158298
930	50	1.9692627203339101
930	55	1.1635947583218058
930	60	0.017225449036535008
930	65	1.604513847849213
930	70	2.048856763669069
930	75	0.6754874994389415
930	80	1.6469321616150523
930	85	2.6419461808474702
930	90	0.32886810277728135
930	95	0.3607087866445298
930	100	1.8273697307163776
930	105	2.921827369412604
930	110	3.4030549608499228
930	115	3.5889910940586156
930	120	3.6913726447238626
930	125	3.783491787904973
930	130	3.868093910568927
930	135	3.9062986493845497
930	140	3.881242929544055
930	145	3.7998632300910034
930	150	3.677163196015228
930	155	3.566377082335737
930	160	3.49781568054273
930	165	3.511466163739408
930	170	3.633960034930761
930	175	3.8784310661835355
930	180	4.225065477408332
930	185	4.6208490919462895
930	190	4.948513120343018
930	195	4.999569620654747
940	0	11.171875940364002
940	5	13.82016647269271
940	10	15.886076770417263
940	15	4.861807584890085
940	20	5.324917372587901
940	25	11.98276986687411
940	30	8.936538263857184
940	35	0.362871169437378
940	40	8.63059710809047
940	45	13.855732659153887
940	50	14.06398888136451
940	55	8.99137091000889
940	60	0.4332186519003109
940	65	9.246159708727415
940	70	15.572340297198592
940	75	2.7904233384815464
940	80	13.750154337460538
940	85	15.593747218511677
940	90	0.5955584111606309
940	95	5.3115868474156205
940	100	16.36495725609522
940	105	22.26392196660553
940	110	23.714931366360965
940	115	23.71683375878932
940	120	23.890640733302273
940	125	24.578029524692973
940	130	25.607776593656144
940	135	26.71792198598532
940	140	27.532383441906955
940	145	27.95538436512955
940	150	27.99535540836849
940	155	27.845061309886965
940	160	27.74327491515771
940	165	27.939152171640277
940	170	28.6118622697757
940	175	29.802021118554162
940	180	31.37231510335547
940	185	32.87691619472684
940	190	33.565926585479474
940	195	32.17126129853472
950	0	30.395968344922068
950	5	36.90199708938893
950	10	41.18966320385394
950	15	11.65570765485616
950	20	14.781353300132038
950	25	30.623159451123446
950	30	23.692685776677994
950	35	0.9229964962458547
950	40	22.832825135165212
950	45	36.832355808200575
950	50	37.74078287582645
950	55	25.385402544678936
950	60	2.0569211953072752
950	65	20.741282167371857
950	70	43.655787853776765
950	75	4.144102579626296
950	80	41.09942753919816
950	85	34.33882048198953
950	90	0.03930707679606719
950	95	21.94374747598643
950	100	50.367226462361934
950	105	60.187826861919135
950	110	58.929082822109905
950	115	55.896123330838684
950	120	54.82592931913752
950	125	56.46950784823372
950	130	60.10060812605304
950	135	64.56873654441026
950	140	68.94601892682601
950	145	72.49865102720825
950	150	74.9369863657321
950	155	76.36620769049422
950	160	77.2991719132341
950	165	78.39377405219548
950	170	79.96267061335661
950	175	82.0991086343241
950	180	84.3662100102582
950	185	85.76284855154196
950	190	84.31462014752717
950	195	77.393286691234
960	0	2.885698758176887
960	5	3.4275530048092797
960	10	3.609710092474571
960	15	0.8907758705817398
960	20	1.4767646890926545
960	25	2.6084762159653936
960	30	2.23548314083042
960	35	0.060636011090775356
960	40	1.993117264871349
960	45	3.2941888573992357
960	50	3.407546570805073
960	55	2.3650036062676008
960	60	0.25166777630639403
960	65	1.6467785389437455
960	70	4.0774011670902714
960	75	0.1985508983371958
960	80	4.009360616624247
960	85	2.5634985152047443
960	90	0.04426868191003504
960	95	2.640217967912081
960	100	4.938583888990612
960	105	5.278783901229661
960	110	4.753879273999014
960	115	4.255250163221002
960	120	4.059829887423634
960	125	4.1731835588936494
960	130	4.527555287682578
960	135	5.020836978189768
960	140	5.553449816629799
960	145	6.047244023705877
960	150	6.447332346464967
960	155	6.7377074827944
960	160	6.951998396790951
960	165	7.115051996452363
960	170	7.256712882611987
960	175	7.388748347529577
960	180	7.477658981272813
960	185	7.4259856751357
960	190	7.093198951837449
960	195	6.285992917528333
970	0	1.2679867770264224
970	5	1.454385727937336
970	10	1.4301358994818743
970	15	0.28458003174423263
970	20	0.6929358703630784
970	25	0.9892798714968284
970	30	0.9853411886417628
970	35	0.011804698000900362
970	40	0.7673991663554334
970	45	1.3197579099522898
970	50	1.3804641856049809
970	55	0.97177713532684
970	60	0.11632156712921292
970	65	0.6211784073782044
970	70	1.7056384764404853
970	75	0.04175035006715163
970	80	1.7254491411914936
970	85	0.8722029865878702
970	90	0.07663406058470022
970	95	1.3087709229278341
970	100	2.1049951958735345
970	105	2.0324648237999887
970	110	1.686314821419304
970	115	1.4134868761911195
970	120	1.302489158783057
970	125	1.332610725063955
970	130	1.4742568755476653
970	135	1.6912352008664058
970	140	1.9435528598366523
970	145	2.1961288651729527
970	150	2.418174737302872
970	155	2.5952106645421935
970	160	2.730786956492817
970	165	2.825139356718061
970	170	2.8972916193167224
970	175	2.9406214324398854
970	180	2.943605426511027
970	185	2.877397089161173
970	190	2.6871571077383822
970	195	2.317219927165298
980	0	0.8575822838218543
980	5	0.950515638434117
980	10	0.8541474886093576
980	15	0.12319005396577644
980	20	0.5115277233679397
980	25	0.5554619957018039
980	30	0.6824718887649482
980	35	0.0008571256969413996
980	40	0.4370372579014893
980	45	0.7999762801191126
980	50	0.849947523907124
980	55	0.59806705717639
980	60	0.07252121745244702
980	65	0.37811610979315463
980	70	1.0891461224561818
980	75	0.014118957263879219
980	80	1.1225331843455169
980	85	0.4658400752810805
980	90	0.0960978676229086
980	95	0.9412863639934362
980	100	1.344140985883636
980	105	1.1831999895573868
980	110	0.9004887542365917
980	115	0.7031910444720282
980	120	0.6196720359804568
980	125	0.6297394744196194
980	130	0.7115479862834829
980	135	0.8454327401136189
980	140	1.0135250454036342
980	145	1.1911278645370076
980	150	1.3585168180257319
980	155	1.4990796675982119
980	160	1.6106474077537505
980	165	1.6916667531640963
980	170	1.7449287268724034
980	175	1.7702679272945672
980	180	1.7637006588190067
980	185	1.7051292978357524
980	190	1.5698528082116732
980	195	1.3270655273209944
990	0	0.7262946886801614
990	5	0.7712432352506379
990	10	0.6190600220945256
990	15	0.05323775543694587
990	20	0.4795485041835306
990	25	0.3702844988921453
990	30	0.5995672574209037
990	35	0.0015617902359632205
990	40	0.29383747703479646
990	45	0.5949900868489612
990	50	0.6433912141357215
990	55	0.44586722884302044
990	60	0.049147288192711136
990	65	0.3051711399867349
990	70	0.8649423088309524
990	75	0.007357972396285801
990	80	0.9057423380643691
990	85	0.32342008850163434
990	90	0.11290823849258316
990	95	0.8119880974689956
990	100	1.054605854041116
990	105	0.8544300566651294
990	110	0.5966889826208692
990	115	0.42958190359520326
990	120	0.3586456350686676
990	125	0.3603323210236832
990	130	0.4160762114075694
990	135	0.5156203450587149
990	140	0.6460567923161238
990	145	0.7926051714987687
990	150	0.9373087776813054
990	155	1.0663708387022486
990	160	1.1701119932222044
990	165	1.24940469222041
990	170	1.2996386233939305
990	175	1.32524058988711
990	180	1.317188695908314
990	185	1.265994823040041
990	190	1.1542825745405925
990	195	0.9650906757193617
