# R	H01	H02	H03	H04	H05	H06	H07	H08	H09	H010	H011	H012	H013	H014	H015	H016	H017	H018	H019	H020	H021	H022	H023	H024	H025
3.552692399999999751e+00 -5.295479559066294541e+02 -5.295010661374735719e+02 -5.294787343649988998e+02 -5.294831059758173524e+02 -5.295242749579831525e+02 -5.295024593863471409e+02 -5.294706679166398544e+02 -5.295242749579831525e+02 -5.295024593863471409e+02 -5.294706679166398544e+02 -5.294788140164387187e+02 -5.294746904288210771e+02 -5.299553436982307630e+02 -5.295428975672941760e+02 -5.294773378930499348e+02 -5.294968980829758038e+02 -5.294699624824174862e+02 -5.295188122826425570e+02 -5.295017911980662575e+02 -5.294700171415802288e+02 -5.295188122229531018e+02 -5.295017911980662575e+02 -5.294700171415802288e+02 -5.294770672267421787e+02 -5.294749348568163896e+02
3.562141049999999698e+00 -5.295481605822654956e+02 -5.295011895276741143e+02 -5.294793832448200419e+02 -5.294837447306949798e+02 -5.295249328382057001e+02 -5.295026476454127078e+02 -5.294712666695114649e+02 -5.295249328382057001e+02 -5.295026476454127078e+02 -5.294712666695114649e+02 -5.294794628369718339e+02 -5.294753395679306323e+02 -5.299560211664694407e+02 -5.295431030018173715e+02 -5.294779872720687308e+02 -5.294970139150916566e+02 -5.294706088606340018e+02 -5.295194688616612666e+02 -5.295019786579341599e+02 -5.294706174948531725e+02 -5.295194688620624675e+02 -5.295019786579341599e+02 -5.294706174948531725e+02 -5.294777167061624823e+02 -5.294755842358351856e+02
3.571589699999999645e+00 -5.295483610570991004e+02 -5.295013092178746774e+02 -5.294800196839295268e+02 -5.294843703254819047e+02 -5.295255787769140170e+02 -5.295028312044782979e+02 -5.294718532219817462e+02 -5.295255787769140170e+02 -5.295028312044782979e+02 -5.294718532219817462e+02 -5.294800994353695387e+02 -5.294759761469495061e+02 -5.299566863351089978e+02 -5.295433041758485615e+02 -5.294786242107769567e+02 -5.294971258653828272e+02 -5.294712426981386670e+02 -5.295201132410813898e+02 -5.295021615169996494e+02 -5.294712055481257948e+02 -5.295201132410813898e+02 -5.295021615169996494e+02 -5.294712055481257948e+02 -5.294783539037578066e+02 -5.294762210148538770e+02
3.581038350000000037e+00 -5.295485575908196552e+02 -5.295014253076737987e+02 -5.294806436629485233e+02 -5.294849832787547257e+02 -5.295262126563339962e+02 -5.295030103220295814e+02 -5.294724279333393042e+02 -5.295262126563339962e+02 -5.295030103220295814e+02 -5.294724279333393042e+02 -5.294807235143885009e+02 -5.294766003255672331e+02 -5.299573395029464109e+02 -5.295435013087667357e+02 -5.294792486893945807e+02 -5.294972337555832382e+02 -5.294718641945303261e+02 -5.295207456196990279e+02 -5.295023397752627261e+02 -5.294717816009973603e+02 -5.295207456196990279e+02 -5.295023397752627261e+02 -5.294717816009973603e+02 -5.294789784230870282e+02 -5.294768454938728155e+02
3.590486999999999540e+00 -5.295487506237379876e+02 -5.295015394904601180e+02 -5.294812554020580819e+02 -5.294855829332310577e+02 -5.295268349934374328e+02 -5.295031851387784627e+02 -5.294729906253178342e+02 -5.295268349934374328e+02 -5.295031851387784627e+02 -5.294729906253178342e+02 -5.294813354526957028e+02 -5.294772122638743213e+02 -5.299579809296706117e+02 -5.295436942416849888e+02 -5.294798607281031764e+02 -5.294973377453825378e+02 -5.294724732312326978e+02 -5.295213663576048475e+02 -5.295025136331247495e+02 -5.294723458538690011e+02 -5.295213663576048475e+02 -5.295025136331247495e+02 -5.294723458538690011e+02 -5.294795908605917703e+02 -5.294774577321799143e+02
3.609384299999999879e+00 -5.295491241077495488e+02 -5.295017551882340285e+02 -5.294824441371582679e+02 -5.294867464966575881e+02 -5.295280453688480975e+02 -5.295035215714740389e+02 -5.294740819468290738e+02 -5.295280453688480975e+02 -5.295035215714740389e+02 -5.294740819468290738e+02 -5.294825242873945399e+02 -5.294784013977707673e+02 -5.299592289242323204e+02 -5.295440688644024476e+02 -5.294810504615982154e+02 -5.294975347822633012e+02 -5.294736558631232128e+02 -5.295225735322130731e+02 -5.295028486251082995e+02 -5.294734401168943805e+02 -5.295225735322130731e+02 -5.295028486251082995e+02 -5.294734401168943805e+02 -5.294807807944883962e+02 -5.294786473067881616e+02
3.628281599999999774e+00 -5.295494827482413029e+02 -5.295019589388766690e+02 -5.294835869109639361e+02 -5.294878617161629109e+02 -5.295292114426540593e+02 -5.295038417800283241e+02 -5.294751287667356792e+02 -5.295292114426540593e+02 -5.295038417203388690e+02 -5.294751287667356792e+02 -5.294836671612004011e+02 -5.294795445711752109e+02 -5.299604319175900855e+02 -5.295444285444023080e+02 -5.294821939757146083e+02 -5.294977179954040594e+02 -5.294747919942110457e+02 -5.295237362052164372e+02 -5.295031669743742668e+02 -5.294744897787161335e+02 -5.295237362052164372e+02 -5.295031669743742668e+02 -5.294744897787161335e+02 -5.294819249267799250e+02 -5.294797910793904521e+02
3.647178899999999668e+00 -5.295498270468176543e+02 -5.295021517346445989e+02 -5.294846858618320766e+02 -5.294889299530409517e+02 -5.295303347749454588e+02 -5.295041460861752967e+02 -5.294761325854381084e+02 -5.295303347749454588e+02 -5.295041460861752967e+02 -5.294761325854381084e+02 -5.294847660523790864e+02 -5.294806436026647134e+02 -5.299615915097444940e+02 -5.295447740994583228e+02 -5.294832937265828150e+02 -5.294978878061374417e+02 -5.294758835422708216e+02 -5.295248559766150720e+02 -5.295034694809226039e+02 -5.294754965990238134e+02 -5.295248559770163865e+02 -5.295034696402108239e+02 -5.294754965990238134e+02 -5.294830248574668303e+02 -5.294808907701678891e+02
3.666076199999999563e+00 -5.295501577022749871e+02 -5.295023346501924379e+02 -5.294857418925191723e+02 -5.294899524459979148e+02 -5.295314170653218753e+02 -5.295044354092940466e+02 -5.294770951029374828e+02 -5.295314170653218753e+02 -5.295044353496045915e+02 -5.294770951626269380e+02 -5.294858214463140484e+02 -5.294817001918374899e+02 -5.299627093200740546e+02 -5.295451056537119712e+02 -5.294843508161567343e+02 -5.294980451350463682e+02 -5.294769318492177490e+02 -5.295259345661889938e+02 -5.295037570040412902e+02 -5.294764621774161242e+02 -5.295259345661889938e+02 -5.295037570040412902e+02 -5.294764621774161242e+02 -5.294840823063290145e+02 -5.294819478597419220e+02
3.684973499999999902e+00 -5.295504752150144441e+02 -5.295025086657403790e+02 -5.294867571002680506e+02 -5.294909298349423352e+02 -5.295324597141841423e+02 -5.295047102896950264e+02 -5.294780180386119355e+02 -5.295324597141841423e+02 -5.295047102896950264e+02 -5.294780180386119355e+02 -5.294868367540633471e+02 -5.294827156398969237e+02 -5.299637864110247847e+02 -5.295454243241349559e+02 -5.294853668642164166e+02 -5.294981909208361230e+02 -5.294779381952714630e+02 -5.295269733138475203e+02 -5.295040299848434415e+02 -5.294773880138930053e+02 -5.295269733138475203e+02 -5.295040299848434415e+02 -5.294773880138930053e+02 -5.294850984942979721e+02 -5.294829636884228421e+02
3.703870799999999797e+00 -5.295507803447256947e+02 -5.295026754824921227e+02 -5.294877325475256384e+02 -5.294918635989434961e+02 -5.295334639021531302e+02 -5.295049714269769083e+02 -5.294789025726817044e+02 -5.295334639017519294e+02 -5.295049714269769083e+02 -5.294789025726817044e+02 -5.294878123009193587e+02 -5.294836914266625172e+02 -5.299648246197496064e+02 -5.295457303522413213e+02 -5.294863433102702857e+02 -5.294983259235975765e+02 -5.294789041002121621e+02 -5.295279735006129158e+02 -5.295042889632381957e+02 -5.294782754491664036e+02 -5.295279736599013631e+02 -5.295042889632381957e+02 -5.294782754491664036e+02 -5.294860753000413069e+02 -5.294839401941657115e+02
3.722768099999999691e+00 -5.295510734325214344e+02 -5.295028363601365982e+02 -5.294886699528675535e+02 -5.294927540182208077e+02 -5.295344314074950489e+02 -5.295052194816316842e+02 -5.294797502656384722e+02 -5.295344314074950489e+02 -5.295052194816316842e+02 -5.294797502656384722e+02 -5.294887497062613875e+02 -5.294846291316032421e+02 -5.299658250276720537e+02 -5.295460242380311229e+02 -5.294872816744992861e+02 -5.294984505840425300e+02 -5.294798309628364450e+02 -5.295289368047514245e+02 -5.295045349178931247e+02 -5.294791259828349439e+02 -5.295289368047514245e+02 -5.295045349178931247e+02 -5.294791259828349439e+02 -5.294870138045807835e+02 -5.294848783394170368e+02
3.741665399999999586e+00 -5.295513550771983091e+02 -5.295029925796967518e+02 -5.294895705166953803e+02 -5.294936019113506518e+02 -5.295353633116335459e+02 -5.295054548939699544e+02 -5.294805626166798902e+02 -5.295353633116335459e+02 -5.295054548939699544e+02 -5.294805626166798902e+02 -5.294896503696879790e+02 -5.294855300353403891e+02 -5.299667889347922483e+02 -5.295463065811031811e+02 -5.294881830782362613e+02 -5.294985657017698486e+02 -5.294807200246582397e+02 -5.295298644677767470e+02 -5.295047682899210031e+02 -5.294799411350797982e+02 -5.295298644677767470e+02 -5.295047682302315479e+02 -5.294799411350797982e+02 -5.294879155079167958e+02 -5.294857799020413722e+02
3.760562699999999925e+00 -5.295516257396493529e+02 -5.295031456427768717e+02 -5.294904355793194100e+02 -5.294944075174403224e+02 -5.295362609742576296e+02 -5.295056782635906529e+02 -5.294813406072295265e+02 -5.295362609742576296e+02 -5.295056782635906529e+02 -5.294813406072295265e+02 -5.294905155916005697e+02 -5.294863956568516414e+02 -5.299677178007991643e+02 -5.295465779415480938e+02 -5.294890491997475692e+02 -5.294986718775817280e+02 -5.294815726042540973e+02 -5.295307576291972964e+02 -5.295049893603438704e+02 -5.294807218268330189e+02 -5.295307576295983836e+02 -5.295049893006544153e+02 -5.294807218268330189e+02 -5.294887819290267998e+02 -5.294866458045748914e+02
3.779459999999999820e+00 -5.295518856404048620e+02 -5.295032974090665903e+02 -5.294912665996271244e+02 -5.294951708965802482e+02 -5.295371256953678767e+02 -5.295058900908946953e+02 -5.294820859155530570e+02 -5.295371256953678767e+02 -5.295058900908946953e+02 -5.294820859155530570e+02 -5.294913466127104584e+02 -5.294872269771592528e+02 -5.299686126660038781e+02 -5.295468386596764958e+02 -5.294898809607670955e+02 -5.294987698707664094e+02 -5.294823895640697629e+02 -5.295316176495049376e+02 -5.295051989880491874e+02 -5.294814697770721068e+02 -5.295316176495049376e+02 -5.295051989880491874e+02 -5.294814697770721068e+02 -5.294896140489331628e+02 -5.294874776248825583e+02
3.798357299999999270e+00 -5.295521357775110118e+02 -5.295034496607920573e+02 -5.294920646792231764e+02 -5.294958919471656600e+02 -5.295379585749637954e+02 -5.295060910355714441e+02 -5.294827996226730420e+02 -5.295379585749637954e+02 -5.295060910355714441e+02 -5.294827996226730420e+02 -5.294921446322157408e+02 -5.294880252369750906e+02 -5.299694747304060911e+02 -5.295470892354884427e+02 -5.294906799395605503e+02 -5.294988601619450037e+02 -5.294831725013491450e+02 -5.295324456686089434e+02 -5.295053974734375970e+02 -5.294821862446838168e+02 -5.295324458278971633e+02 -5.295053974734375970e+02 -5.294821861849944753e+02 -5.294904131680372075e+02 -5.294882765439865580e+02
3.817254600000000053e+00 -5.295523761130123148e+02 -5.295036044987552941e+02 -5.294928309572140961e+02 -5.294965702280836695e+02 -5.295387607533559731e+02 -5.295062814379318752e+02 -5.294834827289907935e+02 -5.295387607533559731e+02 -5.295062814379318752e+02 -5.294834827289907935e+02 -5.294929110698963086e+02 -5.294887920738532330e+02 -5.299703052532941001e+02 -5.295473300689834559e+02 -5.294914472756362329e+02 -5.294989434696942681e+02 -5.294839223354188107e+02 -5.295332431054871449e+02 -5.295055854761992578e+02 -5.294828721518038037e+02 -5.295332431054871449e+02 -5.295055854761992578e+02 -5.294828721518038037e+02 -5.294911807049153367e+02 -5.294890438808646422e+02
3.836151899999999504e+00 -5.295526072061970808e+02 -5.295037643237591283e+02 -5.294935668533805710e+02 -5.294972049195539512e+02 -5.295395333305446002e+02 -5.295064618572637301e+02 -5.294841368534836192e+02 -5.295395333305446002e+02 -5.295064618576650446e+02 -5.294841368534836192e+02 -5.294936469063732147e+02 -5.294895282103302634e+02 -5.299711051765835919e+02 -5.295475614613658308e+02 -5.294921837125143611e+02 -5.294990199375342854e+02 -5.294846394327889811e+02 -5.295340108411617166e+02 -5.295057634362428871e+02 -5.294835288770993884e+02 -5.295340107814722614e+02 -5.295057634362428871e+02 -5.294835288770993884e+02 -5.294919176409910051e+02 -5.294897804572508448e+02
3.855049199999999843e+00 -5.295528292981781533e+02 -5.295039315362043908e+02 -5.294942730890550138e+02 -5.294977955591309637e+02 -5.295402776259084021e+02 -5.295066325753921319e+02 -5.294847626771741034e+02 -5.295402776259084021e+02 -5.295066325753921319e+02 -5.294847626771741034e+02 -5.294943532416464222e+02 -5.294902348456034815e+02 -5.299718759571550208e+02 -5.295477839707199337e+02 -5.294928904493925756e+02 -5.294990908622551160e+02 -5.294853260858362773e+02 -5.295347499760338223e+02 -5.295059316543713521e+02 -5.294841574015921424e+02 -5.295347501353219286e+02 -5.295059316547726667e+02 -5.294841574015921424e+02 -5.294926251351514566e+02 -5.294904877518124522e+02
3.873946499999999293e+00 -5.295530431668203164e+02 -5.295041088360910635e+02 -5.294949510832154829e+02 -5.294983408278369552e+02 -5.295409945797583759e+02 -5.295067942104922167e+02 -5.294853615593503946e+02 -5.295409945797583759e+02 -5.295067942104922167e+02 -5.294853615593503946e+02 -5.294950314547846801e+02 -5.294909132389614115e+02 -5.299726181974159545e+02 -5.295479979784691977e+02 -5.294935692431517964e+02 -5.294991564454618356e+02 -5.294859825380813163e+02 -5.295354617286800476e+02 -5.295060907902740155e+02 -5.294847588841697643e+02 -5.295354617290811348e+02 -5.295060907902740155e+02 -5.294847588841697643e+02 -5.294933042285094871e+02 -5.294911664858822178e+02
