R	H01	H02	H03	H04	H05	H06	H07	H08	H09	H010	H011	H012	H013	H014	H015	H016	H017	H018	H019	H020	H021	H022	H023	H024	H025
2.84	-529.5559499	-529.511174	-529.5058734	-529.4971297	-529.5561195	-529.5049896	-529.4939442	-529.5561194	-529.5049896	-529.4939442	-529.5059568	-529.5018651	-529.9862182	-529.5506323	-529.5045184	-529.4994181	-529.4908689	-529.5501199	-529.5040863	-529.4934276	-529.5501199	-529.5040863	-529.4934276	-529.5042647	-529.5021297
2.83	-529.555909	-529.5111634	-529.5058651	-529.4971293	-529.5560588	-529.5050048	-529.4939228	-529.5560587	-529.5050048	-529.4939228	-529.5059486	-529.5018567	-529.9861888	-529.5505963	-529.5045101	-529.4994012	-529.4908925	-529.5500631	-529.5041035	-529.4934057	-529.5500631	-529.5041035	-529.4934057	-529.5042563	-529.5021214
2.82	-529.5558679	-529.5111519	-529.5058559	-529.4971299	-529.5559969	-529.5050201	-529.4939013	-529.5559968	-529.5050201	-529.4939013	-529.5059394	-529.5018475	-529.9861581	-529.5505601	-529.5045007	-529.4993838	-529.4909167	-529.5500052	-529.5041207	-529.4933837	-529.5500052	-529.5041207	-529.4933837	-529.5042469	-529.5021121
2.81	-529.5558266	-529.5111395	-529.5058457	-529.4971317	-529.5559337	-529.5050354	-529.4938796	-529.5559337	-529.5050354	-529.4938796	-529.5059292	-529.5018371	-529.9861259	-529.5505237	-529.5044903	-529.4993657	-529.4909414	-529.5499461	-529.504138	-529.4933615	-529.5499461	-529.504138	-529.4933616	-529.5042365	-529.5021017
2.8	-529.5557851	-529.5111261	-529.5058344	-529.4971345	-529.5558693	-529.5050507	-529.4938578	-529.5558693	-529.5050507	-529.4938578	-529.5059179	-529.5018258	-529.9860922	-529.5504871	-529.5044788	-529.499347	-529.4909668	-529.5498857	-529.5041554	-529.4933392	-529.5498857	-529.5041554	-529.4933393	-529.5042244	-529.5020892
2.79	-529.5557433	-529.5111117	-529.505822	-529.4971384	-529.5558035	-529.505066	-529.4938357	-529.5558035	-529.505066	-529.4938357	-529.5059054	-529.5018132	-529.9860569	-529.5504503	-529.5044663	-529.4993275	-529.4909927	-529.5498241	-529.5041727	-529.4933167	-529.5498241	-529.5041728	-529.4933167	-529.5042118	-529.5020767
2.78	-529.5557014	-529.5110962	-529.5058084	-529.4971434	-529.5557363	-529.5050814	-529.4938133	-529.5557363	-529.5050814	-529.4938133	-529.5058918	-529.5017995	-529.9860201	-529.5504133	-529.5044525	-529.4993074	-529.4910191	-529.5497612	-529.5041901	-529.4932939	-529.5497612	-529.5041901	-529.4932939	-529.504198	-529.5020629
2.77	-529.5556592	-529.5110795	-529.5057935	-529.4971495	-529.5556677	-529.5050967	-529.4937906	-529.5556677	-529.5050967	-529.4937906	-529.505877	-529.5017846	-529.9859815	-529.550376	-529.5044374	-529.4992864	-529.491046	-529.5496968	-529.5042075	-529.4932708	-529.5496979	-529.5042075	-529.4932708	-529.5041829	-529.5020479
2.76	-529.5556167	-529.5110616	-529.5057773	-529.4971567	-529.5555976	-529.505112	-529.4937675	-529.5555976	-529.505112	-529.4937675	-529.5058608	-529.5017683	-529.9859412	-529.5503384	-529.5044211	-529.4992647	-529.4910734	-529.5496321	-529.5042248	-529.4932473	-529.5496321	-529.5042248	-529.4932473	-529.5041665	-529.5020316
2.75	-529.555574	-529.5110425	-529.5057598	-529.4971649	-529.5555259	-529.5051273	-529.4937439	-529.5555259	-529.5051273	-529.4937439	-529.5058433	-529.5017507	-529.985899	-529.5503006	-529.5044034	-529.4992421	-529.4911013	-529.5495648	-529.5042421	-529.4932233	-529.5495648	-529.5042421	-529.4932234	-529.5041488	-529.5020139
2.74	-529.555531	-529.511022	-529.5057409	-529.4971743	-529.5554526	-529.5051425	-529.4937199	-529.5554525	-529.5051425	-529.4937199	-529.5058243	-529.5017316	-529.985855	-529.5502625	-529.5043842	-529.4992186	-529.4911297	-529.5494959	-529.5042593	-529.4931989	-529.5494959	-529.5042594	-529.4931989	-529.5041295	-529.5019948
2.73	-529.5554877	-529.5110002	-529.5057204	-529.4971847	-529.5553776	-529.5051576	-529.4936953	-529.5553775	-529.5051576	-529.4936953	-529.505804	-529.501711	-529.9858089	-529.5502241	-529.5043635	-529.4991941	-529.4911584	-529.5494255	-529.5042765	-529.4931739	-529.5494255	-529.5042765	-529.4931739	-529.5041088	-529.5019741
2.72	-529.555444	-529.5109769	-529.5056983	-529.4971964	-529.5553008	-529.5051727	-529.4936701	-529.5553008	-529.5051727	-529.4936701	-529.5057819	-529.5016888	-529.9857608	-529.5501854	-529.5043412	-529.4991687	-529.4911875	-529.5493533	-529.5042936	-529.4931483	-529.5493533	-529.5042936	-529.4931483	-529.5040865	-529.5019519
2.71	-529.5554001	-529.510952	-529.5056746	-529.4972089	-529.5552222	-529.5051876	-529.4936442	-529.5552222	-529.5051876	-529.4936442	-529.5057582	-529.501665	-529.9857105	-529.5501463	-529.5043173	-529.4991422	-529.4912169	-529.5492793	-529.5043106	-529.493122	-529.5492793	-529.5043106	-529.493122	-529.5040625	-529.501928
2.7	-529.5553559	-529.5109256	-529.5056491	-529.4972225	-529.5551417	-529.5052024	-529.4936176	-529.5551416	-529.5052024	-529.4936176	-529.5057327	-529.5016394	-529.9856579	-529.550107	-529.5042915	-529.4991146	-529.4912466	-529.5492025	-529.5043275	-529.493095	-529.5492025	-529.5043275	-529.493095	-529.5040367	-529.5019023
2.69	-529.5553113	-529.5108974	-529.5056218	-529.4972371	-529.5550592	-529.505217	-529.4935901	-529.5550591	-529.505217	-529.4935901	-529.5057054	-529.5016119	-529.985603	-529.5500671	-529.5042632	-529.4990856	-529.4912764	-529.5491248	-529.5043442	-529.4930671	-529.5491248	-529.5043442	-529.4930671	-529.5040091	-529.5018748
2.68	-529.5552664	-529.5108674	-529.5055926	-529.4972529	-529.5549746	-529.5052315	-529.4935617	-529.5549746	-529.5052315	-529.4935617	-529.5056762	-529.5015826	-529.9855457	-529.550027	-529.5042337	-529.4990557	-529.4913065	-529.5490451	-529.5043608	-529.4930383	-529.5490451	-529.5043608	-529.4930383	-529.5039796	-529.5018453
2.67	-529.5552211	-529.5108355	-529.5055614	-529.4972696	-529.5548879	-529.5052457	-529.4935323	-529.5548879	-529.5052458	-529.4935323	-529.505645	-529.5015512	-529.9854859	-529.5499865	-529.5042022	-529.4990246	-529.4913368	-529.5489633	-529.5043771	-529.4930085	-529.5489633	-529.5043771	-529.4930085	-529.5039481	-529.5018139
2.66	-529.5551755	-529.5108017	-529.5055281	-529.4972874	-529.5547989	-529.5052598	-529.4935019	-529.5547989	-529.5052604	-529.4935019	-529.5056116	-529.5015177	-529.9854234	-529.5499456	-529.5041686	-529.4989923	-529.4913672	-529.5488793	-529.5043933	-529.4929776	-529.5488793	-529.5043933	-529.4929776	-529.5039144	-529.5017803
2.65	-529.5551294	-529.5107659	-529.5054926	-529.4973061	-529.5547076	-529.5052742	-529.4934702	-529.5547076	-529.5052742	-529.4934702	-529.5055761	-529.501482	-529.9853582	-529.5499042	-529.5041327	-529.4989586	-529.4913975	-529.548793	-529.5044092	-529.4929456	-529.548793	-529.5044092	-529.4929456	-529.5038786	-529.5017445
2.64	-529.5550828	-529.5107278	-529.5054547	-529.4973259	-529.5546139	-529.5052876	-529.4934373	-529.5546139	-529.5052877	-529.4934373	-529.5055382	-529.501444	-529.9852901	-529.5498624	-529.5040946	-529.4989235	-529.4914278	-529.5487044	-529.5044248	-529.4929122	-529.5487044	-529.5044248	-529.4929123	-529.5038404	-529.5017064
2.63	-529.5550359	-529.5106876	-529.5054145	-529.4973465	-529.5545177	-529.5053008	-529.4934031	-529.5545177	-529.5053008	-529.4934031	-529.505498	-529.5014036	-529.985219	-529.5498201	-529.5040541	-529.4988871	-529.491458	-529.5486132	-529.5044401	-529.4928775	-529.5486133	-529.5044401	-529.4928776	-529.5037998	-529.5016658
2.62	-529.5549884	-529.510645	-529.5053717	-529.4973682	-529.5544188	-529.5053137	-529.4933674	-529.5544188	-529.5053137	-529.4933674	-529.5054552	-529.5013606	-529.9851449	-529.5497772	-529.504011	-529.4988491	-529.491488	-529.5485196	-529.5044551	-529.4928414	-529.5485196	-529.5044552	-529.4928414	-529.5037566	-529.5016228
2.61	-529.5549404	-529.5105999	-529.5053263	-529.4973907	-529.5543172	-529.5053256	-529.4933301	-529.5543172	-529.5053261	-529.4933301	-529.5054097	-529.501315	-529.9850675	-529.5497339	-529.5039652	-529.4988097	-529.4915176	-529.5484232	-529.5044698	-529.4928036	-529.5484232	-529.5044698	-529.4928036	-529.5037108	-529.5015771
2.6	-529.5548919	-529.5105522	-529.5052781	-529.4974142	-529.5542127	-529.5053376	-529.4932911	-529.5542127	-529.5053382	-529.4932911	-529.5053615	-529.5012666	-529.9849868	-529.5496899	-529.5039167	-529.4987687	-529.4915469	-529.548324	-529.5044841	-529.4927642	-529.548324	-529.5044841	-529.4927642	-529.5036623	-529.5015286
2.59	-529.5548428	-529.5105018	-529.505227	-529.4974385	-529.5541053	-529.5053493	-529.4932504	-529.5541053	-529.5053493	-529.4932504	-529.5053104	-529.5012153	-529.9849026	-529.5496454	-529.5038652	-529.4987262	-529.4915757	-529.5482219	-529.5044979	-529.4927229	-529.5482219	-529.5044979	-529.4927229	-529.5036108	-529.5014771
2.58	-529.5547932	-529.5104486	-529.5051729	-529.4974636	-529.5539947	-529.5053604	-529.4932077	-529.5539947	-529.5053604	-529.4932077	-529.5052563	-529.501161	-529.9848148	-529.5496002	-529.5038108	-529.498682	-529.4916038	-529.5481168	-529.5045113	-529.4926797	-529.5481168	-529.5045113	-529.4926797	-529.5035562	-529.5014227
2.57	-529.5547429	-529.5103924	-529.5051156	-529.4974895	-529.553881	-529.505371	-529.4931629	-529.553881	-529.505371	-529.4931629	-529.5051989	-529.5011035	-529.9847232	-529.5495543	-529.5037531	-529.4986361	-529.4916312	-529.5480084	-529.5045241	-529.4926344	-529.5480094	-529.5045241	-529.4926344	-529.5034985	-529.5013651
2.56	-529.5546919	-529.5103332	-529.5050552	-529.4975162	-529.5537638	-529.5053811	-529.493116	-529.5537638	-529.5053811	-529.493116	-529.5051383	-529.5010427	-529.9846277	-529.5495078	-529.5036922	-529.4985885	-529.4916577	-529.5478977	-529.5045365	-529.4925869	-529.5478977	-529.5045365	-529.4925869	-529.5034375	-529.5013041
2.55	-529.5546403	-529.5102708	-529.5049911	-529.4975436	-529.5536432	-529.5053906	-529.4930667	-529.5536432	-529.5053906	-529.4930667	-529.5050743	-529.5009784	-529.9845282	-529.5494605	-529.5036277	-529.4985392	-529.4916832	-529.5477826	-529.5045482	-529.4925371	-529.5477826	-529.5045482	-529.4925371	-529.503373	-529.5012397
2.54	-529.5545879	-529.5102049	-529.5049235	-529.4975717	-529.5535189	-529.5053994	-529.493015	-529.5535189	-529.5053994	-529.493015	-529.5050066	-529.5009106	-529.9844244	-529.5494123	-529.5035598	-529.4984884	-529.4917076	-529.547664	-529.5045593	-529.4924848	-529.547664	-529.5045593	-529.4924848	-529.5033049	-529.5011716
2.53	-529.5545348	-529.5101356	-529.504852	-529.4976004	-529.5533908	-529.5054075	-529.4929606	-529.5533908	-529.5054075	-529.4929606	-529.5049351	-529.5008389	-529.9843162	-529.5493634	-529.5034879	-529.4984356	-529.4917305	-529.5475415	-529.5045698	-529.4924298	-529.5475415	-529.5045698	-529.4924298	-529.5032329	-529.5010998
2.52	-529.5544808	-529.5100626	-529.5047766	-529.4976297	-529.5532588	-529.5054149	-529.4929034	-529.5532588	-529.5054149	-529.4929034	-529.5048597	-529.5007633	-529.9842034	-529.5493137	-529.5034121	-529.498381	-529.4917519	-529.5474152	-529.5045795	-529.4923719	-529.5474152	-529.5045795	-529.4923719	-529.5031571	-529.501024
2.51	-529.554426	-529.5099858	-529.5046971	-529.4976596	-529.5531226	-529.5054215	-529.4928433	-529.5531226	-529.5054215	-529.4928433	-529.5047802	-529.5006835	-529.9840858	-529.549263	-529.5033322	-529.4983246	-529.4917715	-529.5472848	-529.5045884	-529.4923112	-529.5472847	-529.5045884	-529.4923112	-529.5030771	-529.5009441
2.5	-529.5543703	-529.509905	-529.5046133	-529.4976899	-529.5529822	-529.5054272	-529.4927801	-529.5529822	-529.5054273	-529.4927801	-529.5046963	-529.5005995	-529.9839633	-529.549211	-529.5032475	-529.4982657	-529.4917889	-529.5471501	-529.5045966	-529.4922472	-529.5471501	-529.5045966	-529.4922472	-529.5029927	-529.5008599
2.49	-529.5543137	-529.5098201	-529.504525	-529.4977207	-529.5528373	-529.5054321	-529.4927135	-529.5528373	-529.5054321	-529.4927135	-529.504608	-529.5005109	-529.9838357	-529.5491583	-529.5031588	-529.4982058	-529.4918043	-529.547011	-529.5046038	-529.4921799	-529.547011	-529.5046038	-529.4921799	-529.5029039	-529.5007711
2.48	-529.554256	-529.5097308	-529.5044321	-529.4977518	-529.5526877	-529.505436	-529.4926434	-529.5526877	-529.505436	-529.4926434	-529.504515	-529.5004177	-529.9837027	-529.5491046	-529.5030654	-529.4981442	-529.4918171	-529.5468672	-529.5046101	-529.4921091	-529.5468672	-529.5046101	-529.4921091	-529.5028104	-529.5006777
2.47	-529.5541973	-529.509637	-529.5043342	-529.4977831	-529.5525332	-529.5054389	-529.4925696	-529.5525332	-529.5054389	-529.4925696	-529.5044171	-529.5003195	-529.9835642	-529.5490497	-529.5029671	-529.498081	-529.4918272	-529.5467187	-529.5046154	-529.4920345	-529.5467187	-529.5046154	-529.4920345	-529.502712	-529.5005794
2.46	-529.5541375	-529.5095385	-529.5042312	-529.4978147	-529.5523737	-529.5054406	-529.4924919	-529.5523737	-529.5054407	-529.492492	-529.5043141	-529.5002163	-529.9834199	-529.5489937	-529.5028636	-529.498016	-529.4918341	-529.5465651	-529.5046197	-529.491956	-529.5465651	-529.5046197	-529.491956	-529.5026084	-529.5004759
2.45	-529.5540766	-529.5094352	-529.5041229	-529.4978464	-529.552209	-529.5054413	-529.4924101	-529.552209	-529.5054413	-529.4924101	-529.5042036	-529.5001057	-529.9832696	-529.5489365	-529.5027548	-529.4979496	-529.4918376	-529.5464063	-529.5046228	-529.4918733	-529.5464064	-529.5046228	-529.4918733	-529.5024995	-529.5003671
2.44	-529.5540144	-529.5093267	-529.504009	-529.4978782	-529.5520388	-529.5054407	-529.492324	-529.5520387	-529.5054407	-529.492324	-529.5040897	-529.4999916	-529.9831131	-529.5488779	-529.5026405	-529.4978816	-529.4918373	-529.5462421	-529.5046247	-529.4917863	-529.5462421	-529.5046247	-529.4917863	-529.502385	-529.5002527
2.43	-529.5539509	-529.509213	-529.5038894	-529.4979099	-529.5518628	-529.5054388	-529.4922332	-529.5518628	-529.5054388	-529.4922332	-529.50397	-529.4998716	-529.9829501	-529.5488179	-529.5025203	-529.4978123	-529.4918327	-529.5460722	-529.5046253	-529.4916946	-529.5460722	-529.5046254	-529.4916946	-529.5022648	-529.5001326
2.42	-529.553886	-529.5090938	-529.5037637	-529.4979414	-529.5516809	-529.5054356	-529.4921377	-529.5516809	-529.5054356	-529.4921377	-529.5038443	-529.4997456	-529.9827804	-529.5487553	-529.502394	-529.4977414	-529.4918229	-529.5458964	-529.5046246	-529.4915981	-529.5458964	-529.5046246	-529.4915981	-529.5021384	-529.5000063
2.41	-529.5538197	-529.5089689	-529.5036316	-529.4979726	-529.5514928	-529.5054309	-529.492037	-529.5514928	-529.5054309	-529.492037	-529.5037122	-529.4996133	-529.9826037	-529.5486924	-529.5022614	-529.4976698	-529.4918085	-529.5457144	-529.5046225	-529.4914964	-529.5457144	-529.5046225	-529.4914964	-529.5020057	-529.4998738
2.4	-529.5537519	-529.508838	-529.503493	-529.4980035	-529.5512983	-529.5054247	-529.4919311	-529.5512983	-529.5054247	-529.4919311	-529.5035736	-529.4994744	-529.9824198	-529.5486279	-529.5021223	-529.4975972	-529.4917884	-529.5455259	-529.5046189	-529.4913894	-529.545526	-529.5046189	-529.4913894	-529.5018665	-529.4997346
2.39	-529.5536825	-529.508701	-529.5033476	-529.4980338	-529.5510971	-529.5054168	-529.4918195	-529.5510971	-529.5054168	-529.4918195	-529.5034281	-529.4993286	-529.9822283	-529.5485617	-529.5019763	-529.4975239	-529.4917622	-529.5453308	-529.5046136	-529.4912767	-529.5453308	-529.5046136	-529.4912767	-529.5017204	-529.4995886
2.38	-529.5536115	-529.5085577	-529.503195	-529.4980635	-529.5508888	-529.5054073	-529.491702	-529.5508888	-529.5054073	-529.491702	-529.5032754	-529.4991757	-529.982029	-529.5484938	-529.5018231	-529.4974499	-529.4917292	-529.5451288	-529.5046067	-529.4911581	-529.5451288	-529.5046067	-529.4911581	-529.5015671	-529.4994354
2.37	-529.5535386	-529.5084077	-529.5030349	-529.4980924	-529.5506733	-529.5053959	-529.4915783	-529.5506733	-529.5053959	-529.4915783	-529.5031153	-529.4990154	-529.9818215	-529.548424	-529.5016626	-529.4973758	-529.491689	-529.5449194	-529.504598	-529.4910332	-529.5449194	-529.504598	-529.4910332	-529.5014064	-529.4992749
2.36	-529.553464	-529.508251	-529.5028671	-529.4981202	-529.5504502	-529.5053826	-529.4914481	-529.5504502	-529.5053827	-529.4914481	-529.5029475	-529.4988472	-529.9816056	-529.5483523	-529.5014942	-529.4973015	-529.4916407	-529.5447025	-529.5045874	-529.4909019	-529.5447026	-529.5045874	-529.4909019	-529.5012379	-529.4991065
2.35	-529.5533874	-529.5080871	-529.5026912	-529.498147	-529.5502192	-529.5053674	-529.4913111	-529.5502192	-529.5053674	-529.4913111	-529.5027715	-529.498671	-529.981381	-529.5482785	-529.5013177	-529.4972275	-529.4915838	-529.5444778	-529.5045748	-529.4907636	-529.5444778	-529.5045748	-529.4907636	-529.5010613	-529.49893
2.34	-529.5533087	-529.507916	-529.5025069	-529.4981723	-529.54998	-529.50535	-529.4911669	-529.54998	-529.50535	-529.491167	-529.5025872	-529.4984864	-529.9811472	-529.5482027	-529.5011328	-529.4971538	-529.4915175	-529.5442448	-529.5045601	-529.4906182	-529.5442448	-529.5045601	-529.4906182	-529.5008762	-529.4987451
2.33	-529.553228	-529.5077374	-529.5023138	-529.4981961	-529.5497325	-529.5053304	-529.4910153	-529.5497323	-529.5053304	-529.4910153	-529.502394	-529.4982929	-529.980904	-529.5481246	-529.5009391	-529.4970809	-529.4914411	-529.5440033	-529.5045432	-529.4904652	-529.5440033	-529.5045432	-529.4904652	-529.5006823	-529.4985513
2.32	-529.5531441	-529.5075507	-529.5021112	-529.498217	-529.5494759	-529.5053085	-529.4908558	-529.5494756	-529.5053085	-529.4908558	-529.5021917	-529.4980904	-529.9806509	-529.5480441	-529.5007362	-529.497009	-529.4913539	-529.5437529	-529.504524	-529.4903042	-529.5437529	-529.504524	-529.4903042	-529.5004793	-529.4983485
2.31	-529.5530587	-529.5073564	-529.5018994	-529.4982368	-529.54921	-529.5052841	-529.490688	-529.5492097	-529.505284	-529.490688	-529.5019799	-529.4978782	-529.9803877	-529.5479613	-529.5005236	-529.4969386	-529.491255	-529.5434933	-529.5045023	-529.490135	-529.5434933	-529.5045023	-529.490135	-529.5002668	-529.498136
2.3	-529.5529709	-529.5071539	-529.5016778	-529.4982542	-529.5489344	-529.505257	-529.4905116	-529.5489344	-529.5052571	-529.4905116	-529.5017582	-529.4976562	-529.9801139	-529.5478758	-529.5003013	-529.4968694	-529.4911439	-529.543224	-529.5044781	-529.4899571	-529.543224	-529.5044781	-529.4899571	-529.5000443	-529.4979137
2.29	-529.5528804	-529.5069431	-529.5014458	-529.4982689	-529.5486489	-529.5052273	-529.4903262	-529.5486489	-529.5052273	-529.4903262	-529.5015261	-529.4974239	-529.9798291	-529.5477876	-529.5000687	-529.4968019	-529.4910198	-529.5429447	-529.5044511	-529.4897702	-529.5429447	-529.5044511	-529.4897702	-529.4998114	-529.4976809
2.28	-529.5527873	-529.5067237	-529.501203	-529.4982804	-529.5483529	-529.5051947	-529.4901313	-529.5483529	-529.5051947	-529.4901313	-529.5012833	-529.4971807	-529.9795329	-529.5476965	-529.4998253	-529.4967363	-529.4908819	-529.542655	-529.5044213	-529.4895737	-529.542655	-529.5044213	-529.4895737	-529.4995678	-529.4974375
2.27	-529.5526912	-529.5064957	-529.5009491	-529.4982883	-529.548046	-529.5051591	-529.4899265	-529.548046	-529.5051591	-529.4899265	-529.5010293	-529.4969264	-529.9792249	-529.5476023	-529.4995705	-529.4966725	-529.4907293	-529.5423544	-529.5043885	-529.4893673	-529.5423544	-529.5043885	-529.4893673	-529.499313	-529.4971828
2.26	-529.5525922	-529.506259	-529.5006835	-529.4982922	-529.5477279	-529.5051203	-529.4897114	-529.5477279	-529.5051203	-529.4897114	-529.5007637	-529.4966605	-529.9789046	-529.5475053	-529.4993043	-529.4966113	-529.4905615	-529.5420425	-529.5043526	-529.4891505	-529.5420425	-529.5043526	-529.4891505	-529.4990466	-529.4969165
2.25	-529.5524901	-529.5060135	-529.5004058	-529.4982914	-529.547398	-529.5050782	-529.4894854	-529.547398	-529.5050782	-529.4894854	-529.500486	-529.4963824	-529.9785715	-529.5474049	-529.4990259	-529.4965523	-529.4903778	-529.5417189	-529.5043133	-529.4889229	-529.5417189	-529.5043133	-529.4889229	-529.498768	-529.4966381
2.24	-529.5523846	-529.5057592	-529.5001155	-529.4982853	-529.5470559	-529.5050327	-529.4892482	-529.5470559	-529.5050327	-529.4892482	-529.5001956	-529.4960917	-529.9782252	-529.5473012	-529.4987348	-529.4964957	-529.4901773	-529.541383	-529.5042705	-529.4886838	-529.541383	-529.5042705	-529.4886838	-529.4984768	-529.496347
2.23	-529.5522757	-529.5054963	-529.499812	-529.4982731	-529.5467011	-529.5049834	-529.4889991	-529.5467011	-529.5049834	-529.4889991	-529.4998921	-529.4957879	-529.9778652	-529.5471954	-529.4984309	-529.4964422	-529.4899599	-529.5410344	-529.5042241	-529.488433	-529.5410344	-529.5042241	-529.488433	-529.4981725	-529.4960429
2.22	-529.5521632	-529.5052248	-529.4994949	-529.498254	-529.546333	-529.5049304	-529.4887377	-529.546333	-529.5049304	-529.4887377	-529.4995749	-529.4954704	-529.977491	-529.5470844	-529.4981131	-529.4963902	-529.4897242	-529.5406726	-529.5041739	-529.4881697	-529.5406726	-529.5041739	-529.4881697	-529.4978544	-529.495725
2.21	-529.5520469	-529.5049453	-529.4991636	-529.4982268	-529.5459512	-529.5048733	-529.4884634	-529.5459512	-529.5048733	-529.4884634	-529.4992436	-529.4951387	-529.9771019	-529.5469695	-529.4977811	-529.4963403	-529.48947	-529.5402969	-529.5041196	-529.4878935	-529.5402969	-529.5041196	-529.4878935	-529.4975222	-529.4953929
2.2	-529.5519266	-529.5046581	-529.4988176	-529.4981903	-529.5455552	-529.504812	-529.4881756	-529.5455552	-529.504812	-529.4881756	-529.4988975	-529.4947923	-529.9766976	-529.5468505	-529.4974343	-529.4962924	-529.4891967	-529.539907	-529.5040612	-529.4876038	-529.539907	-529.5040612	-529.4876038	-529.4971752	-529.4950461
2.19	-529.5518021	-529.5043639	-529.4984561	-529.498143	-529.5451442	-529.5047462	-529.4878738	-529.5451442	-529.5047462	-529.4878738	-529.498536	-529.4944305	-529.9762773	-529.5467273	-529.4970721	-529.4962462	-529.4889037	-529.5395022	-529.5039982	-529.4872999	-529.5395022	-529.5039983	-529.4872999	-529.4968128	-529.4946839
2.18	-529.5516733	-529.5040638	-529.4980832	-529.4980787	-529.5447178	-529.5046758	-529.4875573	-529.5447178	-529.5046758	-529.4875573	-529.4981585	-529.4940527	-529.9758405	-529.5465995	-529.4966939	-529.4962015	-529.4885905	-529.5390818	-529.5039307	-529.4869814	-529.5390818	-529.5039307	-529.4869814	-529.4964344	-529.4943057
2.17	-529.5515399	-529.503759	-529.4977028	-529.4979903	-529.5442753	-529.5046006	-529.4872255	-529.5442753	-529.5046006	-529.4872255	-529.4977644	-529.4936582	-529.9753866	-529.5464671	-529.4962991	-529.496158	-529.4882566	-529.5386454	-529.5038583	-529.4866476	-529.5386454	-529.5038583	-529.4866476	-529.4960394	-529.4939109
2.16	-529.5514017	-529.503451	-529.4972734	-529.4979171	-529.5438161	-529.5045202	-529.4868778	-529.5438161	-529.5045202	-529.4868778	-529.4973531	-529.4932465	-529.9749149	-529.5463299	-529.495887	-529.4961153	-529.4879015	-529.5381922	-529.5037807	-529.4862977	-529.5381922	-529.5037808	-529.4862977	-529.4956271	-529.4934987
2.15	-529.5512586	-529.5031419	-529.4968441	-529.4978054	-529.5433396	-529.5044345	-529.4865134	-529.5433396	-529.5044345	-529.4865134	-529.4969238	-529.4928169	-529.9744248	-529.5461873	-529.495469	-529.4960596	-529.4875245	-529.5377216	-529.5036979	-529.4859311	-529.5377216	-529.5036979	-529.4859311	-529.4951968	-529.4930687
2.14	-529.5511102	-529.5028341	-529.4963962	-529.4976703	-529.542845	-529.5043432	-529.4861317	-529.542845	-529.5043432	-529.4861317	-529.4964758	-529.4923686	-529.9739156	-529.5460396	-529.4950082	-529.4960296	-529.4871251	-529.5372329	-529.5036094	-529.4855472	-529.5372329	-529.5036094	-529.4855472	-529.4947479	-529.4926199
2.13	-529.5509557	-529.5025268	-529.4959266	-529.497505	-529.5423316	-529.5042461	-529.4857319	-529.5423316	-529.5042461	-529.4857319	-529.4960084	-529.4919009	-529.9733865	-529.5458863	-529.4945401	-529.495987	-529.4867028	-529.5367254	-529.503515	-529.485145	-529.5367254	-529.503515	-529.485145	-529.4942796	-529.4921519
2.12	-529.550796	-529.5022305	-529.4954391	-529.4973112	-529.5417987	-529.5041429	-529.4853132	-529.5417987	-529.5041429	-529.4853132	-529.4955209	-529.491413	-529.972837	-529.5457272	-529.4940518	-529.4959435	-529.4862571	-529.5361984	-529.5034145	-529.484724	-529.5361984	-529.5034145	-529.484724	-529.4937911	-529.4916636
2.11	-529.5506305	-529.5019443	-529.4949306	-529.4970819	-529.5412456	-529.5040332	-529.4848749	-529.5412456	-529.5040332	-529.4848749	-529.4950124	-529.4909042	-529.9722662	-529.545562	-529.4935425	-529.4958989	-529.4857873	-529.535651	-529.5033075	-529.4842834	-529.535651	-529.5033075	-529.4842834	-529.4932816	-529.4911543
2.1	-529.5504586	-529.5016712	-529.4944004	-529.4968132	-529.5406715	-529.5039167	-529.4844162	-529.5406715	-529.5039168	-529.4844162	-529.4944821	-529.4903736	-529.9716732	-529.5453905	-529.4930114	-529.4958524	-529.4852927	-529.5350826	-529.5031938	-529.4838222	-529.5350826	-529.5031938	-529.4838222	-529.4927503	-529.4906232
2.09	-529.5502802	-529.5014134	-529.4938475	-529.4965018	-529.5400755	-529.5037933	-529.4839361	-529.5400755	-529.5037933	-529.4839361	-529.4939288	-529.4898203	-529.9710573	-529.5452123	-529.4924577	-529.4958037	-529.4847728	-529.5344921	-529.5030731	-529.4833398	-529.5344922	-529.5030731	-529.4833398	-529.4921963	-529.4900695
2.08	-529.550095	-529.5011723	-529.4932711	-529.4961449	-529.5394568	-529.5036625	-529.4834339	-529.5394568	-529.5036625	-529.4834339	-529.4933524	-529.4892436	-529.9704177	-529.5450271	-529.4918805	-529.4957523	-529.4842268	-529.533879	-529.5029449	-529.4828351	-529.533879	-529.5029449	-529.4828351	-529.4916189	-529.4894923
2.07	-529.5499026	-529.5009482	-529.4926704	-529.495741	-529.5388145	-529.5035239	-529.4829086	-529.5388145	-529.5035239	-529.4829086	-529.4927516	-529.4886424	-529.9697534	-529.5448347	-529.4912789	-529.4956976	-529.4836539	-529.5332421	-529.502809	-529.4823073	-529.5332421	-529.502809	-529.4823073	-529.4910171	-529.4888907
