R	H01	H02	H03	H04	H05	H06	H07	H08	H09	H010	H011	H012	H013	H014	H015	H016	H017	H018	H019	H020	H021	H022	H023	H024	H025
2.06	-529.5497027	-529.5007402	-529.4920443	-529.4952896	-529.5381477	-529.5033773	-529.4823593	-529.5381477	-529.5033773	-529.4823593	-529.4921254	-529.4880159	-529.9690636	-529.5446348	-529.4906519	-529.4956392	-529.4830535	-529.5325806	-529.502665	-529.4817554	-529.5325806	-529.5026651	-529.4817554	-529.4903898	-529.4882637
2.05	-529.549495	-529.5005471	-529.4913918	-529.4947909	-529.5374555	-529.5032223	-529.4817849	-529.5374555	-529.5032223	-529.4817849	-529.491473	-529.4873631	-529.9683474	-529.5444269	-529.4899986	-529.4955764	-529.4824246	-529.5318936	-529.5025126	-529.4811785	-529.5318936	-529.5025126	-529.4811785	-529.4897363	-529.4876104
2.04	-529.5492791	-529.5003664	-529.490712	-529.4942456	-529.5367368	-529.5030584	-529.4811845	-529.5367368	-529.5030584	-529.4811845	-529.4907931	-529.4866829	-529.9676037	-529.5442108	-529.489318	-529.4955089	-529.4817664	-529.5311801	-529.5023512	-529.4805755	-529.5311802	-529.5023512	-529.4805755	-529.4890554	-529.4869298
2.03	-529.5490548	-529.5001959	-529.4900039	-529.4936547	-529.5359907	-529.5028853	-529.4805571	-529.5359907	-529.5028853	-529.4805571	-529.4900849	-529.4859744	-529.9668314	-529.5439862	-529.4886094	-529.495436	-529.481078	-529.5304391	-529.5021806	-529.4799454	-529.5304391	-529.5021806	-529.4799454	-529.4883461	-529.4862207
2.02	-529.5488215	-529.5000329	-529.4892662	-529.4930194	-529.5352162	-529.5027025	-529.4799014	-529.5352162	-529.5027025	-529.4799014	-529.4893472	-529.4852364	-529.9660299	-529.5437526	-529.4878711	-529.4953575	-529.4803591	-529.5296695	-529.5020002	-529.4792871	-529.5296695	-529.5020002	-529.4792871	-529.4876073	-529.4854822
2.01	-529.5485789	-529.499875	-529.488498	-529.4923404	-529.5344121	-529.5025096	-529.4792166	-529.5344121	-529.5025096	-529.4792166	-529.4885789	-529.4844677	-529.9651978	-529.5435095	-529.4871019	-529.4952721	-529.4796074	-529.5288702	-529.5018097	-529.4785995	-529.5288703	-529.5018097	-529.4785995	-529.4868379	-529.484713
2	-529.5483265	-529.4997198	-529.487698	-529.4916184	-529.5335773	-529.5023061	-529.4785012	-529.5335773	-529.5023061	-529.4785012	-529.4877789	-529.4836674	-529.9643341	-529.5432566	-529.486301	-529.4951796	-529.4788226	-529.5280402	-529.5016086	-529.4778814	-529.5280402	-529.5016086	-529.4778814	-529.4860368	-529.4839121
1.99	-529.5480641	-529.4995652	-529.486865	-529.4908539	-529.5327106	-529.5020916	-529.4777542	-529.5327106	-529.5020916	-529.4777542	-529.4869459	-529.4828341	-529.9634376	-529.5429935	-529.4854672	-529.4950794	-529.4780036	-529.5271782	-529.5013963	-529.4771317	-529.5271782	-529.5013963	-529.4771317	-529.4852027	-529.4830783
1.98	-529.547791	-529.4994093	-529.4859979	-529.490047	-529.5318109	-529.5018655	-529.4769744	-529.5318109	-529.5018655	-529.4769744	-529.4860787	-529.4819665	-529.9625071	-529.5427197	-529.4845991	-529.4949709	-529.4771491	-529.526283	-529.5011725	-529.4763492	-529.526283	-529.5011725	-529.4763492	-529.4843343	-529.4822103
1.97	-529.5475068	-529.4992503	-529.4850953	-529.4891977	-529.5308769	-529.5016273	-529.4761603	-529.5308769	-529.5016273	-529.4761603	-529.485176	-529.4810635	-529.9615415	-529.5424348	-529.4836956	-529.4948534	-529.476258	-529.5253533	-529.5009364	-529.4755323	-529.5253533	-529.5009364	-529.4755323	-529.4834305	-529.4813067
1.96	-529.5472111	-529.4990867	-529.4841558	-529.4883057	-529.5299073	-529.5013764	-529.4753108	-529.5299073	-529.5013764	-529.4753108	-529.4842365	-529.4801237	-529.9605394	-529.5421383	-529.4827552	-529.4947263	-529.4753291	-529.5243879	-529.5006876	-529.4746799	-529.524388	-529.5006876	-529.4746799	-529.4824899	-529.4803664
1.95	-529.5469033	-529.4989171	-529.4831782	-529.4873703	-529.5289009	-529.5011123	-529.4744244	-529.5289009	-529.5011123	-529.4744244	-529.4832588	-529.4791457	-529.9594995	-529.5418296	-529.4817766	-529.4945888	-529.4743611	-529.5233855	-529.5004256	-529.4737906	-529.5233855	-529.5004256	-529.4737906	-529.481511	-529.4793878
1.94	-529.546583	-529.4987403	-529.4821609	-529.4863911	-529.5278561	-529.5008344	-529.4734996	-529.5278561	-529.5008344	-529.4734996	-529.4822414	-529.4781281	-529.9584206	-529.5415082	-529.4807584	-529.4944404	-529.4733526	-529.5223446	-529.5001496	-529.4728629	-529.5223446	-529.5001496	-529.4728629	-529.4804926	-529.4783697
1.93	-529.5462495	-529.4985546	-529.4811026	-529.4853668	-529.5267716	-529.500542	-529.4725351	-529.5267716	-529.500542	-529.4725351	-529.4811835	-529.4770693	-529.9573011	-529.5411738	-529.4796991	-529.4942804	-529.4723022	-529.5212638	-529.499859	-529.4718954	-529.5212638	-529.4998591	-529.4718954	-529.479433	-529.4773104
1.92	-529.5459023	-529.4983589	-529.4800015	-529.4842967	-529.525646	-529.5002345	-529.4715293	-529.525646	-529.5002345	-529.4715293	-529.4800824	-529.475968	-529.9561397	-529.5408254	-529.4785972	-529.4941078	-529.4712085	-529.5201417	-529.4995533	-529.4708866	-529.5201417	-529.4995533	-529.4708866	-529.4783308	-529.4762085
1.91	-529.5455407	-529.4981523	-529.4788564	-529.4831795	-529.5244776	-529.4999111	-529.4704805	-529.5244776	-529.4999111	-529.4704805	-529.4789372	-529.4748225	-529.9549349	-529.5404627	-529.4774513	-529.4939218	-529.4700701	-529.5189767	-529.4992317	-529.4698349	-529.5189767	-529.4992317	-529.4698349	-529.4771844	-529.4750624
1.9	-529.5451642	-529.4979337	-529.4776654	-529.4820139	-529.5232649	-529.4995713	-529.4693872	-529.5232649	-529.4995713	-529.4693872	-529.4777461	-529.4736311	-529.9536851	-529.540085	-529.4762593	-529.4937218	-529.4688852	-529.5177672	-529.4988934	-529.4687386	-529.5177672	-529.4988934	-529.4687386	-529.4759922	-529.4738705
1.895	-529.5449696	-529.4978192	-529.4770525	-529.4814132	-529.5226414	-529.4993948	-529.4688234	-529.5226414	-529.4993948	-529.4688234	-529.477133	-529.473018	-529.9530428	-529.5398905	-529.4756461	-529.4936163	-529.468275	-529.5171453	-529.4987178	-529.4681733	-529.5171453	-529.4987178	-529.4681733	-529.4753786	-529.4732571
1.89	-529.5447715	-529.4977016	-529.4764273	-529.4807992	-529.5220063	-529.499214	-529.4682477	-529.5220063	-529.499214	-529.4682477	-529.4765077	-529.4723926	-529.9523887	-529.5396918	-529.4750204	-529.4935069	-529.4676524	-529.5165117	-529.4985378	-529.4675962	-529.5165117	-529.4985378	-529.4675962	-529.4747528	-529.4726314
1.885	-529.5445694	-529.4975804	-529.4757897	-529.4801725	-529.5213592	-529.4990287	-529.4676601	-529.5213592	-529.4990287	-529.4676601	-529.47587	-529.4717548	-529.9517226	-529.539489	-529.4743823	-529.4933935	-529.4670174	-529.5158661	-529.4983532	-529.4670071	-529.5158661	-529.4983532	-529.4670071	-529.4741145	-529.4719934
1.88	-529.5443631	-529.4974555	-529.4751396	-529.4795327	-529.5207001	-529.4988387	-529.4670603	-529.5207001	-529.4988387	-529.4670603	-529.4752199	-529.4711045	-529.9510442	-529.539282	-529.4737317	-529.4932761	-529.4663698	-529.5152083	-529.498164	-529.4664057	-529.5152083	-529.498164	-529.4664057	-529.4734638	-529.4713428
1.875	-529.5441526	-529.4973267	-529.4744767	-529.4788798	-529.5200286	-529.4986441	-529.4664481	-529.5200286	-529.4986441	-529.4664481	-529.4745569	-529.4704415	-529.9503533	-529.5390707	-529.4730684	-529.4931545	-529.4657093	-529.5145382	-529.49797	-529.465792	-529.5145382	-529.49797	-529.465792	-529.4728003	-529.4706794
1.87	-529.5439377	-529.497194	-529.4738008	-529.4782135	-529.5193446	-529.4984446	-529.4658232	-529.5193446	-529.4984446	-529.4658232	-529.473881	-529.4697654	-529.9496498	-529.5388551	-529.472392	-529.4930286	-529.4650357	-529.5138554	-529.4977711	-529.4651655	-529.5138554	-529.4977711	-529.4651655	-529.4721238	-529.4700031
1.865	-529.5437184	-529.4970571	-529.4731117	-529.4775336	-529.5186478	-529.4982402	-529.4651854	-529.5186478	-529.4982402	-529.4651854	-529.4731918	-529.4690762	-529.9489333	-529.5386351	-529.4717025	-529.4928983	-529.4643487	-529.5131598	-529.4975673	-529.4645262	-529.5131598	-529.4975673	-529.4645262	-529.4714341	-529.4693136
1.86	-529.5434945	-529.4969161	-529.4724092	-529.4768399	-529.517938	-529.4980307	-529.4645344	-529.517938	-529.4980307	-529.4645344	-529.4724892	-529.4683734	-529.9482037	-529.5384105	-529.4709994	-529.4927634	-529.4636483	-529.5124512	-529.4973585	-529.4638737	-529.5124512	-529.4973585	-529.4638737	-529.470731	-529.4686106
1.855	-529.543266	-529.4967706	-529.4716929	-529.4761321	-529.5172149	-529.4978161	-529.4638701	-529.5172149	-529.4978161	-529.4638701	-529.4717729	-529.467657	-529.9474608	-529.5381812	-529.4702827	-529.4926239	-529.4629341	-529.5117292	-529.4971444	-529.4632078	-529.5117293	-529.4971444	-529.4632078	-529.4700141	-529.4678939
1.85	-529.5430328	-529.4966206	-529.4709627	-529.47541	-529.5164784	-529.4975962	-529.4631921	-529.5164784	-529.4975962	-529.4631921	-529.4710427	-529.4669266	-529.9467042	-529.5379472	-529.4695521	-529.4924795	-529.4622058	-529.5109937	-529.496925	-529.4625283	-529.5109937	-529.496925	-529.4625283	-529.4692833	-529.4671632
1.845	-529.5427948	-529.4964659	-529.4702183	-529.4746735	-529.5157281	-529.4973709	-529.4625003	-529.5157281	-529.4973709	-529.4625003	-529.4702982	-529.4661821	-529.9459338	-529.5377083	-529.4688072	-529.4923303	-529.4614633	-529.5102445	-529.4967002	-529.4618349	-529.5102445	-529.4967002	-529.4618349	-529.4685383	-529.4664184
1.84	-529.5425518	-529.4963064	-529.4694595	-529.4739222	-529.514964	-529.4971401	-529.4617944	-529.514964	-529.4971401	-529.4617944	-529.4695393	-529.4654231	-529.9451494	-529.5374645	-529.4680479	-529.492176	-529.4607062	-529.5094812	-529.4964698	-529.4611274	-529.5094812	-529.4964698	-529.4611274	-529.4677788	-529.4656591
1.835	-529.5423038	-529.4961419	-529.468686	-529.4731559	-529.5141855	-529.4969037	-529.4610741	-529.5141855	-529.4969037	-529.4610741	-529.4687657	-529.4646493	-529.9443506	-529.5372157	-529.4672739	-529.4920165	-529.4599344	-529.5087037	-529.4962338	-529.4604055	-529.5087037	-529.4962338	-529.4604055	-529.4670046	-529.4648851
1.83	-529.5420506	-529.4959723	-529.4678974	-529.4723744	-529.5133926	-529.4966614	-529.460339	-529.5133926	-529.4966614	-529.460339	-529.4679771	-529.4638607	-529.9435373	-529.5369616	-529.4664849	-529.4918516	-529.4591476	-529.5079116	-529.495992	-529.4596689	-529.5079116	-529.495992	-529.4596689	-529.4662155	-529.4640961
1.825	-529.5417921	-529.4957975	-529.4670937	-529.4715775	-529.512585	-529.4964133	-529.4595891	-529.512585	-529.4964133	-529.4595891	-529.4671732	-529.4630567	-529.9427092	-529.5367023	-529.4656806	-529.4916813	-529.4583455	-529.5071048	-529.4957442	-529.4589173	-529.5071048	-529.4957442	-529.4589174	-529.4654111	-529.4632919
1.82	-529.5415283	-529.4956172	-529.4662744	-529.4707647	-529.5117623	-529.4961591	-529.458824	-529.5117623	-529.4961591	-529.458824	-529.4663539	-529.4622373	-529.9418661	-529.5364375	-529.4648609	-529.4915054	-529.4575278	-529.5062829	-529.4954903	-529.4581507	-529.5062829	-529.4954903	-529.4581507	-529.4645913	-529.4624722
1.815	-529.541259	-529.4954314	-529.4654394	-529.469936	-529.5109245	-529.4958988	-529.4580435	-529.5109245	-529.4958988	-529.4580435	-529.4655188	-529.4614021	-529.9410076	-529.5361673	-529.4640254	-529.4913237	-529.4566943	-529.5054457	-529.4952303	-529.4573686	-529.5054457	-529.4952303	-529.4573686	-529.4637556	-529.4616367
1.81	-529.5409841	-529.4952398	-529.4645883	-529.469091	-529.5100711	-529.4956322	-529.4572472	-529.5100711	-529.4956322	-529.4572472	-529.4646676	-529.4605508	-529.9401335	-529.5358914	-529.4631739	-529.4911361	-529.4558448	-529.504593	-529.4949639	-529.4565707	-529.504593	-529.4949639	-529.4565707	-529.4629039	-529.4607852
1.805	-529.5407034	-529.4950424	-529.4637208	-529.4682295	-529.5092019	-529.4953592	-529.4564349	-529.5092019	-529.4953592	-529.4564349	-529.4638	-529.4596832	-529.9392435	-529.5356097	-529.462306	-529.4909425	-529.4549788	-529.5037244	-529.4946911	-529.4557568	-529.5037244	-529.4946911	-529.4557568	-529.4620358	-529.4599173
1.8	-529.5404169	-529.4948389	-529.4628367	-529.4673511	-529.5083166	-529.4950795	-529.4556062	-529.5083166	-529.4950795	-529.4556062	-529.4629159	-529.458799	-529.9383375	-529.5353222	-529.4614214	-529.4907426	-529.4540962	-529.5028397	-529.4944117	-529.4549266	-529.5028397	-529.4944117	-529.4549266	-529.4611512	-529.4590328
1.795	-529.5401244	-529.4946293	-529.4619357	-529.4664557	-529.507415	-529.4947932	-529.454761	-529.507415	-529.4947932	-529.454761	-529.4620148	-529.4578978	-529.9374151	-529.5350286	-529.46052	-529.4905363	-529.4531967	-529.5019386	-529.4941254	-529.4540798	-529.5019386	-529.4941254	-529.4540798	-529.4602496	-529.4581314
1.79	-529.5398258	-529.4944132	-529.4610175	-529.4655428	-529.5064967	-529.4944999	-529.4538989	-529.5064967	-529.4944999	-529.4538989	-529.4610965	-529.4569794	-529.936476	-529.5347289	-529.4596013	-529.4903235	-529.4522799	-529.5010184	-529.4938279	-529.4532158	-529.5010184	-529.4938279	-529.4532158	-529.4593307	-529.4572127
1.785	-529.5395209	-529.4941906	-529.4600818	-529.4646122	-529.5055616	-529.4941996	-529.4530195	-529.5055616	-529.4941996	-529.4530195	-529.4601606	-529.4560435	-529.93552	-529.534423	-529.4586651	-529.4901039	-529.4513456	-529.5000835	-529.4935279	-529.4523349	-529.5000835	-529.4935279	-529.4523349	-529.4583944	-529.4562765
1.78	-529.5392095	-529.4939611	-529.4591284	-529.4636642	-529.5046091	-529.4938921	-529.4521226	-529.5046091	-529.4938921	-529.4521226	-529.4592042	-529.4550829	-529.9345467	-529.5341104	-529.4577112	-529.4898774	-529.4503935	-529.4991327	-529.4932247	-529.4514354	-529.4991327	-529.4932247	-529.4514354	-529.4574404	-529.4553228
