E	J	d1	d2
70	10	-0.2640884879186481	0.1831632202448564
70	11	-0.4724904565925128	0.10397098397877923
70	12	-0.7062095534937827	0.017597040146428627
70	13	-0.9635372307586464	-0.07596300159806046
70	14	-1.2419419962254126	-0.17653083163967262
70	15	-1.5328741649322235	-0.28417292071941336
70	16	1.310990803402486	-0.39895188390880887
70	17	1.0051425896977029	-0.5207974866606707
70	18	0.6825083713456752	-0.6496948133281522
70	19	0.3301342115756629	-0.7856358511105332
70	20	-0.058538654475160525	-0.9285917592140668
70	21	-0.4734797557892388	-1.0785393737525801
70	22	-0.893248567564606	-1.2354556810314583
70	23	-1.3088072421221613	-1.3994380177385748
70	24	1.4057921526290176	-1.5701818696051828
70	25	0.9405119691689355	1.3937788421791044
70	26	0.43324785589022397	1.2092471776267681
70	27	-0.08177551635301622	1.017878367895079
70	28	-0.581772957755147	0.8196837282661655
70	29	-1.0945147755461493	0.6147007102208996
70	30	1.4838094070397827	0.40295531103310145
75	0	-0.2453153147176306	-1.4319327865285196
75	1	-0.2638235276594901	-1.439563106930133
75	2	-0.3009922844878853	-1.4548226785408493
75	3	-0.35712893584739713	-1.477709078010924
75	4	-0.43269218456411196	-1.508218054166236
75	5	-0.5283039205684379	-1.546343544281404
75	6	-0.6451572057327527	1.5495147878231428
75	7	-0.7821335606294921	1.4961756707147615
75	8	-0.9387812416011524	1.435206380315628
75	9	-1.114934426195096	1.3666799775140008
75	10	-1.3093554538980257	1.2906025183274987
75	11	-1.516987569594684	1.206956379052777
75	12	1.4046307948143895	1.115809048118753
75	13	1.1725415906968288	1.0170728060879866
75	14	0.9267398241313207	0.9108801145641485
75	15	0.6594031057005638	0.7971592236357737
75	16	0.3650898698202603	0.67597438951539
75	17	0.03827015270014878	0.5473328914507821
75	18	-0.31212118459576893	0.41118147524122306
75	19	-0.6777532775321	0.2677117411447247
75	20	-1.0441175651550991	0.11683648507686986
75	21	-1.4126164362730445	-0.041316476045558305
75	22	1.338919715756142	-0.20686902325290898
75	23	0.909724819717303	-0.3797276602288178
75	24	0.44423783538316447	-0.5598646678577506
75	25	-0.028614140252438892	-0.7472493461373684
75	26	-0.4899771518513273	-0.9418524774345289
75	27	-0.9602898803808849	-1.1436450261385627
75	28	-1.4731451272313243	-1.3526668970478752
75	29	1.1128274920705516	-1.5686811184173517
75	30	0.5621286974261854	1.3497988275901314
80	0	-1.2674970889627468	0.1432877085937565
80	1	-1.286243664765333	0.13517493729495383
80	2	-1.3229765950147783	0.11894223758806506
80	3	-1.377503689378589	0.09459668599426029
80	4	-1.4494162261594052	0.062143441033457335
80	5	-1.5382193796821315	0.021547579875677146
80	6	1.4979425589049047	-0.027092742309219535
80	7	1.3760959496621044	-0.08380202477499209
80	8	1.2364123438302994	-0.14863584029661503
80	9	1.0805917494392692	-0.22148099141892003
80	10	0.9051843607022988	-0.30236758586620505
80	11	0.7074126722980044	-0.3913019756746667
80	12	0.48415246814916296	-0.48825498218743535
80	13	0.23620511052412096	-0.5931981539247646
80	14	-0.03603266704774771	-0.7061156320614601
80	15	-0.323095068349735	-0.8269867551187728
80	16	-0.6198004640859196	-0.9557839615410274
80	17	-0.9206653061611431	-1.092518581888729
80	18	-1.2326858844594553	-1.2371137131163343
80	19	-1.5644063748953538	-1.3894952772452875
80	20	1.210597974554348	-1.5497467150679656
80	21	0.8087821968538681	1.4238029773769814
80	22	0.3891862948113557	1.247998924216996
80	23	-0.028552027003932223	1.0644430558063456
80	24	-0.4437264387974054	0.8731891291127574
80	25	-0.8785525699734797	0.6743178782137454
80	26	-1.3573990762267032	0.4678318154583667
80	27	1.2696506384767698	0.2537582243135661
80	28	0.760054424568695	0.032136415022443875
80	29	0.2636505004063545	-0.19700520755301776
80	30	-0.25711452456280814	-0.4336140018862937
85	0	0.9798095797476518	-0.8862720284961876
85	1	0.9609887003135326	-0.8949663731139229
85	2	0.9240354168367798	-0.9123858950263389
85	3	0.8685789492350302	-0.938522760486822
85	4	0.7942755701491041	-0.9733652520987772
85	5	0.6997309530421779	-1.0168689149323877
85	6	0.5854092187031592	-1.0690533795325947
85	7	0.45109869326204527	-1.129912737892574
85	8	0.2977965657797495	-1.1994330780426936
85	9	0.12695422219712102	-1.2775957078149673
85	10	-0.060384609188880486	-1.364379824469277
85	11	-0.25944776730878005	-1.4597682692535996
85	12	-0.47085983484295235	-1.5637366252305855
85	13	-0.6934576274798411	1.4653270038590815
85	14	-0.9321091534755093	1.3442474311877985
85	15	-1.192439246213082	1.214668849984308
85	16	-1.4798353980311174	1.0766488373729453
85	17	1.3428186340485386	0.930147208515879
85	18	0.9991533890017539	0.7752470872692255
85	19	0.6436035304571468	0.6119542079207043
85	20	0.2890263064940498	0.44027944431894783
85	21	-0.07014675988319086	0.26032677489413053
85	22	-0.447181006940226	0.07211225867624901
85	23	-0.8607219777674691	-0.12431481213671901
85	24	-1.3141050692163372	-0.3289602941712539
85	25	1.3617481106151925	-0.5417538980761566
85	26	0.9073424242321199	-0.7626520259707367
85	27	0.45201999559217393	-0.9916086550136896
85	28	-0.0390492628527172	-1.2285809985942802
85	29	-0.5779147683105029	-1.473545439621387
85	30	-1.1281278137880262	1.415227154723616
90	0	0.03782768652493442	-1.25115422989059
90	1	0.020783458061456775	-1.2606118403725683
90	2	-0.013216945482616715	-1.2795245627588447
90	3	-0.06381664531645076	-1.3078875794231295
90	4	-0.13117624616209736	-1.3456929119418222
90	5	-0.2164238257671999	-1.392930443227195
90	6	-0.31706880063579057	-1.4495862296363053
90	7	-0.4347813772449357	-1.515647989892819
90	8	-0.5706090785707121	1.5504957340786008
90	9	-0.7272010355848997	1.4656813606528778
90	10	-0.904682193700458	1.371520833139857
90	11	-1.1048219597602804	1.2680221926595563
90	12	-1.3297039358674223	1.155266020985699
90	13	1.5660357745326134	1.0332183881808792
90	14	1.3029683293675753	0.9019680586088701
90	15	1.0309219749630711	0.7615006794450007
90	16	0.7530205839487237	0.6118822576489685
90	17	0.46682449165573475	0.45312177613910287
90	18	0.16351223867715475	0.2853061006292538
90	19	-0.1676353048194737	0.10843405260075599
90	20	-0.534766739231946	-0.0774326595124836
90	21	-0.9299897659704817	-0.27224325506048375
90	22	-1.3333272846010795	-0.4759473273866242
90	23	1.4105550526046613	-0.6885087697396938
90	24	1.0096302656582012	-0.9098679631326377
90	25	0.5811022008606934	-1.1399773020362303
90	26	0.10607287817664075	-1.3787666143001387
90	27	-0.3960067851942775	1.5154053974215274
90	28	-0.8878011595557465	1.2594101765589663
90	29	-1.3692656371461942	0.9949002758133428
90	30	1.2615661642205351	0.7219381480314638
95	0	-0.8141359482486166	-0.763028816911425
95	1	-0.8325966678204203	-0.7734673747903137
95	2	-0.8696157804144747	-0.7943391847839079
95	3	-0.9283958188744933	-0.8256232573432565
95	4	-1.0027937874661925	-0.8673345586788683
95	5	-1.095753432314772	-0.9194479523724157
95	6	-1.205971211329183	-0.9819470529833002
95	7	-1.3315413443903834	-1.054818986199999
95	8	-1.4741157175888955	-1.1380175339398142
95	9	1.5115124111553888	-1.231534085422231
95	10	1.3413780158325126	-1.3353444355644475
95	11	1.158403095687158	-1.4493943407101346
95	12	0.9600548468845416	1.5679282287907026
95	13	0.7413700303546286	1.433481725029226
95	14	0.49972392737053245	1.2889018419259546
95	15	0.2312806424472983	1.1342231741872066
95	16	-0.06702546508706546	0.9695237351828833
95	17	-0.3833416900214438	0.7948277082500065
95	18	-0.709096028928321	0.6101932454863032
95	19	-1.0359446482020267	0.415687937322999
95	20	-1.3681054499564262	0.21135719792770194
95	21	1.4241928135834845	-0.0027370408526564004
95	22	1.0395421420220379	-0.22652256755002897
95	23	0.6167972509893657	-0.4599314375951728
95	24	0.1746371503470897	-0.7029052533875755
95	25	-0.26074902582881937	-0.9553701022498141
95	26	-0.6899354550113459	-1.2172533310797164
95	27	-1.1413813800717911	-1.488480691801855
95	28	1.5017024265478094	1.3726129006331151
95	29	0.9694412240954265	1.082931128971805
95	30	0.44952225048824973	0.7841365470980083
100	0	1.5061920918814307	0.8770092426555663
100	1	1.4894542218834415	0.8652102033509393
100	2	1.455834916529908	0.8416170032184784
100	3	1.4051088539056782	0.8062394275090394
100	4	1.336771096544672	0.7590921892068572
100	5	1.2492467010917696	0.7001940886973126
100	6	1.1436765127776218	0.6295722771385958
100	7	1.0184134684689838	0.5472535175551102
100	8	0.872829806204243	0.4532718559605029
100	9	0.7057511083927472	0.34766679805113
100	10	0.5205309317450922	0.2304811143621089
100	11	0.3186691964616506	0.10176183751134078
100	12	0.1047726900097085	-0.03844169410570048
100	13	-0.12123158878733589	-0.19006302935686464
100	14	-0.356345756124199	-0.35305369859217883
100	15	-0.6015597378965416	-0.5273395081555246
100	16	-0.8646293850959663	-0.7128599039299606
100	17	-1.15166624170704	-0.9095384608049448
100	18	-1.471333993366538	-1.117300157749967
100	19	1.3227646295734912	-1.3360716464314775
100	20	0.9550908632607226	-1.565753102957793
100	21	0.5886595076620875	1.335319930472065
100	22	0.22362838693681406	1.0840534125300538
