E, cm-1	Sigma_00, cm2	
1.0664297161e+05	2.6070422710e-14
1.0665918692e+05	2.6058422291e-14
1.0667558999e+05	2.6045123524e-14
1.0669218300e+05	2.6031770485e-14
1.0670896815e+05	2.6019449460e-14
1.0672594766e+05	2.6008335910e-14
1.0674312379e+05	2.5999034063e-14
1.0676049880e+05	2.5991724439e-14
1.0677807501e+05	2.5985602808e-14
1.0679585474e+05	2.5859428795e-14
1.0681384035e+05	2.5855221637e-14
1.0683203423e+05	2.5968911735e-14
1.0685043878e+05	2.5960865359e-14
1.0686905644e+05	2.5833227925e-14
1.0688788969e+05	2.5820451344e-14
1.0690694101e+05	2.5804497577e-14
1.0692621294e+05	2.5899850036e-14
1.0694570803e+05	2.5762998969e-14
1.0696542886e+05	2.5738288339e-14
1.0698537804e+05	2.5711761838e-14
1.0700555823e+05	2.5683852266e-14
1.0702597209e+05	2.5655861459e-14
1.0704662234e+05	2.5628288958e-14
1.0706751170e+05	2.5601599037e-14
1.0708864295e+05	2.5576796716e-14
1.0711001889e+05	2.5553848305e-14
1.0713164235e+05	2.5532930444e-14
1.0715351620e+05	2.5514364937e-14
1.0717564333e+05	2.5606494313e-14
1.0719802669e+05	2.5481822861e-14
1.0722066923e+05	2.5467357356e-14
1.0724357396e+05	2.5562104159e-14
1.0726674391e+05	2.5547194842e-14
1.0729018216e+05	2.5422177582e-14
1.0731389182e+05	2.5404369985e-14
1.0733787601e+05	2.5492485330e-14
1.0736213794e+05	2.5469040776e-14
1.0738668080e+05	2.5442282360e-14
1.0741150785e+05	2.5412446095e-14
1.0743662239e+05	2.5379033998e-14
1.0746202774e+05	2.5342509496e-14
1.0748772727e+05	2.5303147008e-14
1.0751372439e+05	2.5261054256e-14
1.0754002253e+05	2.5318450118e-14
1.0756662520e+05	2.5171413644e-14
1.0759353591e+05	2.5224630453e-14
1.0762075824e+05	2.5177224030e-14
1.0764829578e+05	2.5129845422e-14
1.0767615219e+05	2.5083399388e-14
1.0770433117e+05	2.5038015387e-14
1.0773283644e+05	2.5092082252e-14
1.0776167179e+05	2.4952144572e-14
1.0779084103e+05	2.5010936000e-14
1.0782034804e+05	2.4973694970e-14
1.0785019672e+05	2.4938555434e-14
1.0788039104e+05	2.4905454741e-14
1.0791093499e+05	2.4972514586e-14
1.0794183262e+05	2.4943304575e-14
1.0797308803e+05	2.4915590962e-14
1.0800470536e+05	2.4888841615e-14
1.0803668880e+05	2.4958909395e-14
1.0806904259e+05	2.4932570142e-14
1.0810177102e+05	2.4905725962e-14
1.0813487843e+05	2.4972519202e-14
1.0816836921e+05	2.4850258701e-14
1.0820224779e+05	2.4911646016e-14
1.0823651866e+05	2.4970199778e-14
1.0827118637e+05	2.4843444253e-14
1.0830625552e+05	2.4894332685e-14
1.0834173075e+05	2.4852392166e-14
1.0837761676e+05	2.4807676641e-14
1.0841391831e+05	2.4846198249e-14
1.0845064021e+05	2.4794247089e-14
1.0848778734e+05	2.4738852415e-14
1.0852536460e+05	2.4766037388e-14
1.0856337699e+05	2.4704379419e-14
1.0860182955e+05	2.4639510629e-14
1.0864072736e+05	2.4658110371e-14
1.0868007559e+05	2.4588811516e-14
1.0871987945e+05	2.4517802313e-14
1.0876014422e+05	2.4531167521e-14
1.0880087523e+05	2.4543054913e-14
1.0884207788e+05	2.4385498555e-14
1.0888375764e+05	2.4397775885e-14
1.0892592002e+05	2.4409883759e-14
1.0896857063e+05	2.4339409528e-14
1.0901171510e+05	2.4353355081e-14
1.0905535917e+05	2.4286478610e-14
1.0909950861e+05	2.4222278891e-14
1.0914416927e+05	2.4241468738e-14
