State0	Sigma0	State1	Sigma1	State2	Sigma2	State3	Sigma3	State4	Sigma4	State5	Sigma5	State6	Sigma6	State7	Sigma7	State8	Sigma8	State9	Sigma9	State10	Sigma10	
9.319914e+04	1.974307e-14	9.375541e+04	2.010669e-14	9.526985e+04	2.106612e-14	1.041347e+05	2.986726e-14	1.053538e+05	3.486928e-14	1.055110e+05	3.428030e-14	1.059300e+05	4.197909e-14	1.060639e+05	3.300792e-14	1.069077e+05	3.443558e-14	1.070462e+05	4.070221e-14	1.072391e+05	3.572200e-14
9.320463e+04	1.970274e-14	9.376090e+04	2.006570e-14	9.527534e+04	2.101924e-14	1.041402e+05	2.978836e-14	1.053593e+05	3.475222e-14	1.055165e+05	3.415572e-14	1.059355e+05	4.185503e-14	1.060694e+05	3.287660e-14	1.069131e+05	3.429713e-14	1.070517e+05	4.057108e-14	1.072446e+05	3.557684e-14
9.321037e+04	1.966173e-14	9.376664e+04	2.002384e-14	9.528108e+04	2.097086e-14	1.041460e+05	2.970949e-14	1.053651e+05	3.463100e-14	1.055222e+05	3.402707e-14	1.059413e+05	4.172258e-14	1.060751e+05	3.274468e-14	1.069189e+05	3.415767e-14	1.070574e+05	4.043456e-14	1.072504e+05	3.542960e-14
9.321639e+04	1.962067e-14	9.377266e+04	1.998151e-14	9.528710e+04	2.092266e-14	1.041520e+05	2.962944e-14	1.053711e+05	3.450516e-14	1.055283e+05	3.389493e-14	1.059473e+05	4.158326e-14	1.060811e+05	3.261155e-14	1.069249e+05	3.401700e-14	1.070635e+05	4.029414e-14	1.072564e+05	3.527978e-14
9.322270e+04	1.957934e-14	9.377897e+04	1.993878e-14	9.529341e+04	2.087428e-14	1.041583e+05	2.954790e-14	1.053774e+05	3.437517e-14	1.055346e+05	3.376037e-14	1.059536e+05	4.143633e-14	1.060874e+05	3.247717e-14	1.069312e+05	3.387548e-14	1.070698e+05	4.015031e-14	1.072627e+05	3.512787e-14
9.322929e+04	1.953655e-14	9.378556e+04	1.989497e-14	9.530000e+04	2.082477e-14	1.041649e+05	2.946472e-14	1.053840e+05	3.424184e-14	1.055412e+05	3.362514e-14	1.059602e+05	4.128241e-14	1.060940e+05	3.234230e-14	1.069378e+05	3.373260e-14	1.070764e+05	4.000303e-14	1.072693e+05	3.497449e-14
9.323621e+04	1.949250e-14	9.379248e+04	1.984950e-14	9.530692e+04	2.077332e-14	1.041718e+05	2.938034e-14	1.053909e+05	3.410649e-14	1.055481e+05	3.349132e-14	1.059671e+05	4.112217e-14	1.061010e+05	3.220755e-14	1.069447e+05	3.358731e-14	1.070833e+05	3.985152e-14	1.072762e+05	3.481990e-14
9.324344e+04	1.945932e-14	9.379971e+04	1.981352e-14	9.531415e+04	2.072566e-14	1.041790e+05	2.929692e-14	1.053981e+05	3.398710e-14	1.055553e+05	3.337226e-14	1.059743e+05	4.114852e-14	1.061082e+05	3.208072e-14	1.069520e+05	3.345838e-14	1.070905e+05	3.982795e-14	1.072834e+05	3.469623e-14
9.325102e+04	1.941318e-14	9.380729e+04	1.976705e-14	9.532173e+04	2.067311e-14	1.041866e+05	2.921161e-14	1.054057e+05	3.385308e-14	1.055629e+05	3.324385e-14	1.059819e+05	4.097545e-14	1.061158e+05	3.194606e-14	1.069595e+05	3.330881e-14	1.070981e+05	3.966590e-14	1.072910e+05	3.453969e-14
9.325895e+04	1.936608e-14	9.381522e+04	1.971974e-14	9.532966e+04	2.062124e-14	1.041945e+05	2.912630e-14	1.054137e+05	3.372176e-14	1.055708e+05	3.311609e-14	1.059899e+05	4.079799e-14	1.061237e+05	3.181063e-14	1.069675e+05	3.315896e-14	1.071060e+05	3.949992e-14	1.072989e+05	3.438230e-14
9.326726e+04	1.931733e-14	9.382353e+04	1.967093e-14	9.533797e+04	2.056802e-14	1.042028e+05	2.904034e-14	1.054220e+05	3.359274e-14	1.055791e+05	3.286319e-14	1.059982e+05	4.061562e-14	1.061320e+05	3.167370e-14	1.069758e+05	3.300896e-14	1.071143e+05	3.933009e-14	1.073073e+05	3.422368e-14
9.327596e+04	1.926728e-14	9.383223e+04	1.962084e-14	9.534667e+04	2.051324e-14	1.042115e+05	2.895391e-14	1.054307e+05	3.346451e-14	1.055878e+05	3.263079e-14	1.060069e+05	4.042880e-14	1.061407e+05	3.153568e-14	1.069845e+05	3.285937e-14	1.071230e+05	3.915711e-14	1.073160e+05	3.406298e-14
9.328507e+04	1.922539e-14	9.384134e+04	1.957717e-14	9.535578e+04	2.046239e-14	1.042207e+05	2.886807e-14	1.054398e+05	3.334604e-14	1.055969e+05	3.305829e-14	1.060160e+05	4.037582e-14	1.061498e+05	3.140342e-14	1.069936e+05	3.272187e-14	1.071321e+05	3.907604e-14	1.073251e+05	3.392362e-14
9.329461e+04	1.917377e-14	9.385088e+04	1.952504e-14	9.536532e+04	2.040712e-14	1.042302e+05	2.877857e-14	1.054493e+05	3.321640e-14	1.056065e+05	3.214868e-14	1.060255e+05	4.018657e-14	1.061594e+05	3.126462e-14	1.070031e+05	3.257374e-14	1.071417e+05	3.890406e-14	1.073346e+05	3.376299e-14
9.330460e+04	1.912142e-14	9.386087e+04	1.947155e-14	9.537531e+04	2.035043e-14	1.042402e+05	2.868806e-14	1.054593e+05	3.308356e-14	1.056165e+05	3.273897e-14	1.060355e+05	3.999384e-14	1.061694e+05	3.112623e-14	1.070131e+05	3.242498e-14	1.071517e+05	3.873012e-14	1.073446e+05	3.360173e-14
9.331506e+04	1.906871e-14	9.387133e+04	1.941819e-14	9.538577e+04	2.029360e-14	1.042506e+05	2.859871e-14	1.054698e+05	3.294476e-14	1.056269e+05	3.264240e-14	1.060460e+05	3.979691e-14	1.061798e+05	3.098806e-14	1.070236e+05	3.227471e-14	1.071621e+05	3.854845e-14	1.073551e+05	3.343993e-14
9.332601e+04	1.902351e-14	9.388228e+04	1.937107e-14	9.539672e+04	2.023876e-14	1.042616e+05	2.851021e-14	1.054807e+05	3.268489e-14	1.056379e+05	3.168538e-14	1.060569e+05	3.971212e-14	1.061908e+05	3.085489e-14	1.070345e+05	3.213318e-14	1.071731e+05	3.845337e-14	1.073660e+05	3.329665e-14
9.333748e+04	1.897194e-14	9.389375e+04	1.931757e-14	9.540819e+04	2.018055e-14	1.042731e+05	2.841829e-14	1.054922e+05	3.297184e-14	1.056494e+05	3.157769e-14	1.060684e+05	3.951520e-14	1.062022e+05	3.071714e-14	1.070460e+05	3.198163e-14	1.071846e+05	3.823328e-14	1.073775e+05	3.313515e-14
9.334949e+04	1.892616e-14	9.390576e+04	1.926871e-14	9.542020e+04	2.012374e-14	1.042851e+05	2.832823e-14	1.055042e+05	3.237463e-14	1.056614e+05	3.239037e-14	1.060804e+05	3.941157e-14	1.062142e+05	3.058301e-14	1.070580e+05	3.183727e-14	1.071966e+05	3.820416e-14	1.073895e+05	3.298734e-14
9.336207e+04	1.887506e-14	9.391834e+04	1.921607e-14	9.543278e+04	2.006446e-14	1.042976e+05	2.823483e-14	1.055168e+05	3.274187e-14	1.056739e+05	3.267602e-14	1.060930e+05	3.921524e-14	1.062268e+05	3.044231e-14	1.070706e+05	3.168377e-14	1.072091e+05	3.798200e-14	1.074021e+05	3.282595e-14
9.337523e+04	1.882740e-14	9.393150e+04	1.916594e-14	9.544594e+04	2.000726e-14	1.043108e+05	2.814316e-14	1.055299e+05	3.202406e-14	1.056871e+05	3.186489e-14	1.061061e+05	3.909822e-14	1.062400e+05	3.030549e-14	1.070838e+05	3.153956e-14	1.072223e+05	3.771502e-14	1.074152e+05	3.267523e-14
9.338902e+04	1.877546e-14	9.394529e+04	1.911251e-14	9.545973e+04	1.994690e-14	1.043246e+05	2.804840e-14	1.055437e+05	3.185588e-14	1.057009e+05	3.071370e-14	1.061199e+05	3.890188e-14	1.062538e+05	3.016476e-14	1.070975e+05	3.138679e-14	1.072361e+05	3.762913e-14	1.074290e+05	3.251233e-14
9.340346e+04	1.872592e-14	9.395973e+04	1.906103e-14	9.547417e+04	1.988929e-14	1.043390e+05	2.795540e-14	1.055582e+05	3.245021e-14	1.057153e+05	3.023400e-14	1.061344e+05	3.877406e-14	1.062682e+05	3.002747e-14	1.071120e+05	3.124178e-14	1.072505e+05	3.769541e-14	1.074435e+05	3.235864e-14
9.341858e+04	1.867211e-14	9.397485e+04	1.900582e-14	9.548929e+04	1.982784e-14	1.043542e+05	2.785994e-14	1.055733e+05	3.225595e-14	1.057305e+05	3.069603e-14	1.061495e+05	3.857427e-14	1.062833e+05	2.988796e-14	1.071271e+05	3.108706e-14	1.072657e+05	3.749356e-14	1.074586e+05	3.219461e-14
9.343441e+04	1.862046e-14	9.399068e+04	1.895222e-14	9.550512e+04	1.976849e-14	1.043700e+05	2.776195e-14	1.055891e+05	3.121948e-14	1.057463e+05	3.162220e-14	1.061653e+05	3.843859e-14	1.062992e+05	2.974957e-14	1.071429e+05	3.093777e-14	1.072815e+05	3.711231e-14	1.074744e+05	3.203967e-14
9.345099e+04	1.856789e-14	9.400726e+04	1.889739e-14	9.552170e+04	1.970828e-14	1.043866e+05	2.767520e-14	1.056057e+05	3.084241e-14	1.057629e+05	3.227207e-14	1.061819e+05	3.829597e-14	1.063157e+05	2.961040e-14	1.071595e+05	3.078879e-14	1.072981e+05	3.677040e-14	1.074910e+05	3.188373e-14
9.346835e+04	1.851303e-14	9.402462e+04	1.884084e-14	9.553906e+04	1.964544e-14	1.044039e+05	2.756663e-14	1.056230e+05	3.159468e-14	1.057802e+05	3.218587e-14	1.061992e+05	3.809462e-14	1.063331e+05	2.947067e-14	1.071769e+05	3.063432e-14	1.073154e+05	3.663616e-14	1.075083e+05	3.172004e-14
9.348653e+04	1.846070e-14	9.404280e+04	1.878600e-14	9.555724e+04	1.958362e-14	1.044221e+05	2.746698e-14	1.056412e+05	3.232906e-14	1.057984e+05	3.137820e-14	1.062174e+05	3.794898e-14	1.063513e+05	2.933183e-14	1.071950e+05	3.048450e-14	1.073336e+05	3.674990e-14	1.075265e+05	3.156369e-14
9.350556e+04	1.840788e-14	9.406183e+04	1.873100e-14	9.557627e+04	1.952216e-14	1.044411e+05	2.740716e-14	1.056603e+05	3.200101e-14	1.058174e+05	3.021314e-14	1.062365e+05	3.779823e-14	1.063703e+05	2.919244e-14	1.072141e+05	3.033329e-14	1.073526e+05	3.687938e-14	1.075455e+05	3.140613e-14
9.352549e+04	1.835451e-14	9.408176e+04	1.867541e-14	9.559620e+04	1.945991e-14	1.044611e+05	2.728278e-14	1.056802e+05	3.080899e-14	1.058374e+05	2.916147e-14	1.062564e+05	3.764390e-14	1.063902e+05	2.905245e-14	1.072340e+05	3.018109e-14	1.073726e+05	3.683961e-14	1.075655e+05	3.124767e-14
9.354636e+04	1.829868e-14	9.410263e+04	1.861726e-14	9.561707e+04	1.939557e-14	1.044819e+05	2.713245e-14	1.057011e+05	2.972990e-14	1.058582e+05	2.857432e-14	1.062773e+05	3.744356e-14	1.064111e+05	2.891084e-14	1.072549e+05	3.002626e-14	1.073934e+05	3.653604e-14	1.075863e+05	3.108116e-14
9.356821e+04	1.824371e-14	9.412448e+04	1.856031e-14	9.563892e+04	1.933207e-14	1.045038e+05	2.706510e-14	1.057229e+05	2.952417e-14	1.058801e+05	2.858824e-14	1.062991e+05	3.728713e-14	1.064330e+05	2.876938e-14	1.072767e+05	2.987416e-14	1.074153e+05	3.609143e-14	1.076082e+05	3.092164e-14
9.359110e+04	1.818818e-14	9.414737e+04	1.850245e-14	9.566181e+04	1.926796e-14	1.045267e+05	2.704480e-14	1.057458e+05	3.019811e-14	1.059030e+05	2.911138e-14	1.063220e+05	3.712734e-14	1.064558e+05	2.863256e-14	1.072996e+05	2.972109e-14	1.074382e+05	3.561114e-14	1.076311e+05	3.076208e-14
9.361506e+04	1.813222e-14	9.417133e+04	1.844413e-14	9.568577e+04	1.920366e-14	1.045506e+05	2.695872e-14	1.057698e+05	3.118385e-14	1.059269e+05	2.991325e-14	1.063460e+05	3.696501e-14	1.064798e+05	2.848951e-14	1.073236e+05	2.956741e-14	1.074621e+05	3.523140e-14	1.076550e+05	3.060206e-14
9.364015e+04	1.807585e-14	9.419642e+04	1.838598e-14	9.571086e+04	1.913890e-14	1.045757e+05	2.677961e-14	1.057949e+05	3.181454e-14	1.059520e+05	3.071732e-14	1.063711e+05	3.680108e-14	1.065049e+05	2.834127e-14	1.073487e+05	2.941277e-14	1.074872e+05	3.503543e-14	1.076801e+05	3.044144e-14
9.366642e+04	1.802168e-14	9.422269e+04	1.832905e-14	9.573713e+04	1.907331e-14	1.046020e+05	2.658520e-14	1.058211e+05	3.171139e-14	1.059783e+05	3.128747e-14	1.063973e+05	3.666649e-14	1.065312e+05	2.821707e-14	1.073749e+05	2.926079e-14	1.075135e+05	3.505060e-14	1.077064e+05	3.028455e-14
9.369394e+04	1.796472e-14	9.425021e+04	1.826963e-14	9.576465e+04	1.900801e-14	1.046295e+05	2.646391e-14	1.058486e+05	3.090214e-14	1.060058e+05	3.147023e-14	1.064248e+05	3.649897e-14	1.065587e+05	2.808172e-14	1.074025e+05	2.910575e-14	1.075410e+05	3.517835e-14	1.077339e+05	3.012152e-14
9.372274e+04	1.790672e-14	9.427901e+04	1.820895e-14	9.579345e+04	1.894206e-14	1.046583e+05	2.643925e-14	1.058774e+05	2.971890e-14	1.060346e+05	3.122226e-14	1.064536e+05	3.633011e-14	1.065875e+05	2.791187e-14	1.074313e+05	2.894972e-14	1.075698e+05	3.535340e-14	1.077627e+05	2.995907e-14
9.375291e+04	1.784835e-14	9.430918e+04	1.814898e-14	9.582362e+04	1.887563e-14	1.046885e+05	2.646013e-14	1.059076e+05	2.859562e-14	1.060648e+05	3.059524e-14	1.064838e+05	3.616019e-14	1.066177e+05	2.775614e-14	1.074614e+05	2.879315e-14	1.076000e+05	3.548116e-14	1.077929e+05	2.979649e-14
9.378450e+04	1.779049e-14	9.434077e+04	1.808877e-14	9.585521e+04	1.880769e-14	1.047201e+05	2.644552e-14	1.059392e+05	2.788268e-14	1.060964e+05	2.970191e-14	1.065154e+05	3.598875e-14	1.066492e+05	2.764875e-14	1.074930e+05	2.863749e-14	1.076316e+05	3.548858e-14	1.078245e+05	2.963185e-14
9.381757e+04	1.773234e-14	9.437384e+04	1.802821e-14	9.588828e+04	1.874146e-14	1.047532e+05	2.634387e-14	1.059723e+05	2.774024e-14	1.061294e+05	2.868865e-14	1.065485e+05	3.584059e-14	1.066823e+05	2.754729e-14	1.075261e+05	2.848212e-14	1.076646e+05	3.535389e-14	1.078576e+05	2.947217e-14
9.385221e+04	1.767340e-14	9.440848e+04	1.796686e-14	9.592292e+04	1.867307e-14	1.047878e+05	2.614920e-14	1.060069e+05	2.812974e-14	1.061641e+05	2.770102e-14	1.065831e+05	3.566755e-14	1.067170e+05	2.740185e-14	1.075607e+05	2.832592e-14	1.076993e+05	3.504581e-14	1.078922e+05	2.930752e-14
9.388848e+04	1.761436e-14	9.444475e+04	1.790532e-14	9.595919e+04	1.860517e-14	1.048241e+05	2.590360e-14	1.060432e+05	2.886998e-14	1.062003e+05	2.686589e-14	1.066194e+05	3.551422e-14	1.067532e+05	2.720930e-14	1.075970e+05	2.817019e-14	1.077355e+05	3.462083e-14	1.079285e+05	2.914609e-14
9.392646e+04	1.755395e-14	9.448273e+04	1.784224e-14	9.599717e+04	1.853715e-14	1.048620e+05	2.566875e-14	1.060812e+05	2.970766e-14	1.062383e+05	2.627070e-14	1.066574e+05	3.533946e-14	1.067912e+05	2.701449e-14	1.076350e+05	2.801115e-14	1.077735e+05	3.410456e-14	1.079664e+05	2.898186e-14
9.396622e+04	1.749459e-14	9.452249e+04	1.778020e-14	9.603693e+04	1.846812e-14	1.049018e+05	2.549467e-14	1.061209e+05	3.040489e-14	1.062781e+05	2.595861e-14	1.066971e+05	3.518284e-14	1.068310e+05	2.686683e-14	1.076747e+05	2.785498e-14	1.078133e+05	3.358197e-14	1.080062e+05	2.881944e-14
9.400786e+04	1.743442e-14	9.456413e+04	1.771781e-14	9.607857e+04	1.839899e-14	1.049434e+05	2.540955e-14	1.061626e+05	3.078331e-14	1.063197e+05	2.593415e-14	1.067388e+05	3.502395e-14	1.068726e+05	2.677413e-14	1.077164e+05	2.769789e-14	1.078549e+05	3.309674e-14	1.080479e+05	2.865578e-14
9.405147e+04	1.737294e-14	9.460774e+04	1.765428e-14	9.612218e+04	1.832942e-14	1.049870e+05	2.540789e-14	1.062062e+05	3.075447e-14	1.063633e+05	2.616571e-14	1.067824e+05	3.484889e-14	1.069162e+05	2.670788e-14	1.077600e+05	2.753989e-14	1.078985e+05	3.268778e-14	1.080915e+05	2.849039e-14
9.409713e+04	1.731179e-14	9.465340e+04	1.759080e-14	9.616784e+04	1.825956e-14	1.050327e+05	2.546090e-14	1.062518e+05	3.032514e-14	1.064090e+05	2.660121e-14	1.068280e+05	3.468779e-14	1.069619e+05	2.662350e-14	1.078056e+05	2.738280e-14	1.079442e+05	3.240340e-14	1.081371e+05	2.832708e-14
9.414494e+04	1.725031e-14	9.470121e+04	1.752699e-14	9.621565e+04	1.818935e-14	1.050805e+05	2.552540e-14	1.062996e+05	2.957054e-14	1.064568e+05	2.716958e-14	1.068758e+05	3.452531e-14	1.070097e+05	2.648733e-14	1.078535e+05	2.722335e-14	1.079920e+05	3.224769e-14	1.081849e+05	2.816396e-14
9.419500e+04	1.718861e-14	9.475127e+04	1.746268e-14	9.626571e+04	1.811918e-14	1.051306e+05	2.555769e-14	1.063497e+05	2.861312e-14	1.065069e+05	2.779622e-14	1.069259e+05	3.436210e-14	1.070597e+05	2.629240e-14	1.079035e+05	2.706610e-14	1.080421e+05	3.221830e-14	1.082350e+05	2.800016e-14
9.424742e+04	1.712612e-14	9.480369e+04	1.739716e-14	9.631813e+04	1.804863e-14	1.051830e+05	2.552306e-14	1.064021e+05	2.759063e-14	1.065593e+05	2.841008e-14	1.069783e+05	3.419766e-14	1.071122e+05	2.606182e-14	1.079559e+05	2.690799e-14	1.080945e+05	3.229916e-14	1.082874e+05	2.783586e-14
9.430232e+04	1.706305e-14	9.485859e+04	1.733239e-14	9.637303e+04	1.797757e-14	1.052379e+05	2.540753e-14	1.064570e+05	2.664067e-14	1.066142e+05	2.894950e-14	1.070332e+05	3.403192e-14	1.071671e+05	2.583023e-14	1.080108e+05	2.674548e-14	1.081494e+05	3.246255e-14	1.083423e+05	2.767069e-14
9.435980e+04	1.700053e-14	9.491607e+04	1.726743e-14	9.643051e+04	1.790502e-14	1.052954e+05	2.521080e-14	1.065145e+05	2.586703e-14	1.066717e+05	2.936474e-14	1.070907e+05	3.386564e-14	1.072245e+05	2.563141e-14	1.080683e+05	2.658532e-14	1.082069e+05	3.267578e-14	1.083998e+05	2.750401e-14
9.441999e+04	1.693744e-14	9.497626e+04	1.720118e-14	9.649070e+04	1.783320e-14	1.053556e+05	2.494757e-14	1.065747e+05	2.533901e-14	1.067319e+05	2.962242e-14	1.071509e+05	3.369940e-14	1.072847e+05	2.548616e-14	1.081285e+05	2.643115e-14	1.082671e+05	3.290629e-14	1.084600e+05	2.733799e-14
9.448301e+04	1.687339e-14	9.503928e+04	1.713531e-14	9.655372e+04	1.776173e-14	1.054186e+05	2.464884e-14	1.066377e+05	2.509188e-14	1.067949e+05	2.970252e-14	1.072139e+05	3.353247e-14	1.073478e+05	2.540021e-14	1.081915e+05	2.627629e-14	1.083301e+05	3.312021e-14	1.085230e+05	2.716990e-14
9.454901e+04	1.680945e-14	9.510528e+04	1.706850e-14	9.661972e+04	1.768900e-14	1.054846e+05	2.434159e-14	1.067037e+05	2.511947e-14	1.068609e+05	2.960194e-14	1.072799e+05	3.337366e-14	1.074138e+05	2.535709e-14	1.082575e+05	2.610909e-14	1.083961e+05	3.329604e-14	1.085890e+05	2.700620e-14
9.461812e+04	1.674578e-14	9.517439e+04	1.700273e-14	9.668883e+04	1.761529e-14	1.055537e+05	2.405712e-14	1.067728e+05	2.538701e-14	1.069300e+05	2.932686e-14	1.073490e+05	3.320510e-14	1.074829e+05	2.533178e-14	1.083266e+05	2.593978e-14	1.084652e+05	3.340106e-14	1.086581e+05	2.684178e-14
9.469048e+04	1.668089e-14	9.524675e+04	1.693551e-14	9.676119e+04	1.754203e-14	1.056261e+05	2.382204e-14	1.068452e+05	2.584178e-14	1.070023e+05	2.889586e-14	1.074214e+05	3.304365e-14	1.075552e+05	2.529563e-14	1.083990e+05	2.578096e-14	1.085375e+05	3.342917e-14	1.087305e+05	2.667795e-14
9.476625e+04	1.661534e-14	9.532252e+04	1.686760e-14	9.683696e+04	1.746922e-14	1.057018e+05	2.365283e-14	1.069210e+05	2.641462e-14	1.070781e+05	2.833183e-14	1.074972e+05	3.287623e-14	1.076310e+05	2.522345e-14	1.084748e+05	2.563517e-14	1.086133e+05	3.336371e-14	1.088062e+05	2.651004e-14
9.484560e+04	1.654994e-14	9.540187e+04	1.679988e-14	9.691631e+04	1.739488e-14	1.057812e+05	2.355643e-14	1.070003e+05	2.703583e-14	1.071575e+05	2.766802e-14	1.075765e+05	3.271333e-14	1.077103e+05	2.510029e-14	1.085541e+05	2.548944e-14	1.086927e+05	3.321268e-14	1.088856e+05	2.633959e-14
9.492868e+04	1.648465e-14	9.548495e+04	1.673195e-14	9.699939e+04	1.731968e-14	1.058643e+05	2.353196e-14	1.070834e+05	2.763773e-14	1.072406e+05	2.693469e-14	1.076596e+05	3.254990e-14	1.077934e+05	2.492051e-14	1.086372e+05	2.532974e-14	1.087758e+05	3.297488e-14	1.089687e+05	2.616962e-14
9.501568e+04	1.641863e-14	9.557195e+04	1.666312e-14	9.708639e+04	1.724546e-14	1.059513e+05	2.356953e-14	1.071704e+05	2.816184e-14	1.073276e+05	2.616275e-14	1.077466e+05	3.238138e-14	1.078804e+05	2.469031e-14	1.087242e+05	2.515505e-14	1.088628e+05	3.265810e-14	1.090557e+05	2.600199e-14
9.510678e+04	1.635228e-14	9.566305e+04	1.659440e-14	9.717749e+04	1.716935e-14	1.060424e+05	2.365441e-14	1.072615e+05	2.856198e-14	1.074187e+05	2.538435e-14	1.078377e+05	3.221630e-14	1.079715e+05	2.442490e-14	1.088153e+05	2.497308e-14	1.089539e+05	3.228012e-14	1.091468e+05	2.584190e-14
9.520218e+04	1.628470e-14	9.575845e+04	1.652387e-14	9.727289e+04	1.709411e-14	1.061378e+05	2.376639e-14	1.073569e+05	2.880715e-14	1.075140e+05	2.462429e-14	1.079331e+05	3.205472e-14	1.080669e+05	2.414212e-14	1.089107e+05	2.480083e-14	1.090492e+05	3.185593e-14	1.092422e+05	2.568456e-14
9.530207e+04	1.621771e-14	9.585834e+04	1.645502e-14	9.737278e+04	1.701828e-14	1.062376e+05	2.388618e-14	1.074568e+05	2.887799e-14	1.076139e+05	2.391372e-14	1.080330e+05	3.188754e-14	1.081668e+05	2.386756e-14	1.090106e+05	2.464555e-14	1.091491e+05	3.139714e-14	1.093421e+05	2.552685e-14
9.540667e+04	1.614996e-14	9.596294e+04	1.638402e-14	9.747738e+04	1.694168e-14	1.063422e+05	2.399262e-14	1.075614e+05	2.877101e-14	1.077185e+05	2.326495e-14	1.081376e+05	3.172638e-14	1.082714e+05	2.361722e-14	1.091152e+05	2.450942e-14	1.092537e+05	3.092596e-14	1.094467e+05	2.536530e-14
9.551619e+04	1.608191e-14	9.607246e+04	1.631361e-14	9.758690e+04	1.686465e-14	1.064518e+05	2.407023e-14	1.076709e+05	2.849340e-14	1.078281e+05	2.270092e-14	1.082471e+05	3.156467e-14	1.083809e+05	2.340663e-14	1.092247e+05	2.438163e-14	1.093633e+05	3.045416e-14	1.095562e+05	2.519638e-14
9.563088e+04	1.601454e-14	9.618715e+04	1.624359e-14	9.770159e+04	1.678765e-14	1.065665e+05	2.410204e-14	1.077856e+05	2.806126e-14	1.079428e+05	2.222487e-14	1.083618e+05	3.139765e-14	1.084956e+05	2.324850e-14	1.093394e+05	2.424419e-14	1.094780e+05	2.999418e-14	1.096709e+05	2.502051e-14
9.575097e+04	1.594570e-14	9.630724e+04	1.617226e-14	9.782168e+04	1.670941e-14	1.066866e+05	2.408007e-14	1.079057e+05	2.749833e-14	1.080628e+05	2.184975e-14	1.084819e+05	3.123029e-14	1.086157e+05	2.314072e-14	1.094595e+05	2.408860e-14	1.095980e+05	2.956311e-14	1.097910e+05	2.484056e-14
9.587673e+04	1.587620e-14	9.643300e+04	1.609991e-14	9.794744e+04	1.663148e-14	1.068123e+05	2.399806e-14	1.080314e+05	2.683227e-14	1.081886e+05	2.157537e-14	1.086076e+05	3.106854e-14	1.087415e+05	2.308171e-14	1.095852e+05	2.391079e-14	1.097238e+05	2.916804e-14	1.099167e+05	2.466038e-14
9.600841e+04	1.580731e-14	9.656468e+04	1.602848e-14	9.807912e+04	1.655358e-14	1.069440e+05	2.385469e-14	1.081631e+05	2.609816e-14	1.083203e+05	2.140125e-14	1.087393e+05	3.091025e-14	1.088732e+05	2.306522e-14	1.097169e+05	2.371530e-14	1.098555e+05	2.881541e-14	1.100484e+05	2.448771e-14
9.614630e+04	1.573679e-14	9.670257e+04	1.595599e-14	9.821701e+04	1.647589e-14	1.070819e+05	2.365319e-14	1.083010e+05	2.532251e-14	1.084582e+05	2.132518e-14	1.088772e+05	3.074905e-14	1.090110e+05	2.307537e-14	1.098548e+05	2.351501e-14	1.099934e+05	2.851448e-14	1.101863e+05	2.432371e-14
9.629068e+04	1.566724e-14	9.684695e+04	1.588418e-14	9.836139e+04	1.639661e-14	1.072263e+05	2.339680e-14	1.084454e+05	2.453755e-14	1.086026e+05	2.133788e-14	1.090216e+05	3.057640e-14	1.091554e+05	2.310158e-14	1.099992e+05	2.332180e-14	1.101378e+05	2.826416e-14	1.103307e+05	2.417175e-14
9.644187e+04	1.559607e-14	9.699814e+04	1.581027e-14	9.851258e+04	1.631769e-14	1.073774e+05	2.309665e-14	1.085966e+05	2.376825e-14	1.087537e+05	2.143323e-14	1.091728e+05	3.040612e-14	1.093066e+05	2.312732e-14	1.101504e+05	2.315144e-14	1.102889e+05	2.806825e-14	1.104819e+05	2.402598e-14
9.660018e+04	1.552592e-14	9.715645e+04	1.573774e-14	9.867089e+04	1.623785e-14	1.075358e+05	2.276327e-14	1.087549e+05	2.304516e-14	1.089121e+05	2.160163e-14	1.093311e+05	3.024596e-14	1.094649e+05	2.313799e-14	1.103087e+05	2.300448e-14	1.104473e+05	2.792354e-14	1.106402e+05	2.388677e-14
9.676596e+04	1.545442e-14	9.732223e+04	1.566372e-14	9.883667e+04	1.615781e-14	1.077015e+05	2.240538e-14	1.089207e+05	2.237997e-14	1.090778e+05	2.183147e-14	1.094969e+05	3.009761e-14	1.096307e+05	2.312346e-14	1.104745e+05	2.288233e-14	1.106130e+05	2.782987e-14	1.108060e+05	2.374508e-14
9.693955e+04	1.538228e-14	9.749582e+04	1.558963e-14	9.901026e+04	1.607844e-14	1.078751e+05	2.203744e-14	1.090942e+05	2.179564e-14	1.092514e+05	2.211217e-14	1.096704e+05	2.994223e-14	1.098043e+05	2.307308e-14	1.106481e+05	2.277820e-14	1.107866e+05	2.777982e-14	1.109795e+05	2.359732e-14
9.712132e+04	1.531007e-14	9.767759e+04	1.551535e-14	9.919203e+04	1.599897e-14	1.080569e+05	2.166995e-14	1.092760e+05	2.129983e-14	1.094332e+05	2.243203e-14	1.098522e+05	2.977237e-14	1.099861e+05	2.298066e-14	1.108298e+05	2.267783e-14	1.109684e+05	2.776975e-14	1.111613e+05	2.343800e-14
