State0	Sigma0	State1	Sigma1	State2	Sigma2	State3	Sigma3	State4	Sigma4	State5	Sigma5	State6	Sigma6	State7	Sigma7	
4.846135e+02	8.456208e-15	9.410585e+04	1.821898e-14	9.558997e+04	1.955755e-14	1.058511e+05	3.083732e-14	1.064228e+05	1.482072e-14	1.072582e+05	3.531183e-14	1.074015e+05	3.671244e-14	1.089324e+05	3.818968e-14
5.074969e+02	8.320178e-15	9.412874e+04	1.816238e-14	9.561286e+04	1.949345e-14	1.058739e+05	3.109619e-14	1.064457e+05	1.472270e-14	1.072811e+05	3.514766e-14	1.074243e+05	3.581953e-14	1.089553e+05	3.802212e-14
5.314588e+02	8.187581e-15	9.415270e+04	1.810595e-14	9.563682e+04	1.942860e-14	1.058979e+05	3.110960e-14	1.064697e+05	1.465015e-14	1.073050e+05	3.498212e-14	1.074483e+05	3.475925e-14	1.089792e+05	3.785083e-14
5.565500e+02	8.059664e-15	9.417779e+04	1.804936e-14	9.566191e+04	1.936397e-14	1.059230e+05	3.087459e-14	1.064948e+05	1.459800e-14	1.073301e+05	3.481536e-14	1.074734e+05	3.388752e-14	1.090043e+05	3.767657e-14
5.828237e+02	7.936607e-15	9.420406e+04	1.799354e-14	9.568818e+04	1.930088e-14	1.059493e+05	3.040914e-14	1.065210e+05	1.456841e-14	1.073564e+05	3.466623e-14	1.074997e+05	3.346212e-14	1.090306e+05	3.754158e-14
6.103356e+02	7.820084e-15	9.423158e+04	1.793456e-14	9.571570e+04	1.923511e-14	1.059768e+05	2.974278e-14	1.065485e+05	1.455135e-14	1.073839e+05	3.449784e-14	1.075272e+05	3.350466e-14	1.090581e+05	3.735887e-14
6.391442e+02	7.705170e-15	9.426038e+04	1.787560e-14	9.574450e+04	1.916771e-14	1.060056e+05	2.891253e-14	1.065774e+05	1.454373e-14	1.074127e+05	3.432830e-14	1.075560e+05	3.394541e-14	1.090869e+05	3.718336e-14
6.693104e+02	7.594953e-15	9.429055e+04	1.781652e-14	9.577467e+04	1.910071e-14	1.060358e+05	2.796931e-14	1.066075e+05	1.454420e-14	1.074429e+05	3.415684e-14	1.075862e+05	3.459304e-14	1.091171e+05	3.698667e-14
7.008984e+02	7.491268e-15	9.432214e+04	1.775655e-14	9.580626e+04	1.903297e-14	1.060673e+05	2.695189e-14	1.066391e+05	1.455069e-14	1.074745e+05	3.398562e-14	1.076177e+05	3.522790e-14	1.091487e+05	3.681192e-14
7.339750e+02	7.389679e-15	9.435521e+04	1.769801e-14	9.583933e+04	1.896481e-14	1.061004e+05	2.590955e-14	1.066722e+05	1.456048e-14	1.075076e+05	3.382671e-14	1.076508e+05	3.567625e-14	1.091817e+05	3.664331e-14
7.686104e+02	7.292029e-15	9.438985e+04	1.763673e-14	9.587397e+04	1.889628e-14	1.061351e+05	2.488105e-14	1.067068e+05	1.456652e-14	1.075422e+05	3.365471e-14	1.076855e+05	3.578852e-14	1.092164e+05	3.633651e-14
8.048782e+02	7.199965e-15	9.442612e+04	1.757754e-14	9.591024e+04	1.882773e-14	1.061713e+05	2.390653e-14	1.067431e+05	1.457263e-14	1.075785e+05	3.349298e-14	1.077217e+05	3.555207e-14	1.092526e+05	3.633497e-14
8.428553e+02	7.108255e-15	9.446410e+04	1.751629e-14	9.594822e+04	1.875772e-14	1.062093e+05	2.301904e-14	1.067811e+05	1.457002e-14	1.076164e+05	3.332048e-14	1.077597e+05	3.497831e-14	1.092906e+05	3.607962e-14
8.826221e+02	7.021670e-15	9.450386e+04	1.745530e-14	9.598798e+04	1.868838e-14	1.062491e+05	2.223747e-14	1.068208e+05	1.456362e-14	1.076562e+05	3.315670e-14	1.077995e+05	3.417634e-14	1.093304e+05	3.593312e-14
9.242631e+02	6.938568e-15	9.454550e+04	1.739380e-14	9.602962e+04	1.861947e-14	1.062907e+05	2.157990e-14	1.068625e+05	1.454881e-14	1.076979e+05	3.299153e-14	1.078411e+05	3.325318e-14	1.093720e+05	3.603087e-14
9.678666e+02	6.858555e-15	9.458911e+04	1.733220e-14	9.607323e+04	1.854977e-14	1.063343e+05	2.105996e-14	1.069061e+05	1.452277e-14	1.077415e+05	3.281677e-14	1.078847e+05	3.232503e-14	1.094156e+05	3.539577e-14
1.013525e+03	6.781034e-15	9.463477e+04	1.726992e-14	9.611889e+04	1.847930e-14	1.063800e+05	2.068184e-14	1.069517e+05	1.448875e-14	1.077871e+05	3.265040e-14	1.079304e+05	3.151666e-14	1.094613e+05	3.501313e-14
1.061335e+03	6.707411e-15	9.468258e+04	1.720710e-14	9.616670e+04	1.840813e-14	1.064278e+05	2.044474e-14	1.069995e+05	1.444419e-14	1.078349e+05	3.248378e-14	1.079782e+05	3.089979e-14	1.095091e+05	3.552256e-14
1.111399e+03	6.636079e-15	9.473264e+04	1.714392e-14	9.621676e+04	1.833633e-14	1.064778e+05	2.034372e-14	1.070496e+05	1.438876e-14	1.078850e+05	3.231594e-14	1.080282e+05	3.052137e-14	1.095592e+05	3.564212e-14
1.163822e+03	6.568781e-15	9.478506e+04	1.708097e-14	9.626918e+04	1.826401e-14	1.065303e+05	2.037303e-14	1.071020e+05	1.432214e-14	1.079374e+05	3.214767e-14	1.080807e+05	3.039659e-14	1.096116e+05	3.468024e-14
1.218715e+03	6.501859e-15	9.483996e+04	1.701747e-14	9.632408e+04	1.819292e-14	1.065852e+05	2.051988e-14	1.071569e+05	1.424390e-14	1.079923e+05	3.197828e-14	1.081356e+05	3.050601e-14	1.096665e+05	3.384973e-14
1.276196e+03	6.437007e-15	9.489744e+04	1.695330e-14	9.638156e+04	1.812161e-14	1.066426e+05	2.077045e-14	1.072144e+05	1.415504e-14	1.080498e+05	3.180808e-14	1.081930e+05	3.080794e-14	1.097240e+05	3.426800e-14
1.336385e+03	6.376934e-15	9.495763e+04	1.688825e-14	9.644175e+04	1.804846e-14	1.067028e+05	2.111112e-14	1.072746e+05	1.405593e-14	1.081100e+05	3.163888e-14	1.082532e+05	3.124766e-14	1.097842e+05	3.512992e-14
1.399412e+03	6.316515e-15	9.502065e+04	1.682411e-14	9.650477e+04	1.797654e-14	1.067659e+05	2.152595e-14	1.073376e+05	1.394602e-14	1.081730e+05	3.146732e-14	1.083163e+05	3.176030e-14	1.098472e+05	3.509936e-14
1.465408e+03	6.261037e-15	9.508665e+04	1.675844e-14	9.657077e+04	1.790355e-14	1.068319e+05	2.200022e-14	1.074036e+05	1.382761e-14	1.082390e+05	3.130183e-14	1.083823e+05	3.228809e-14	1.099132e+05	3.399347e-14
1.534515e+03	6.206524e-15	9.515576e+04	1.669182e-14	9.663988e+04	1.783026e-14	1.069010e+05	2.251689e-14	1.074727e+05	1.369897e-14	1.083081e+05	3.112974e-14	1.084514e+05	3.276193e-14	1.099823e+05	3.277744e-14
1.606879e+03	6.153827e-15	9.522812e+04	1.662603e-14	9.671224e+04	1.775638e-14	1.069733e+05	2.306308e-14	1.075451e+05	1.356223e-14	1.083805e+05	3.096082e-14	1.085237e+05	3.314345e-14	1.100546e+05	3.246781e-14
1.682653e+03	6.101725e-15	9.530389e+04	1.655958e-14	9.678801e+04	1.768213e-14	1.070491e+05	2.362329e-14	1.076209e+05	1.341692e-14	1.084562e+05	3.079004e-14	1.085995e+05	3.338739e-14	1.101304e+05	3.314532e-14
1.761998e+03	6.052781e-15	9.538324e+04	1.649278e-14	9.686736e+04	1.760751e-14	1.071284e+05	2.418605e-14	1.077002e+05	1.326445e-14	1.085356e+05	3.062380e-14	1.086788e+05	3.347981e-14	1.102098e+05	3.410307e-14
1.845083e+03	6.006135e-15	9.546632e+04	1.642556e-14	9.695044e+04	1.753245e-14	1.072115e+05	2.473852e-14	1.077833e+05	1.310542e-14	1.086187e+05	3.045449e-14	1.087619e+05	3.340627e-14	1.102929e+05	3.448098e-14
1.932083e+03	5.959563e-15	9.555332e+04	1.635806e-14	9.703744e+04	1.745734e-14	1.072985e+05	2.527032e-14	1.078703e+05	1.293980e-14	1.087057e+05	3.027861e-14	1.088489e+05	3.316632e-14	1.103799e+05	3.391686e-14
2.023184e+03	5.916726e-15	9.564442e+04	1.628960e-14	9.712854e+04	1.738076e-14	1.073896e+05	2.577432e-14	1.079614e+05	1.276927e-14	1.087968e+05	3.011006e-14	1.089400e+05	3.277544e-14	1.104710e+05	3.270264e-14
2.118578e+03	5.873383e-15	9.573982e+04	1.622100e-14	9.722394e+04	1.730540e-14	1.074850e+05	2.624172e-14	1.080568e+05	1.259382e-14	1.088922e+05	2.994610e-14	1.090354e+05	3.225521e-14	1.105663e+05	3.146708e-14
2.218468e+03	5.832643e-15	9.583971e+04	1.615306e-14	9.732383e+04	1.722901e-14	1.075849e+05	2.666580e-14	1.081567e+05	1.241405e-14	1.089921e+05	2.977935e-14	1.091353e+05	3.162457e-14	1.106662e+05	3.077431e-14
2.323065e+03	5.792634e-15	9.594431e+04	1.608413e-14	9.742843e+04	1.715290e-14	1.076895e+05	2.704255e-14	1.082613e+05	1.223093e-14	1.090967e+05	2.960726e-14	1.092399e+05	3.091998e-14	1.107708e+05	3.085822e-14
2.432592e+03	5.754081e-15	9.605383e+04	1.601460e-14	9.753795e+04	1.707538e-14	1.077990e+05	2.736732e-14	1.083708e+05	1.204487e-14	1.092062e+05	2.942899e-14	1.093494e+05	3.016460e-14	1.108804e+05	3.154252e-14
2.547281e+03	5.717162e-15	9.616852e+04	1.594565e-14	9.765264e+04	1.699762e-14	1.079137e+05	2.763780e-14	1.084855e+05	1.185634e-14	1.093209e+05	2.925316e-14	1.094641e+05	2.938691e-14	1.109951e+05	3.242346e-14
2.667375e+03	5.681471e-15	9.628861e+04	1.587530e-14	9.777273e+04	1.692013e-14	1.080338e+05	2.785233e-14	1.086056e+05	1.166625e-14	1.094410e+05	2.908926e-14	1.095842e+05	2.862048e-14	1.111151e+05	3.306521e-14
2.793129e+03	5.646357e-15	9.641437e+04	1.580483e-14	9.789849e+04	1.684238e-14	1.081596e+05	2.800928e-14	1.087313e+05	1.147394e-14	1.095667e+05	2.893163e-14	1.097100e+05	2.788695e-14	1.112409e+05	3.316676e-14
2.924809e+03	5.612261e-15	9.654605e+04	1.573430e-14	9.803017e+04	1.676412e-14	1.082913e+05	2.810984e-14	1.088630e+05	1.128157e-14	1.096984e+05	2.877017e-14	1.098417e+05	2.720444e-14	1.113726e+05	3.265595e-14
3.062696e+03	5.579632e-15	9.668394e+04	1.566414e-14	9.816806e+04	1.668620e-14	1.084291e+05	2.815451e-14	1.090009e+05	1.108809e-14	1.098363e+05	2.859831e-14	1.099795e+05	2.659458e-14	1.115105e+05	3.168407e-14
3.207080e+03	5.548178e-15	9.682832e+04	1.559258e-14	9.831244e+04	1.660792e-14	1.085735e+05	2.814367e-14	1.091453e+05	1.089531e-14	1.099807e+05	2.841652e-14	1.101239e+05	2.606842e-14	1.116549e+05	3.051518e-14
3.358270e+03	5.517390e-15	9.697951e+04	1.552051e-14	9.846363e+04	1.652864e-14	1.087247e+05	2.807856e-14	1.092965e+05	1.070219e-14	1.101319e+05	2.822704e-14	1.102751e+05	2.563376e-14	1.118060e+05	2.945229e-14
3.516584e+03	5.487335e-15	9.713782e+04	1.544803e-14	9.862194e+04	1.644900e-14	1.088830e+05	2.796297e-14	1.094548e+05	1.051087e-14	1.102902e+05	2.804509e-14	1.104334e+05	2.529502e-14	1.119644e+05	2.872491e-14
3.682360e+03	5.458764e-15	9.730360e+04	1.537522e-14	9.878772e+04	1.636956e-14	1.090488e+05	2.779868e-14	1.096206e+05	1.031981e-14	1.104560e+05	2.787585e-14	1.105992e+05	2.505515e-14	1.121301e+05	2.845682e-14
3.855949e+03	5.430746e-15	9.747719e+04	1.530318e-14	9.896131e+04	1.629006e-14	1.092224e+05	2.758849e-14	1.097942e+05	1.012964e-14	1.106295e+05	2.772046e-14	1.107728e+05	2.491063e-14	1.123037e+05	2.863450e-14
4.037718e+03	5.402971e-15	9.765896e+04	1.523052e-14	9.914308e+04	1.620996e-14	1.094042e+05	2.733603e-14	1.099759e+05	9.942416e-15	1.108113e+05	2.757468e-14	1.109546e+05	2.485791e-14	1.124855e+05	2.915414e-14
4.228054e+03	5.376164e-15	9.784929e+04	1.515580e-14	9.933341e+04	1.612856e-14	1.095945e+05	2.704392e-14	1.101663e+05	9.756947e-15	1.110016e+05	2.742959e-14	1.111449e+05	2.488951e-14	1.126758e+05	2.984560e-14
4.427361e+03	5.351061e-15	9.804860e+04	1.508212e-14	9.953272e+04	1.604846e-14	1.097938e+05	2.671154e-14	1.103656e+05	9.572475e-15	1.112010e+05	2.727225e-14	1.113442e+05	2.499789e-14	1.128751e+05	3.051942e-14
4.636060e+03	5.325323e-15	9.825730e+04	1.500750e-14	9.974142e+04	1.596713e-14	1.100025e+05	2.635070e-14	1.105743e+05	9.392279e-15	1.114096e+05	2.709612e-14	1.115529e+05	2.517156e-14	1.130838e+05	3.101378e-14
4.854595e+03	5.300548e-15	9.847584e+04	1.493276e-14	9.995996e+04	1.588508e-14	1.102210e+05	2.595624e-14	1.107928e+05	9.212952e-15	1.116282e+05	2.690398e-14	1.117714e+05	2.540047e-14	1.133024e+05	3.121604e-14
5.083429e+03	5.276427e-15	9.870467e+04	1.485776e-14	1.001888e+05	1.580325e-14	1.104499e+05	2.553408e-14	1.110216e+05	9.037128e-15	1.118570e+05	2.669908e-14	1.120003e+05	2.567390e-14	1.135312e+05	3.107693e-14
5.323048e+03	5.253210e-15	9.894429e+04	1.478151e-14	1.004284e+05	1.572125e-14	1.106895e+05	2.508819e-14	1.112613e+05	8.861885e-15	1.120966e+05	2.649221e-14	1.122399e+05	2.598182e-14	1.137708e+05	3.060809e-14
5.573960e+03	5.230321e-15	9.919520e+04	1.470635e-14	1.006793e+05	1.563950e-14	1.109404e+05	2.462189e-14	1.115122e+05	8.691990e-15	1.123476e+05	2.629477e-14	1.124908e+05	2.631077e-14	1.140217e+05	2.987242e-14
5.836697e+03	5.208609e-15	9.945794e+04	1.462981e-14	1.009421e+05	1.555557e-14	1.112031e+05	2.413414e-14	1.117749e+05	8.525226e-15	1.126103e+05	2.611766e-14	1.127535e+05	2.665271e-14	1.142845e+05	2.896604e-14
6.111816e+03	5.186577e-15	9.973306e+04	1.455249e-14	1.012172e+05	1.547346e-14	1.114783e+05	2.363274e-14	1.120500e+05	8.360125e-15	1.128854e+05	2.596124e-14	1.130287e+05	2.699682e-14	1.145596e+05	2.799329e-14
0.000000e+00	0.000000e+00	1.000211e+05	1.447495e-14	1.015053e+05	1.538963e-14	1.117664e+05	2.311912e-14	1.123381e+05	8.198390e-15	1.131735e+05	2.582500e-14	1.133168e+05	2.733375e-14	1.148477e+05	2.706182e-14
0.000000e+00	0.000000e+00	1.003228e+05	1.439756e-14	1.018069e+05	1.530553e-14	1.120680e+05	2.259324e-14	1.126398e+05	8.040312e-15	1.134752e+05	2.570249e-14	1.136184e+05	2.765542e-14	1.151493e+05	2.626212e-14
0.000000e+00	0.000000e+00	1.006387e+05	1.432001e-14	1.021228e+05	1.522115e-14	1.123839e+05	2.206034e-14	1.129557e+05	7.885785e-15	1.137910e+05	2.558452e-14	1.139343e+05	2.795493e-14	1.154652e+05	2.565808e-14
0.000000e+00	0.000000e+00	1.009694e+05	1.424236e-14	1.024536e+05	1.513730e-14	1.127147e+05	2.152123e-14	1.132864e+05	7.734920e-15	1.141218e+05	2.546025e-14	1.142651e+05	2.822591e-14	1.157960e+05	2.528541e-14
0.000000e+00	0.000000e+00	1.013158e+05	1.416260e-14	1.027999e+05	1.505117e-14	1.130610e+05	2.097450e-14	1.136328e+05	7.586609e-15	1.144682e+05	2.531900e-14	1.146114e+05	2.846359e-14	1.161423e+05	2.515027e-14
0.000000e+00	0.000000e+00	1.016785e+05	1.408278e-14	1.031626e+05	1.496639e-14	1.134237e+05	2.042584e-14	1.139955e+05	7.441892e-15	1.148308e+05	2.515488e-14	1.149741e+05	2.866291e-14	1.165050e+05	2.523574e-14
0.000000e+00	0.000000e+00	1.020583e+05	1.400343e-14	1.035424e+05	1.488097e-14	1.138035e+05	1.987848e-14	1.143752e+05	7.300400e-15	1.152106e+05	2.496585e-14	1.153539e+05	2.882054e-14	1.168848e+05	2.550216e-14
0.000000e+00	0.000000e+00	1.024559e+05	1.392302e-14	1.039400e+05	1.479493e-14	1.142011e+05	1.933163e-14	1.147729e+05	7.162310e-15	1.156083e+05	2.475350e-14	1.157515e+05	2.893355e-14	1.172825e+05	2.589956e-14
0.000000e+00	0.000000e+00	1.028723e+05	1.384288e-14	1.043565e+05	1.470792e-14	1.146175e+05	1.879043e-14	1.151893e+05	7.026035e-15	1.160247e+05	2.452327e-14	1.161679e+05	2.900108e-14	1.176989e+05	2.637057e-14
0.000000e+00	0.000000e+00	1.033084e+05	1.376189e-14	1.047925e+05	1.462190e-14	1.150536e+05	1.824721e-14	1.156253e+05	6.895456e-15	1.164607e+05	2.428050e-14	1.166040e+05	2.902124e-14	1.181349e+05	2.685669e-14
0.000000e+00	0.000000e+00	1.037650e+05	1.368045e-14	1.052491e+05	1.453510e-14	1.155102e+05	1.771377e-14	1.160819e+05	6.766710e-15	1.169173e+05	2.403926e-14	1.170606e+05	2.899390e-14	1.185915e+05	2.730506e-14
0.000000e+00	0.000000e+00	1.042431e+05	1.359842e-14	1.057272e+05	1.444789e-14	1.159883e+05	1.718394e-14	1.165600e+05	6.641363e-15	1.173954e+05	2.380606e-14	1.175387e+05	2.891895e-14	1.190696e+05	2.766976e-14
0.000000e+00	0.000000e+00	1.047437e+05	1.351596e-14	1.062278e+05	1.436137e-14	1.164889e+05	1.665682e-14	1.170607e+05	6.519996e-15	1.178960e+05	2.358925e-14	1.180393e+05	2.879734e-14	1.195702e+05	2.791627e-14
0.000000e+00	0.000000e+00	1.052679e+05	1.343196e-14	1.067520e+05	1.427355e-14	1.170131e+05	1.614185e-14	1.175849e+05	6.402010e-15	1.184203e+05	2.339791e-14	1.185635e+05	2.862962e-14	1.200944e+05	2.802003e-14
0.000000e+00	0.000000e+00	1.058169e+05	1.334880e-14	1.073010e+05	1.418545e-14	1.175621e+05	1.563270e-14	1.181338e+05	6.285656e-15	1.189692e+05	2.323281e-14	1.191125e+05	2.841806e-14	1.206434e+05	2.797209e-14
0.000000e+00	0.000000e+00	1.063917e+05	1.326481e-14	1.078758e+05	1.409655e-14	1.181369e+05	1.513493e-14	1.187086e+05	6.173531e-15	1.195440e+05	2.309575e-14	1.196873e+05	2.816505e-14	1.212182e+05	2.776911e-14
0.000000e+00	0.000000e+00	1.069936e+05	1.317978e-14	1.084777e+05	1.400589e-14	1.187388e+05	1.464598e-14	1.193105e+05	6.064104e-15	1.201459e+05	2.298440e-14	1.202892e+05	2.787238e-14	1.218201e+05	2.741922e-14
0.000000e+00	0.000000e+00	1.076238e+05	1.309563e-14	1.091079e+05	1.391450e-14	1.193690e+05	1.416936e-14	1.199408e+05	5.957173e-15	1.207762e+05	2.289372e-14	1.209194e+05	2.754327e-14	1.224503e+05	2.694157e-14
0.000000e+00	0.000000e+00	1.082838e+05	1.300994e-14	1.097679e+05	1.382197e-14	1.200290e+05	1.369924e-14	1.206008e+05	5.853665e-15	1.214361e+05	2.281600e-14	1.215794e+05	2.717702e-14	1.231103e+05	2.635559e-14
0.000000e+00	0.000000e+00	1.089749e+05	1.292402e-14	1.104590e+05	1.372957e-14	1.207201e+05	1.324305e-14	1.212918e+05	5.753203e-15	1.221272e+05	2.274453e-14	1.222705e+05	2.677962e-14	1.238014e+05	2.568707e-14
0.000000e+00	0.000000e+00	1.096985e+05	1.283789e-14	1.111826e+05	1.363776e-14	1.214437e+05	1.279331e-14	1.220155e+05	5.655434e-15	1.228508e+05	2.266990e-14	1.229941e+05	2.635200e-14	1.245250e+05	2.496596e-14
0.000000e+00	0.000000e+00	1.104562e+05	1.275038e-14	1.119403e+05	1.354548e-14	1.222014e+05	1.235769e-14	1.227732e+05	5.561398e-15	1.236086e+05	2.258616e-14	1.237518e+05	2.589522e-14	1.252828e+05	2.421329e-14
0.000000e+00	0.000000e+00	1.112497e+05	1.266347e-14	1.127338e+05	1.345256e-14	1.229949e+05	1.193366e-14	1.235667e+05	5.469850e-15	1.244020e+05	2.248537e-14	1.245453e+05	2.541509e-14	1.260762e+05	2.345958e-14
0.000000e+00	0.000000e+00	1.120805e+05	1.257620e-14	0.000000e+00	0.000000e+00	1.238257e+05	1.152282e-14	1.243975e+05	5.379797e-15	1.252329e+05	2.236162e-14	1.253761e+05	2.491550e-14	1.269071e+05	2.273054e-14
0.000000e+00	0.000000e+00	1.129505e+05	1.248968e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.252675e+05	5.293212e-15	1.261029e+05	2.220982e-14	1.262461e+05	2.439261e-14	1.277771e+05	2.204528e-14
0.000000e+00	0.000000e+00	1.138615e+05	1.240127e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.261785e+05	5.209596e-15	1.270139e+05	2.203177e-14	0.000000e+00	0.000000e+00	1.286881e+05	2.141699e-14
0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.279678e+05	2.182152e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
