E, cm-1	Sigma_00, cm2	Sigma_01, cm2	Sigma_10, cm2	Sigma_11, cm2	
9.353929e+04	2.717145e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.354856e+04	2.717168e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.355783e+04	2.690841e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.357174e+04	2.705251e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.358102e+04	2.706361e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.359493e+04	2.695424e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.360420e+04	2.670906e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.361812e+04	2.686893e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.362739e+04	2.689124e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.364130e+04	2.680073e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.365521e+04	2.671517e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.366912e+04	2.663937e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.368303e+04	2.680429e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.369694e+04	2.650100e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.371085e+04	2.666815e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.372477e+04	2.661010e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.373868e+04	2.655419e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.375723e+04	2.641678e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.377114e+04	2.658469e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.378505e+04	2.654066e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.380360e+04	2.642033e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.381751e+04	2.638709e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.383605e+04	2.647564e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.385460e+04	2.637171e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.387315e+04	2.627362e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.389170e+04	2.637069e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.391025e+04	2.628087e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.392879e+04	2.619369e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.394734e+04	2.629902e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.397053e+04	2.615305e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.398907e+04	2.626379e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.401226e+04	2.612583e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.403081e+04	2.605679e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.405399e+04	2.611210e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.407718e+04	2.598929e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.410036e+04	2.605181e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.412355e+04	2.611538e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.414673e+04	2.583426e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.416992e+04	2.590402e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.419774e+04	2.592343e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.422093e+04	2.583102e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.424875e+04	2.585766e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.427657e+04	2.572661e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.430439e+04	2.576050e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.433221e+04	2.579403e-14	0.000000e+00	0.000000e+00	0.000000e+00
