E, cm-1	Sigma_00, cm2	Sigma_01, cm2	Sigma_10, cm2	Sigma_11, cm2	
9.407473e+04	4.120524e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.408400e+04	4.140470e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.409327e+04	4.187181e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.410718e+04	4.200047e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.411646e+04	4.282234e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.413037e+04	4.278371e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.413964e+04	4.281466e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.415356e+04	4.132255e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.416283e+04	4.410870e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.417674e+04	4.065516e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.419065e+04	4.324083e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.420456e+04	4.447781e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.421847e+04	4.237335e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.423238e+04	4.212920e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.424629e+04	4.576148e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.426021e+04	4.334833e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.427412e+04	4.402644e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.429267e+04	4.002618e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.430658e+04	4.046923e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.432049e+04	4.297619e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.433904e+04	4.234510e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.435295e+04	4.113037e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.437149e+04	4.449318e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.439004e+04	4.224572e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.440859e+04	4.187055e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.442714e+04	4.265106e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.444569e+04	4.184622e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.446423e+04	4.127823e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.448278e+04	4.408380e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.450597e+04	4.293895e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.452451e+04	4.397202e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.454770e+04	4.156314e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.456625e+04	4.393977e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.458943e+04	4.510632e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.461262e+04	4.410173e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.463580e+04	4.366948e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.465899e+04	4.254065e-14	0.000000e+00	0.000000e+00	0.000000e+00
